sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,한마음약국,19931108,경기도 평택시 팽성읍 동서촌로 74,경기도 평택시 팽성읍 객사리 126-3,17989,36.9644052,127.0603799,,영업중,,031-691-9185,205303.795332834,384761.626644329,,
,한마음약국,20040817,경기도 양주시 백석읍 꿈나무로 299,양주시백석읍복지리290,11514,37.784437,126.9832716,,폐업,20130220,031-829-5580,198521.477244763,475682.907109642,,
,한마음약국,20191216,"경기도 파주시 경의로 1821, 한마음신경외과내과 1층 (아동동)",경기도 파주시 아동동 298-2번지 한마음신경외과내과1층,10853,37.768347,126.7773071,,영업중,,031-957-7516,180307.976195985,474008.323592237,,
,한마음약국,20200727,"경기도 김포시 태장로 800, 109호 (장기동)",경기도 김포시 장기동 2077-2,10089,37.6380996,126.6784563,,영업중,,031-984-7666,171546.892467746,459575.025542086,,
,한마음약국,20070705,경기도 의정부시 평화로 660 (가능동),경기도 의정부시 가능1동 17-1,11685,37.7508824,127.0448257,,폐업,20131112,031-821-1474,,,,
,한마음약국,20041220,,경기도 고양시덕양구 성사동 725번지,10468,37.6531767,126.8371364,,폐업,20060413,,185519.71563078,461212.541269679,,
,한마음약국,20070117,경기도 수원시 권선구 수인로 196,수원시 권선구 서둔동 243-1,16428,37.2771458,126.9789087,,폐업,20090914,031-292-3173,,,,
,한마음약국,20050107,,경기도 가평군 가평읍 읍내리 476번지 7호,,,,,폐업,20100906,031-582-2173,245153.013570242,480879.010923999,,
,한마음약국,20060731,"경기도 성남시 분당구 미금로 45, 311호 (구미동, 진도훼미리프라자)",경기도 성남시 분당구 구미동 203-2 진도훼미리프라자 311호,13625,37.3373682,127.1157667,,영업중,,,210194.695426062,426176.33755936,,
,한마음약국,20060602,"경기도 성남시 수정구 산성대로 207, 1층 108호 (신흥동, 에드모스)",경기도 성남시수정구 신흥1동 6947 에드모스1층 108호,13345,37.4380587,127.1407771,,폐업,20110615,031-723-6060,212394.196565144,437337.321664146,,
,한마음약국,20060414,,경기도 고양시 덕양구 성사동 725 시영아파트상가202호,10468,37.6531767,126.8371364,,폐업,20130419,031-965-2366,,,,
,한마음약국,20060315,,경기도 파주시 아동동 288-2 한마음클리닉센타,,,,,폐업,20130102,031-957-7516,,,,
,한마음약국,20050607,"경기도 수원시 팔달구 팔달문로 156-1, 1층 (우만동)",경기도 수원시 팔달구 우만동 552 (1층),16240,37.2828527,127.0331638,,영업중,,,202870.368008172,420098.627359861,,
,한마음온누리약국,20090921,,경기도 양주시 광적면 가납1리 7042번지,,,,,폐업,20121222,031-836-0122,,,,
,한마음이화약국,20031211,"경기도 의정부시 용민로 77, 1층 (용현동)",경기도 의정부시 용현동 8-8  1층,11786,37.7376789,127.0866386,,영업중,,031-853-9700,207563.70245927,470585.895507134,,
,한미소약국,20170201,"경기도 부천시 원미구 도약로 33, 늘푸른상가 104호 (상동)",경기도 부천시 원미구 상동 523-11 늘푸른상가 104호,14504,37.5126166,126.753167,,영업중,,070-7718-9927,178106.868310361,445627.234146738,,
,한미약국,19890817,경기도 안양시 동안구 관악대로434번길 16,경기도 안양시 동안구 관양2동 1472-26,13948,37.4039254,126.9708685,,폐업,20060727,031-424-6949,,,,
,한미약국,20131118,경기도 하남시 신장로 141 (덕풍동),경기도 하남시 덕풍동 426번지 7호,12977,37.5386245,127.2026078,,영업중,,031-796-0615,217834.893992453,448503.668150692,,
,한미약국,20070307,"경기도 하남시 신장로 141 (덕풍동,1층)",경기도 하남시 덕풍동 426번지 7호 1층,12977,37.5386245,127.2026078,,폐업,20131118,,217834.893992453,448503.668150692,,
,한미약국,19990326,"경기도 김포시 통진읍 김포대로2230번길 24, 1층",경기도 김포시 통진읍 마송리 105번지 5호,10018,37.6906889,126.5991171,,영업중,,031-989-5612,164571.726615912,465449.755812853,,
,한미약국,20010428,"경기도 고양시 일산서구 일현로 56, 106호 (탄현동, 삼정프라자)",경기도 고양시 일산서구 탄현동1573-1.삼정프라자106호,10343,37.6919217,126.7637241,,영업중,,031-922-9577,179097.694549585,465535.659697811,,
,한백프라자약국,19970131,경기도 군포시 금산로 104 (산본동),경기도 군포시 산본동 213-12.13,15806,37.3712278,126.9366516,,폐업,19980226,,194322.118968773,429903.782620247,,
,한별서울약국,20220622,"경기도 김포시 김포대로 847, 중앙프라자 1층 102호 일부호 (사우동)",경기도 김포시 사우동 929 중앙프라자,10110,37.6196858,126.7196556,,영업중,,031-989-8853,175180.106112494,457518.74597163,,
,한별약국,20080225,경기도 이천시 중리천로70번길 42 (중리동),경기도 이천시 중리동 205번지 7호,17374,37.2777565,127.443791,,영업중,,031-631-1141,239289.585576187,419628.556290656,,
,한보라약국,20070605,"경기도 용인시 기흥구 한보라1로64번길 2 (보라동,센타프라자 105호)",경기도 용인시 기흥구 보라동 612번지 4호 센타프라자 105호,17080,37.2502476,127.1072226,,폐업,20120529,,209441.30731205,416485.340116479,,
,한빛약국,19810711,경기도 화성시 만세구 향남읍 삼천병마로 207,경기도 화성시 만세구 향남읍 평리 81번지 88호,18593,37.1316436,126.9100956,,영업중,,031-353-3823,191931.941038578,403322.161159094,,
,한빛약국,20240219,"경기도 수원시 장안구 대평로 72, 선일프라자 1층 107호 (정자동)",경기도 수원시 장안구 정자동 878-6 선일프라자,16334,37.2947882,126.9939508,,영업중,,031-269-1650,199394.267871741,421424.764353387,,
,한빛약국,20040918,경기도 부천시 오정구 중동로 417 (삼정동),경기도 부천시 오정구 삼정동 294-1번지,14499,37.5172006,126.7698575,,폐업,20150831,032-674-2912,179571.968392552,446131.887470607,,
,한빛약국,20021128,"경기도 성남시 수정구 수정로 175 (태평동, 1층일부)",경기도 성남시수정구 태평2동 7288-6 1층 일부,13290,37.4434443,127.1392478,,폐업,20100428,031-751-0413,212251.792885021,437930.315046189,,
,한빛약국,20050819,경기도 시흥시 호현로 49 (대야동),경기도 시흥시 대야동 484번지 7호,14904,37.4448698,126.7850087,,영업중,,031-312-3610,180898.921131869,438099.694014537,,
,한빛약국,20150831,경기도 부천시 오정구 중동로 417 (삼정동),경기도 부천시 오정구 삼정동 294-1번지,14499,37.5172006,126.7698575,,폐업,20170730,032-674-2912,179571.968392552,446131.887470607,,
,한빛약국,20050121,경기도 구리시 이문안로 101 (수택동),경기도 구리시 수택동 657,11941,37.5919092,127.1428821,,영업중,,031-569-9700,212549.412805879,454413.981672509,,
,한빛약국,20221006,"경기도 성남시 중원구 둔촌대로 274, 1층 124호 (하대원동, 태연스카이빌)",경기도 성남시 중원구 하대원동 143-1 태연스카이빌 124호,13406,37.428754,127.148903,,영업중,,031-751-7990,213107.574816146,436308.206773443,,
,한빛약국,20100601,"경기도 김포시 중봉1로 51, 101호 (감정동)",경기도 김포시 감정동 673-3,10102,37.6250339,126.7026129,,영업중,,031-998-8345,173682.296551357,458118.057532801,,
,한빛약국,20140113,"경기도 광주시 초월읍 경충대로 926, 1층",경기도 광주시 초월읍 산이리 95번지 38호 1층,12799,37.365127,127.3114713,,영업중,,031-762-0039,227503.529472323,429276.674492743,,
,한빛약국,20020221,"경기도 군포시 산본천로 206, 1층 (산본동)",경기도 군포시 산본동 238-3 1층,15811,37.3705431,126.9405193,,폐업,20020525,,194662.542553019,429832.53610712,,
,한빛약국,20040824,"경기도 광명시 도덕로 39 (광명동,, 2층)","경기도 광명시 광명7동 724번지 9호 , 2층",14275,37.4687825,126.8521801,,폐업,20110911,02-2619-5143,186852.935613841,440745.846870035,,
,한빛약국,20000706,경기도 부천시 원미구 원미로143번길 12 (원미동),경기도 부천시 원미구 원미동 54-18번지,14567,37.4955531,126.7910305,,영업중,,032-611-6330,181449.659177397,443725.389779105,,
,한빛약국,19980415,"경기도 고양시 덕양구 용현로 27, 104호 (행신동, 행신프라자)",경기도 고양시 덕양구 행신동 757-2  행신프라자 104호,10526,37.6152222,126.8356266,,폐업,20141001,031-970-6192,185418.618480147,456999.242969898,,
,한빛약국,20110909,"경기도 광명시 도덕로 39, 2층 (광명동)","경기도 광명시 광명7동 724번지 9호 , 2층",14275,37.4687825,126.8521801,,영업중,,02-2619-5143,186852.935613841,440745.846870035,,
,한빛약국,20200727,"경기도 성남시 중원구 둔촌대로 274, 1층 124호 (하대원동, 태연스카이빌)",경기도 성남시 중원구 하대원동 143-1 태연스카이빌,13406,37.428754,127.148903,,폐업,20221006,031-751-7990,213107.574816146,436308.206773443,,
,한빛약국,20150806,"경기도 고양시 덕양구 용현로 27, 104호 (행신동, 행신프라자)",경기도 고양시 덕양구 행신동 757-2번지 행신프라자 104호,10526,37.6152222,126.8356266,,영업중,,031-970-6192,185418.618480147,456999.242969898,,
,한빛약국,20010516,"경기도 오산시 운암로 113, 106호 (오산동)",경기도 오산시 오산동 919번지 17호   106호,18134,37.1563738,127.0779658,,영업중,,031-372-6267,206861.153230815,406048.57444542,,
,한빛약국,20100428,"경기도 성남시 수정구 수정로 175, 1층 (태평동)",경기도 성남시 수정구 태평2동 7288번지 6호 1층,13290,37.4434443,127.1392478,,폐업,20140102,031-751-0413,212251.792885021,437930.315046189,,
,한빛약국,20101129,"경기도 파주시 미래로408번길 22 (야당동, 운정프라자 103호)",경기도 파주시 야당동 1000번지 1호 운정프라자 103호,10907,37.7140659,126.7478366,,폐업,20140228,070-7753-7518,177696.568749802,467981.803825099,,
,한빛약국,20090223,"경기도 용인시 처인구 백옥대로 1112 (김량장동,용인타워 1층)",경기도 용인시 처인구 김량장동 60번지 4호 용인타워 1층,17051,37.234669,127.2094879,,영업중,,031-337-0330,218500.445961072,414791.770296376,,
,한빛약국,19800724,경기도 수원시 팔달구 매산로 18 (매산로1가),경기도 수원시 팔달구 매산로1가 45번지 1호,16461,37.2673092,127.0035185,,영업중,,,200241.688053596,418372.621526956,,
,한빛약국,19960429,경기도 고양시 덕양구 용현로 27 (행신동),경기도 고양시덕양구 행신동 757번지 2호,10526,37.6152222,126.8356266,,폐업,19980413,,185418.618480147,456999.242969898,,
,한빛약국,20090917,,경기도 파주시 교하읍 야당리 교하신도시 Nf-1 운정프라자  103호,,,,,폐업,20101129,070-7753-7518,,,,
,한빛약국,20141016,"경기도 평택시 중앙2로 13, 1층 114호 (평택동, 센텀스카이빌딩)",경기도 평택시 평택동 291번지 센텀스카이빌딩 1층 114호,17909,36.991964,127.0885628,,영업중,,031-657-0037,207810.302859873,387830.462917531,,
,한빛약국,20141001,"경기도 고양시 덕양구 용현로 27, 104호 (행신동, 행신프라자 제상가동)",경기도 고양시 덕양구 행신동 757번지 2호 행신프라자 제상가동 104호,10526,37.6152222,126.8356266,,폐업,20150806,031-970-6192,185418.618480147,456999.242969898,,
,한빛약국,20071113,경기도 남양주시 퇴계원읍 도제원로 22 (성원상가 105호),경기도 남양주시 퇴계원읍 퇴계원리 232번지 성원상가 105호,12124,37.6501355,127.1457096,,영업중,,031-529-8899,212831.480509522,460854.438947309,,
,한빛약국,20000802,경기도 용인시 처인구 백옥대로 1112 (김량장동),경기도 용인시 처인구 김량장동 60번지 4호,17051,37.234669,127.2094879,,폐업,20090223,031-337-0330,218500.445961072,414791.770296376,,
,한빛약국,20041101,,군문동 택지개발2지구 주공프라자 102호,,,,,폐업,,,,,,
,한빛약국,20170731,경기도 부천시 오정구 중동로 417 (삼정동),경기도 부천시 오정구 삼정동 294번지 1호,14499,37.5172006,126.7698575,,영업중,,032-674-2912,179571.968392552,446131.887470607,,
,한빛온누리약국,20101020,"경기도 광명시 소하로 82 (소하동, 한빛프라자 105호)","경기도 광명시 소하1동 1341번지 1호 , 한빛프라자 105호",14316,37.4476411,126.8833506,,영업중,,02-893-1500,189608.445005156,438395.291427816,,
,한빛중앙약국,20160111,"경기도 파주시 미래로408번길 22, 운정프라자 104호 (야당동)",경기도 파주시 야당동 1000-1 운정프라자,10907,37.7140659,126.7478366,,영업중,,031-945-3010,177696.568749802,467981.803825099,,
,한빛중앙약국,20140421,"경기도 파주시 미래로408번길 40, 104호 (야당동, 한빛프라자)",경기도 파주시 야당동 1000-5번지 한빛프라자 104호,10907,37.7139729,126.7488019,,폐업,20160111,031-945-3010,177781.845023267,467978.254878196,,
,한빛프라자약국,20071204,경기도 용인시 수지구 정평로 132,경기도 용인시 수지구 풍덕천동 706,16837,37.3248146,127.0949495,,폐업,20080630,031-264-4972,,,,
,한빛프라자약국,19990109,경기도 용인시 수지구 정평로 132,경기도 용인시 수지구 풍덕천동 706,16837,37.3248146,127.0949495,,폐업,20010126,031-264-4972,,,,
,한사랑약국,20090112,"경기도 안산시 상록구 샘골로 113, 101(일부)102호 (본오동)","경기도 안산시 상록구 본오동 880번지 14호 우성프라자 101(일부),102호",15540,37.2939828,126.8626741,,영업중,,,187753.34,421342.35,,
,한사랑약국,20130208,경기도 안산시 단원구 예술대학로 154 (고잔동),경기도 안산시 단원구 고잔2동 643번지 18호,15261,37.3304844,126.8388872,,폐업,20140523,031-405-4544,185650.322925386,425397.617661521,,
,한사랑약국,20090902,"경기도 수원시 장안구 만석로19번길 11-7 (천천동,대일프라자 102호)",경기도 수원시 장안구 천천동 528번지 3호 대일프라자 102호,16329,37.2954908,126.9834194,,폐업,20110803,031-269-0042,198458.585335619,421501.429212764,,
,한사랑약국,20031105,경기도 의정부시 평화로 382 (호원동),경기도 의정부시 호원동 417번지 3호,11703,37.725957,127.0485188,,영업중,,031-871-1970,204208.413908905,469279.131231282,,
,한사랑약국,20130422,"경기도 파주시 와석순환로 70, 109호 (야당동, 신운정프라자2)",경기도 파주시 야당동 1006번지 7호,10907,37.7104839,126.7514806,,영업중,,031-941-2365,178021.512180891,467590.653861615,,
,한사랑약국,20130401,경기도 용인시 수지구  포은대로313번길  4 (풍덕천동),경기도 용인시 수지구 풍덕천동 556번지 5호,16846,37.315014,127.0864137,,폐업,20130701,031-896-2020,207587.964086149,423671.86552024,,
,한사랑약국,20090409,경기도 시흥시 하중로 193 (하중동),경기도 시흥시 하중동 856번지 1호 조은프라자 402호,14976,37.3944204,126.8046259,,폐업,20130415,,182624.727655278,432504.40172651,,
,한사랑약국,20110927,"경기도 광명시 광복로 64, 1층 (철산동)","경기도 광명시 철산1동 56번지 12호 , 1층",14207,37.4896494,126.865574,,폐업,20111125,070-4143-4564,188039.140377806,443063.545498044,,
,한사랑약국,20050203,경기도 수원시 장안구 만석로19번길 11-7,경기도 수원시 장안구 천천동 528-3,16329,37.2954908,126.9834194,,폐업,20090901,031-269-0042,,,,
,한사랑약국,20020520,"경기도 김포시 감암로 7, 1층 (걸포동)",경기도 김포시 걸포동 389번지 17호,10099,37.6319147,126.7111979,,영업중,,031-983-1357,174438.138395952,458875.589241237,,
,한사랑약국,20020314,경기도 용인시 수지구 문인로 57,경기도 용인시 수지구 풍덕천동 664 삼익상가 107,16830,37.33295,127.0963846,,폐업,20030321,031-261-2313,,,,
,한사랑약국,20181026,경기도 남양주시 진접읍 봉현로 25,경기도 남양주시 진접읍 장현리 659번지 2호 우리은행,12013,37.7158502,127.1797985,,영업중,,031-573-7478,215783.162912088,468167.64317412,,
,한사랑약국,20051007,경기도 광주시 양벌로 197,경기도 광주시 오포읍 양벌리 311-2,12793,37.378986,127.2550393,,폐업,20090919,031-769-4845,,,,
,한사랑약국,20190320,"경기도 화성시 만세구 향남읍 상신하길로 74, 1층 102.103호",경기도 화성시 만세구 향남읍 상신리 1327번지 2호,18616,37.1008728,126.8964585,,영업중,,031-354-8653,190724.156088064,399920.17784293,,
,한사랑약국,20120426,경기도 파주시 와석순환로 70 (야당동),경기도 파주시  164번지 7호 신운정프라자2 109호,10907,37.7104839,126.7514806,,폐업,20130422,031-949-7580,179377.652295055,467345.188383488,,
,한사랑약국,20151102,"경기도 화성시 동탄구 동탄공원로 28, 105호 (반송동, 지송프라자)",경기도 화성시 동탄구 반송동 61번지 8호,18436,37.202126,127.0597149,,폐업,20160430,031-613-5049,205230.928142931,411145.231389145,,
,한사랑약국,19940718,경기도 구리시 장자대로13번길 67,경기도 구리시 교문동 800-6,11938,37.5907245,127.1327726,,폐업,20090226,031-557-5253,,,,
,한사랑약국,20040517,경기도 의왕시 내손중앙로 43,경기도 의왕시 내손동 643-4,16026,37.3869134,126.9803415,,폐업,20100713,,,,,
,한사랑약국,20110803,"경기도 성남시 분당구 양현로94번길 19, 301호 (이매동, 새남서울조합상가)",경기도 성남시 분당구 이매동 120번지 6호 새남서울조합상가 301호,13568,37.3911331,127.1262133,,폐업,20131202,031-781-4324,211107.244323947,432126.81649251,,
,한사랑약국,20140527,"경기도 안산시 단원구 예술대학로 154, 1층 (고잔동)",경기도 안산시 단원구 고잔동 643번지 18호,15261,37.3304844,126.8388872,,폐업,20150417,031-405-4544,185650.322925386,425397.617661521,,
,한사랑약국,20060512,"경기도 용인시 기흥구 구성로39번길 3, 107호 (마북동, 리딩프라자)",경기도 용인시 기흥구 마북동 331번지 1호,16917,37.2950944,127.1134093,,영업중,,031-283-5505,209983.007672755,421461.288846318,,
,한사랑약국,20120701,"경기도 이천시 영창로 221-2, 1층 (창전동)",경기도 이천시 창전동 457번지 15호,17363,37.2811475,127.4475224,,폐업,20160905,031-635-0153,239617.805962024,420001.978565351,,
,한사랑약국,20110126,"경기도 성남시 분당구 양현로94번길 19, 301호 (이매동, 새남서울조합상가)",경기도 성남시 분당구 이매동 120번지 6호 새남서울조합상가 301호,13568,37.3911331,127.1262133,,폐업,20110801,031-781-4322,211107.244323947,432126.81649251,,
,한사랑약국,20020918,"경기도 고양시 일산서구 중앙로 1416 (주엽동,한사랑빌딩703호)",경기도 고양시일산서구 주엽동 71번지 2호 한사랑빌딩703호,10386,37.6698076,126.7629675,,폐업,20060116,,179019.030299807,463071.130149716,,
,한사랑약국,20120905,경기도 용인시 수지구 포은대로313번길 4 (풍덕천동),경기도 용인시 수지구 풍덕천동 556번지 5호,16846,37.315014,127.0864137,,폐업,20130401,,207587.964086149,423671.86552024,,
,한사랑약국,20231228,"경기도 성남시 수정구 희망로 551, 산성역자이푸르지오 C1블록 101, 102호 (신흥동)","경기도 성남시 수정구 신흥동 6969 산성역자이푸르지오 C1블록 101호,102호",13261,37.4517319,127.1495645,,영업중,,031-741-0059,,,,
,한사랑약국,20231215,"경기도 광주시 고산길 4, 1층 3호 (고산동)",경기도 광주시 고산동 248-13,12790,37.3700929,127.2317576,,영업중,,031-767-1235,,,,
,한사랑약국,20160905,"경기도 이천시 영창로 221-2 (창전동, 인덕빌딩)",경기도 이천시 창전동 457번지 15호,17363,37.2811475,127.4475224,,폐업,20171017,,239617.805962024,420001.978565351,,
,한사랑약국,20080603,"경기도 군포시 광정로 68, 301호 (산본동, 산본시네마빌딩)",경기도 군포시 산본동 1144-2 산본시네마빌딩 301호,15865,37.3592546,126.9303949,,영업중,,031-398-2865,193762.113508023,428578.706486929,,
,한사랑약국,20171017,"경기도 이천시 영창로 221-2 (창전동, 인덕빌딩)",경기도 이천시 창전동 457번지 15호,17363,37.2811475,127.4475224,,영업중,,031-635-0153,239617.805962024,420001.978565351,,
,한사랑약국,20050729,"경기도 고양시 일산서구 중앙로 1416, 703호 (주엽동, 한사랑빌딩)",경기도 고양시 일산서구 주엽동71-2.한사랑빌딩703호,10386,37.6698076,126.7629675,,영업중,,031-922-8666,,,,
,한사랑약국,20131202,"경기도 성남시 분당구 양현로94번길 19, 301호 (이매동, 새남서울조합상가)",경기도 성남시 분당구 이매동 120번지 6호 새남서울조합상가 301호,13568,37.3911331,127.1262133,,폐업,20180514,,211107.244323947,432126.81649251,,
,한사랑약국,20070501,경기도 부천시 오정구 평천로 724 (삼정동),경기도 부천시 오정구 삼정동 342-2번지 한양프라자105호,14516,37.5148563,126.7711816,,폐업,20140127,032-671-6679,179698.237359836,445873.841566201,,
,한사랑약국,20030926,"경기도 안양시 동안구 관평로 312, 1층 (관양동, 삼진빌딩)",경기도 안양시 동안구 관양동 1402번지 삼진빌딩 1층,13937,37.4039558,126.9576938,,폐업,20210927,031-384-4007,196164.868242926,433550.100627099,,
,한사랑약국,20070402,경기도 양주시 장흥면 가마골로 9,양주시장흥면부곡리579,11521,37.7187121,126.9729152,,영업중,,031-855-5145,197582.466128307,468528.847091715,,
,한사랑약국,20021031,"경기도 성남시 분당구 양현로94번길 19, 301호 (이매동, 새남서울조합상가)",경기도 성남시 분당구 이매동 이매동 120-6 새남서울조합상가 301호,13568,37.3911331,127.1262133,,직권폐업,20110126,,211107.244323947,432126.81649251,,
,한사랑약국,20010221,경기도 용인시 수지구 문인로 57,경기도 용인시 수지구 풍덕천리 664 삼익상가 107,16830,37.33295,127.0963846,,폐업,20020313,031-261-2313,,,,
,한사랑약국,20160430,"경기도 화성시 동탄구 동탄공원로 28, 1층 105호 (반송동, 지송프라자)",경기도 화성시 동탄구 반송동 61-8번지 지송프라자 1층 105호,18436,37.202126,127.0597149,,폐업,20170728,031-613-5049,,,,
,한사랑약국,19970106,경기도 부천시 원미구 지봉로121번길 6(역곡동),경기도 부천시 원미구 역곡동 106-7,14668,37.4889113,126.8125853,,영업중,,032-342-1007,183353.474134557,442988.176273171,,
,한사랑온누리약국,20110701,"경기도 부천시 원미구 길주로 87, 108호 (상동,에이플러스)",경기도 부천시 원미구 상동 534-8번지 에이플러스 108호,14543,37.5063356,126.7519624,,영업중,,032-327-4558,177998.178967807,444930.314500396,,
,한사랑온누리약국,20170508,"경기도 고양시 일산서구 하이파크3로 84, 104호 (덕이동, 신성프라자)",경기도 고양시 일산서구 덕이동 1542번지 신성프라자 104호,10234,37.6990301,126.7532179,,영업중,,031-913-8232,,,,
,한사랑온누리약국,20051219,"경기도 안산시 단원구 예술대학로 154, 1층 (고잔동)",경기도 안산시 단원구 고잔동 643-18 1층,15261,37.3304844,126.8388872,,폐업,20130128,031-405-4544,185650.322925386,425397.617661521,,
,한사랑온누리약국,20110919,"경기도 고양시 일산서구 하이파크3로 84 (덕이동,신성프라자 104호)",경기도 고양시 일산서구 덕이동 1542번지 신성프라자 104호,10234,37.6990301,126.7532179,,폐업,20150629,031-913-8232,,,,
,한사랑온누리약국,20110620,"경기도 의왕시 포일로 81, 삼우상가 108호 (포일동)",경기도 의왕시 포일동 539-10 삼우상가,16018,37.3915329,126.9813602,,영업중,,031-425-9512,198281.793435316,432159.158801914,,
,한사랑온누리약국,20111017,"경기도 안산시 상록구 석호로 43, 1층 112호 (이동, 굿모닝오피스텔)",경기도 안산시 상록구 이동 712번지 굿모닝오피스텔 1층112호,15494,37.3076305,126.847923,,폐업,20120904,031-415-7755,186448.126290385,422858.055730807,,
,한사랑온누리약국,20150629,경기도 고양시 일산서구 하이파크3로 84 (덕이동),경기도 고양시 일산서구 덕이동 1542번지 신성프라자 104호,10234,37.6990301,126.7532179,,폐업,20170508,031-913-8232,,,,
,한산들,20090326,"서울특별시 동대문구 회기로12길 26, 501호 (회기동)",서울특별시 동대문구 회기동 102번지 101호 8통 5반 501호,02458,37.5903029,127.0500418,,폐업,20091015,,204349.059415093,454222.885702484,,
,한샘약국,19880113,경기도 안양시 만안구 박달로539번길 63,경기도 안양시 만안구 박달1동 57-9,13987,37.4053192,126.9110752,,폐업,20130430,031-447-9086,,,,
,한샘약국,19890812,"경기도 성남시 수정구 수정남로 69, 1층 (수진동)",경기도 성남시 수정구 수진동 33-1 1층 일부,13327,37.441242,127.135347,,영업중,,031-757-8421,211906.907515029,437685.616218895,,
,한샘약국,19961209,"경기도 안산시 상록구 본오로 70, 1층 (본오동)",경기도 안산시 상록구 본오동 855-17,15561,37.2912818,126.8666117,,영업중,,031-409-5529,188100.385,421043.42,,
,한샘약국,20210422,"경기도 용인시 수지구 신봉2로14번길 2, 백산상가 105호 (신봉동)",경기도 용인시 수지구 신봉동 43-3 백산상가,16816,37.3240163,127.078012,,폐업,20220620,031-262-1675,206845.10421634,424669.171057241,,
,한서약국,20140825,"경기도 의정부시 호국로 1319, 105호 (의정부동)",경기도 의정부시 의정부동 214번지 84호,11689,37.743965,127.0507589,,폐업,20150904,031-841-5690,204403.16434699,471278.098606893,,
,한서약국,20000704,경기도 안양시 동안구 관악대로 345,경기도 안양시 동안구 관양1동 1420-39,13938,37.4041341,126.9611952,,폐업,20040107,,,,,
,한서열린약국,20100408,"경기도 의정부시 평화로 447 (의정부동,지상1층)",경기도 의정부시 의정부3동 377번지 1호 지상1층,11700,37.7318847,127.0477224,,폐업,20110315,031-871-9077,204137.048953112,469936.062377509,,
,한서열린약국,20110315,경기도 의정부시 평화로 447 (의정부동),경기도 의정부시 의정부3동 377번지 1호 지상1층,11700,37.7318847,127.0477224,,폐업,20120416,031-871-9077,204137.048953112,469936.062377509,,
,한성약국,20180524,경기도 김포시 양촌읍 양곡1로 38,경기도 김포시 양촌읍 양곡리 412-9,10059,37.6539135,126.6239917,,영업중,,031-981-2065,166754.430099891,461350.884723587,,
,한성약국,20080701,"경기도 수원시 영통구 동탄원천로1109번길 37 (매탄동, 한국1차아파트상가 106-1)",경기도 수원시 영통구 매탄동 1211 한국1차아파트상가 106-1,16527,37.2688651,127.0571724,,영업중,,,204940.416513148,418573.241332561,,
,한성약국,19730511,"경기도 김포시 양촌읍 양곡1로 40, 1층",경기도 김포시 양촌읍 양곡리 412번지 4호,10059,,,,폐업,20171023,031-981-2065,166762.890275038,461309.602855483,,
,한성온누리약국,20050117,경기도 성남시 중원구 산성대로576번길 1 (은행동),성남시 중원구 은행2동663-60,13152,37.4612311,127.1678724,,영업중,,031-735-6690,214782.112947502,439907.907520527,,
,한세약국,20230801,"경기도 구리시 체육관로 140, 일군타워 105호 (교문동)",경기도 구리시 교문동 830,11933,37.5971104,127.1371025,,영업중,,031-554-9213,212038.508950213,454985.199048176,,
,한세약국,20171201,경기도 구리시 체육관로 140 (교문동),경기도 구리시 교문동 830번지,11933,37.5971104,127.1371025,,폐업,20230801,031-554-9213,212038.508950213,454985.199048176,,
,한소망약국,20040819,경기도 시흥시 하상로 40 (하상동),경기도 시흥시 하상동 369번지,14977,37.3942239,126.8126263,,폐업,20121226,031-317-1727,183401.55466949,432441.678483038,,
,한소망약국,20121226,경기도 시흥시  하상로  40 (하상동),경기도 시흥시 하상동 369번지 금호타운아파트,14977,37.3942239,126.8126263,,폐업,20130822,031-317-1727,183401.55466949,432441.678483038,,
,한소망약국,20140901,"경기도 안양시 동안구 흥안대로 378, 101호 (평촌동, 서울안과빌딩)",경기도 안양시 동안구 평촌동 138번지 1호 서울안과빌딩 101호,14064,37.3881715,126.9733629,,영업중,,031-421-8777,197569.794061641,431783.573829505,,
,한소망약국,20150506,"경기도 부천시 원미구 소향로 246, 108호 (중동, 새롬프라자)",경기도 부천시 원미구 중동 1134번지 새롬프라자 108호,14580,37.5003059,126.7751356,,폐업,20151224,032-323-9697,180048.189838548,444255.969340294,,
,한솔메디칼약국,20080730,,경기도 시흥시 대야동 529번지 4호,,,,,폐업,20090702,031-315-1967,,,,
,한솔약국,20090401,"경기도 평택시 안중읍 안현로서6길 68, 104호",경기도 평택시 안중읍 현화리 327번지 104호,17932,36.9847687,126.9216254,,폐업,20110531,031-681-3206,192947.364201117,387023.520476584,,
,한솔약국,20081124,경기도 화성시 만세구 우정읍 조암남로33번길  1,경기도 화성시 만세구 우정읍 265번지 2호,18567,37.0841002,126.8187445,,영업중,,031-351-1780,,,,
,한솔약국,20081022,"경기도 안산시 단원구 고잔2길 16, 111-1호 (고잔동, 에메랄드빌딩)",경기도 안산시단원구 고잔동 531번지 2호 에메랄드빌딩 111-1호,15359,37.3176331,126.8328828,,폐업,20090407,,185115.720999982,423972.588048487,,
