park_nm,park_div_nm,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,park_ar,park_sports_faclt_dtls,park_amsmt_faclt_dtls,park_cnvnnc_faclt_dtls,park_cltr_faclt_dtls,park_etc_faclt_dtls,apnt_ancmnt_ymd,mnginst_nm,mnginst_telno,dat_crtr_ymd
장승백이공원,어린이공원,,경기도 성남시 분당구 야탑동 516,37.4094976527,127.1310264879,1504.3,야외운동기구,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
무장들공원,어린이공원,,경기도 성남시 분당구 야탑동 524,37.4077268902,127.1310291197,1506.9,야외운동기구,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
목련공원,어린이공원,,경기도 성남시 분당구 야탑동 167,37.4078697994,127.1391987746,1572.1,,어린이놀이터,벤치+음수전,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
과수원공원,어린이공원,,경기도 성남시 분당구 이매동 103,37.402392083,127.125993451,5180.1,야외운동기구,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
아름공원,어린이공원,,경기도 성남시 분당구 이매동 134,37.4025074915,127.1230141079,5153.9,야외운동기구,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
방아다리공원,어린이공원,경기도 성남시 분당구 양현로 158,경기도 성남시 분당구 이매동 114,37.3980538255,127.1256140966,5199.2,야외운동기구,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
이매길공원,어린이공원,,경기도 성남시 분당구 이매동 148,37.393108188,127.1222756686,2695.4,,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
신일공원,어린이공원,,경기도 성남시 분당구 야탑동 164,37.407164616,127.144121158,1581.5,,어린이놀이터,벤치,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
누엣길공원,어린이공원,경기도 성남시 분당구 누엣공원로 20,경기도 성남시 분당구 이매동 125,37.3897254046,127.1257120009,3900.7,야외운동기구,어린이놀이터,벤치,,바닥분수,19900622,경기도 성남시 분당구 녹지공원과,031-729-8094,20251111
솔밭공원,어린이공원,경기도 성남시 분당구 새마을로1번길 3,경기도 성남시 분당구 서현동 78-4,37.3846118063,127.1305608401,2234.3,,어린이놀이터,벤치+파고라,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-7463,20251111
도담공원(6호),소공원,,경기도 화성시 동탄구 청계동 550-1,37.2030205315,127.1181131995,7326.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
가석제3어린이공원,어린이공원,,경기도 양주시 광적면 가납리901,37.8202023058,126.9838136021,2275.0,배드민턴장,조합놀이대,화장실+파고라+벤치,,,20060501,경기도 양주시청 공원사업과,031-8082-7311,20250912
방성어린이공원,어린이공원,,경기도 양주시 백석읍 방성리82,37.8049229244,126.9993687425,1838.0,,조합놀이대+그네+시소,등벤치+파고라,,,19940708,경기도 양주시청 공원사업과,031-8082-7311,20250912
선암제2어린이공원,어린이공원,,경기도 양주시 은현면 선암리321-43,37.8726161312,127.0253872236,2223.0,농구장,조합놀이대,정자+음수대+벤치,,,20100303,경기도 양주시청 공원사업과,031-8082-7311,20250912
전원,어린이공원,,경기도 부천시 원미구 상동 595-2,37.4935768601,126.7431167218,2639.5,,그네 등 6개,,,,19981217,경기도 부천시청,032-625-4843,20250731
옥정제4어린이공원(산울림),어린이공원,,경기도 양주시 고암동 612,37.8305421254,127.0748940749,3038.0,허리돌리기+파도타기+역기내리기+공궁걷기,조합놀이대+흔들놀이+터널놀이집,파고라+벤치,,,20080407,경기도 양주시청 공원사업과,031-8082-7318,20250912
옥정제6어린이공원(초록숲),어린이공원,,경기도 양주시 옥정동 1073-3,37.8170711216,127.0960796994,1721.0,등허리지압기+옆파도타기+역기내리기+어깨근육풀기,,파고라+벤치,,,20080407,경기도 양주시청 공원사업과,031-8082-7318,20250912
옥정제7어린이공원(오르락내리락),어린이공원,,경기도 양주시 옥정동 1064-3,37.81705118,127.0981317399,1608.0,,모험놀이대+사면슬라이드+그네,파고라+벤치,,,20080407,경기도 양주시청 공원사업과,031-8082-7318,20250912
민락문화공원,문화공원,,경기도 의정부시 민락동 691-2,37.7426637862,127.0918903966,2451.0,허리돌리기+ 평행봉+ 철봉,조합놀이대,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
독골공원,어린이공원,경기도 용인시 수지구 문인로31번길 7-56,경기도 용인시 수지구 풍덕천동 678-1,37.3322614186,127.1006439474,3558.0,,,,,,19911209,,,20250801
원곡공원,문화공원,"경기도 안산시 단원구 화랑로 10, (원곡동)",경기도 안산시 단원구 원곡동 963-14번지,37.3330736007,126.7955404737,34406.4,,,,,,19770328,경기도 안산시청,031-481-2471,20260406
대반리 소공원(대반지구),소공원,경기도 평택시 안중읍 대반4길 73-11,경기도 평택시 안중읍 대반리 468-3,36.9800708904,126.953683332,888.0,,,,,,20120614,경기도 평택시청,031-8024-4248,20260313
향남1지구 1호근린(용현공원),근린공원,경기도 화성시 만세구 향남읍 행정서로 5,경기도 화성시 만세구 향남읍 행정리 460,37.1239178386,126.9135890275,18155.0,,,,,,,,031-5189-6655,20260201
향남1지구 3호근린(살구꽃공원),근린공원,경기도 화성시 만세구 향남읍 행정중앙2로 88,경기도 화성시 만세구 향남읍 행정리 490,37.1291737733,126.9247725937,46749.0,,,,,,,,031-5189-6655,20260201
문화2공원,문화공원,,경기도 시흥시 조남동 649,37.37786757,126.8471648179,4222.0,,,,,,20140923,경기도 시흥시청,031-310-3872,20251219
소라어린이공원,어린이공원,,경기도 화성시 동탄구 송동 711-6,37.165672198,127.0951578552,724.0,야구장,물놀이장+놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
어천저수지쌈지공원,기타,,경기도 화성시 효행구 매송면 원평리 208-1,37.2515856989,126.9175555049,2000.0,,,,,,,,031-5189-6655,20260201
3호근린 꽃내음 언덕공원,근린공원,,경기도 화성시 만세구 남양읍 북양리 695,37.215384676,126.8342692104,57568.5,,,,,,,,031-5189-6655,20260201
6호근린 솔바람 공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 230,37.2091170528,126.8045871206,12042.1,,,,,,,,031-5189-6655,20260201
1호체육 푸른 건강 뜰,체육공원,경기도 화성시 만세구 남양읍 시청로45번길 95,경기도 화성시 만세구 남양읍 남양리 2236,37.2099712083,126.8264501399,64136.1,,,,,,,,031-5189-6655,20260201
비봉체육공원,체육공원,,경기도 화성시 효행구 비봉면 유포리 619,37.2593150496,126.8463490341,171612.0,,,,,,,,031-5189-6655,20260201
공공공지 1호,기타,,경기도 화성시 만세구 새솔동 99-7,37.2796542012,126.8201197249,39.0,,,,,,,,031-5189-6655,20260201
반송 저류지 (저류지 5호),기타,,경기도 화성시 동탄구 반송동 735,37.1922886112,127.0820478377,788.9,족구장+농구장,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
남양 비석공원,기타,경기도 화성시 만세구 남양읍 남양성지로 74,경기도 화성시 만세구 남양읍 남양리 1868,37.2068133421,126.8118167733,4268.0,,,,,,,,031-5189-6655,20260201
송산 3.1 기념공원,근린공원,경기도 화성시 만세구 송산면 삼일공원로 18,경기도 화성시 만세구 송산면 사강리 299-3,37.2171455191,126.7315532786,9500.0,,,,,,,,031-5189-6655,20260201
전곡공원 4호,근린공원,,경기도 화성시 만세구 서신면 장외리 631,37.1787620084,126.6771623717,14400.0,,,,,,,,031-5189-6655,20260201
광장4호,기타,,경기도 화성시 만세구 남양읍 남양리 2273-1,37.2064207115,126.8255508114,579.0,,,,,,,,031-5189-6655,20260201
정명,어린이공원,경기도 부천시 소사구 심곡로 89,경기도 부천시 소사구 심곡본동 818,37.4760206312,126.7746577931,1520.1,,그네 등 6개,화장실,,,19831123,경기도 부천시청,032-625-4843,20250731
풍덕천공원,어린이공원,경기도 용인시 수지구 풍덕천로160번길 12,경기도 용인시 수지구 풍덕천동 727,37.3239462378,127.0993448057,1575.0,,,,,,19911209,,,20250801
중앙공원,어린이공원,경기도 용인시 수지구 수지로342번길 22,경기도 용인시 수지구 풍덕천동 700-2,37.3263331029,127.0961603948,3016.0,,,,,,19911209,,,20250801
임진,어린이공원,경기도 용인시 수지구 진산로11번길 29-1,경기도 용인시 수지구 풍덕천동 1155,37.3179962424,127.0938123547,3065.0,,,,,,19951230,,,20250801
새말공원,어린이공원,,경기도 용인시 수지구 풍덕천동 1015,37.3225206942,127.0896849093,2855.0,,,,,,19951230,,,20250801
제101호 어린이공원(상갈),어린이공원,,경기도 용인시 기흥구 상갈동 102-5,37.2677148128,127.1061122615,1650.0,,,,,,19961231,,,20250801
보정제5호 어린이공원(포솔),어린이공원,,경기도 용인시 기흥구 보정동 1284,37.3117874237,127.1107411028,1672.0,,,,,,20010209,,,20250801
보정제1호 어린이공원(신촌),어린이공원,,경기도 용인시 기흥구 보정동 1201,37.3218330433,127.112491304,1528.0,,,,,,20010209,,,20250801
움찬 어린이공원(마북 제2호),어린이공원,,경기도 용인시 기흥구 마북동 639,37.301664094,127.1197058129,1505.0,,,,,,20050912,,,20250801
반달,근린공원,경기도 수원시 영통구 반달로 77,경기도 수원시 영통구 영통동 1012-4,37.250871314,127.0788600935,16015.3,,,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
제54호 어린이공원(은하수),어린이공원,,경기도 용인시 기흥구 구갈동 605 일원,37.2702246604,127.134067771,1500.0,,,,,,20001231,,,20250801
제51호 어린이공원(하늘채),어린이공원,,경기도 용인시 기흥구 구갈동 549,37.2780025265,127.1293829067,1615.0,,,,,,20001231,,,20250801
제49호 어린이공원(한성),어린이공원,,경기도 용인시 기흥구 구갈동 383-1,37.2780191417,127.1142441634,3720.0,,,,,,19891111,,,20250801
경안천벚길 어린이공원(제99호),어린이공원,,경기도 용인시 처인구 포곡읍 삼계리 671-25 일원,37.2879590157,127.2331687226,1875.0,,,,,,20090817,,,20250801
늘봄 어린이공원(제56호 어린이공원),어린이공원,경기도 용인시 처인구 포곡읍 포곡로108번길 13-7,경기도 용인시 처인구 포곡읍 둔전리 139-4 일원,37.2689536749,127.2187514939,1555.0,,,,,,20030623,,,20250801
제67호 유방어린이공원,어린이공원,,경기도 용인시 처인구 유방동 287-4,37.2593292267,127.2167896738,2465.0,,,,,,20030623,,,20250801
공공공지1호,기타,,경기도 화성시 만세구 남양읍 남양리 2320-6,37.1993881344,126.8266975139,1855.0,,,,,,,,031-5189-6655,20260201
공공공지2호,기타,,경기도 화성시 만세구 남양읍 남양리 2322-1,37.1984468606,126.8276667913,1199.0,,,,,,,,031-5189-6655,20260201
광장1호,기타,,경기도 화성시 만세구 남양읍 남양리 2232-7,37.2094205316,126.8318224256,1304.0,,,,,,,,031-5189-6655,20260201
광장2호,기타,,경기도 화성시 만세구 남양읍 남양리 2231,37.2105537526,126.8313541117,1286.0,,,,,,,,031-5189-6655,20260201
남양1호 근린공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2038,37.2055005516,126.8291780848,52151.0,,,,,,,,031-5189-6655,20260201
남양2-1호 근린공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2057-1,37.2029688149,126.829684621,3700.0,,,,,,,,031-5189-6655,20260201
남양3호 근린공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2060,37.2021024775,126.8306961538,5242.0,,,,,,,,031-5189-6655,20260201
남양2호 어린이공원,어린이공원,,경기도 화성시 만세구 남양읍 남양리 2036,37.2047506349,126.8287367884,2310.0,,,,,,,,031-5189-6655,20260201
남양3호 어린이공원,어린이공원,,경기도 화성시 만세구 남양읍 남양리 2042,37.2069164008,126.8300126674,1504.0,,,,,,,,031-5189-6655,20260201
남양4호 어린이공원,어린이공원,,경기도 화성시 만세구 남양읍 남양리 2066,37.2024895999,126.829508832,1515.0,,,,,,,,031-5189-6655,20260201
전곡공원 5호,소공원,,경기도 화성시 만세구 서신면 전곡리 1091-4,37.1909484817,126.6599771376,517.0,,,,,,,,031-5189-6655,20260201
제부도 쌈지공원,기타,,경기도 화성시 만세구 서신면 제부리 40-37,37.165935706,126.6254337194,6459.0,,,,,,,,031-5189-6655,20260201
바다뜰 쌈지공원,기타,,경기도 화성시 만세구 서신면 매화리 214-4,37.1685811479,126.7083818732,743.0,,,,,,,,031-5189-6655,20260201
제부교차로 공공공지,기타,,경기도 화성시 만세구 서신면 송교리 380,37.1723144978,126.6586304921,181.0,,,,,,,,031-5189-6655,20260201
매바위 광장,기타,,경기도 화성시 만세구 서신면 제부리 190-223,37.1597621239,126.619191327,3624.0,,,,,,,,031-5189-6655,20260201
송곡 어린이공원(2호),어린이공원,,경기도 화성시 만세구 향남읍 행정리 454,37.1267107799,126.9141285109,4290.0,,,,,,,,031-5189-6655,20260201
전곡일반광장,기타,,경기도 화성시 만세구 서신면 전곡리 1090,37.1895328569,126.6559588557,1981.0,,,,,,,,031-5189-6655,20260201
화성 바이오밸리 1호 근린공원,근린공원,경기도 화성시 만세구 마도면 청원산단8길 186,경기도 화성시 만세구 마도면 청원리 1516,37.1664302587,126.760844831,30752.0,,,,,,,,031-5189-6655,20260201
화성 바이오밸리 2호 체육공원,체육공원,경기도 화성시 만세구 마도면 청원산단5길 27,경기도 화성시 만세구 마도면 청원리 1512,37.169738792,126.7710964676,24594.0,,,,,,,,031-5189-6655,20260201
옥정제8어린이공원(보물섬),어린이공원,,경기도 양주시 옥정동 1076-1,37.815587672,127.0960654133,1596.0,역기내리기+허리돌리기+파도타기,조합놀이대+흔들놀이,파고라+벤치,,,20080407,경기도 양주시청 공원사업과,031-8082-7318,20250912
옥정제9어린이공원(파란하늘),어린이공원,,경기도 양주시 옥정동 1081-3,37.8156175463,127.0981394805,1561.0,허리돌리기+다리들어올리기+팔운동기구,조합놀이대,파고라+벤치+앉음벽,,,20080407,경기도 양주시청 공원사업과,031-8082-7318,20250912
옥정제10어린이공원(고암),어린이공원,,경기도 양주시 고암동 595-7,37.8319211242,127.0730371098,1788.0,허리돌리기+다리펴기+팔매달리기,흔들놀이+조합놀이대+그네,파고라+벤치,,,20080407,경기도 양주시청 공원사업과,031-8082-7318,20250912
장미어린이공원,어린이공원,,경기도 군포시 산본동 1092-1,37.3670596711,126.9312785789,1500.1,,,,,,19940915,경기도 군포시청,031-390-0478,20250912
공공공지 4호,기타,,경기도 화성시 만세구 새솔동 52-6,37.2856437219,126.8161221238,615.8,,,,,,,,031-5189-6655,20260201
LG Digital Park일반산업단지 근린공원,근린공원,경기도 평택시 진위면 엘지로 222,경기도 평택시 진위면 청호리 1,37.1253644523,127.0906225003,19939.5,체력단련시설+체력단련장1+체력단련장2,,,,도수로+벤치플륨관+산마루측구+우배수시설+우수맨홀+우수받이+우수받이연결관+절토구간+집수정+집수정연결관,20130911,경기도 평택시청,031-8024-4248,20260313
가곡 근린공원,근린공원,경기도 평택시 진위면 가곡1길 39,경기도 평택시 진위면 가곡리 70-1,37.1125704394,127.0871909188,18268.0,,,,,,20060613,경기도 평택시청,031-8024-4248,20260313
새터,어린이공원,경기도 부천시 오정구 오정로212번길 22,경기도 부천시 오정구 오정동 591,37.5265611107,126.7838336431,1423.9,,흔들놀이기구 등 10개,화장실,,,19671111,경기도 부천시청,032-625-4843,20250731
갈곶 근린공원(진위제2산업단지),근린공원,,경기도 평택시 진위면 갈곶리 118,,,12781.0,다리뻗치기+마라톤운동+어깨근육풀기+역기내리기+역기올리기+인조잔디 라인마킹(풋살장 시설 및 포장)+풋살골대(이동식)(풋살장 시설 및 포장)+풋살장+하늘걷기,,음수전+자전거보관대+화장실,,DRAIN Valve+Q.C Valve+U형 플륨관+급수관+맹암거 간선+맹암거 간선(풋살장 우배수)+맹암거 지선+맹암거 지선(풋살장 우배수)+스틸그레이팅(풋살장 시설 및 포장)+연결관+오수받이(PE)+자연석쌓기B+잔디수로+제수변+집수정+집수정(풋살장 우배수)+측구수로관(풋살장 우배수),20131205,경기도 평택시청,031-8024-4248,20260313
궁2리 근린공원(궁리2지구),근린공원,,경기도 평택시 고덕면 궁리 524,37.0214900371,127.0363091404,19409.0,,,,,,20160428,경기도 평택시청,031-8024-4248,20260313
모곡 근린공원,근린공원,경기도 평택시 산단로52번길 21 (모곡동),경기도 평택시 모곡동 444,37.0353954347,127.0758364682,27546.6,게이트볼장+온몸근육풀기+온몸허리돌리기+윗몸일으키기+축구대+축구장+테니스 네트대+테니스 심판대+테니스장+하늘걷기,,자전거거치대+주차장+화장실,,PE 빗물받이+공단준공기념비+우수관+조회대+트랜치+하수관천공접합,19880423,경기도 평택시청,031-8024-4248,20260313
봉골 근린공원(고덕일반산업단지),근린공원,경기도 평택시 삼성1로 190,경기도 평택시 고덕동 1732,37.0266911385,127.0619212884,115620.2,다목적운동장,,음수전+자전거보관대+화장실,,L형측구+PE빗물받이+QC밸브+배수관(PE이중벽관)+배수관(PVC PIPE)+상수관로+오수관로(PE이중벽관)+집수정A+측구B+측구수로관+측구수로관A,20101116,경기도 평택시청,031-8024-4248,20260313
꽃마리어린이공원,어린이공원,,경기도 화성시 동탄구 장지동 1017-6,37.1573396778,127.1084465989,2336.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
아람어린이공원,어린이공원,,경기도 화성시 동탄구 장지동 998-7,37.1615075147,127.1181815678,1605.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
달빛어린이공원,어린이공원,,경기도 화성시 동탄구 장지동 1029-3,37.1554873859,127.1143774915,1519.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
햇살어린이공원(어린이2호),어린이공원,,경기도 화성시 동탄구 목동 256-1,,,2726.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
샛별어린이공원(어린이3호),어린이공원,,경기도 화성시 동탄구 산척동 산155-24,,,3197.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
장미어린이공원,어린이공원,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 385-1,37.7579240735,127.0316022932,1509.0,,조합놀이대+ 그네+ 흔들놀이기구,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
8호어린이 방울방울 어린이공원,어린이공원,,경기도 화성시 만세구 남양읍 남양리 2301,37.2013424078,126.8221225718,1502.8,,,,,,,,031-5189-6655,20260201
판교제21호(물방울)공원,어린이공원,,경기도 성남시 분당구 삼평동 677,37.4016861827,127.1113448549,8323.9,야외운동기구,어린이놀이터,벤치,,경관분수,20060322,경기도 성남시 분당구 녹지공원과,031-729-8093,20251111
비둘기,어린이공원,경기도 부천시 원미구 신흥로45번길 36,경기도 부천시 원미구 심곡동 344-9,37.4882632297,126.7750258243,3260.9,,흔들놀이기구 등 5개,화장실,,,19801007,경기도 부천시청,032-625-4843,20250731
산골,어린이공원,경기도 부천시 소사구 성주로 20,경기도 부천시 소사구 송내동 407,37.4816612709,126.7598317816,5965.0,게이트볼장,흔들놀이기구 등 7개,화장실,,,19780926,경기도 부천시청,032-625-4843,20250731
산우물,어린이공원,경기도 부천시 원미구 부일로380번길 28,경기도 부천시 원미구 중동 899,37.4862022008,126.7725912186,3013.9,배드민턴장,흔들놀이기구 등 5개,화장실,,,19780926,경기도 부천시청,032-625-4843,20250731
상동호수,근린공원,,경기도 부천시 원미구 상동 549,37.5061236719,126.7441464922,180130.3,농구장+배드민턴장+게이트볼장+X-게임장,그네 등 6개,화장실+매점,,,19981217,경기도 부천시청,032-625-4843,20250731
용바위어린이공원,어린이공원,,경기도 군포시 대야미동 651-1,37.3289478061,126.9196593098,1501.0,,,,,,19960814,경기도 군포시청,031-390-0478,20250912
고산공원,근린공원,경기도 성남시 수정구 청계산로 732,경기도 성남시 수정구 고등동 606 일원,37.4251658503,127.0977662701,43483.2,야외운동기구,어린이놀이터+물놀이장,,,,20111013,경기도 성남시 공원과,031-729-4272,20251111
복우물공원,어린이공원,,경기도 성남시 수정구 복정동 697,37.455249617,127.1282526707,5274.5,,어린이놀이터,벤치,,,19981207,경기도 성남시 수정구 도시미관과,031-729-5203,20251111
새싹문화공원,문화공원,경기도 수원시 장안구 수일로 164,경기도 수원시 장안구 조원동 198-14,37.3066018212,127.0080674188,3460.0,,,,대추골 도서관,,,경기도 수원시 도서관사업소,031-5191-4819,20260115
신산체육공원,소공원,,경기도 양주시 남면 신산리 329-9,37.893128398,126.9726893891,6273.0,농구장+족구장+배드민턴장,아이누리놀이터,정자+주차장+벤치+화장실,,,20091228,경기도 양주시청 공원사업과,031-8082-7311,20250912
소라공원(동탄산단3호근린),근린공원,,경기도 화성시 동탄구 방교동 799,37.1683451961,127.0844120952,34698.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
미래공원,어린이공원,경기도 성남시 분당구 분당로 245,경기도 성남시 분당구 서현동 309,37.3708369038,127.1357897587,3509.7,야외운동기구,어린이놀이터,벤치+파고라+화장실,,바닥분수,19900622,경기도 성남시 분당구 녹지공원과,031-729-7463,20251111
철쭉공원,어린이공원,,경기도 성남시 분당구 정자동 108,37.3665408565,127.1221688309,7944.2,야외운동기구,어린이놀이터,벤치+파고라+음수전,,,19910108,경기도 성남시 분당구 녹지공원과,031-729-7463,20251111
백현공원,어린이공원,경기도 성남시 분당구 황새울로 116번길 19-8,경기도 성남시 분당구 정자동 72,37.371086428,127.1122066071,4196.8,야외운동기구,어린이놀이터,벤치+파고라+음수전,,,19900622,경기도 성남시 분당구 녹지공원과,031-729-7463,20251111
늘품어린이공원(역북도시개발사업),어린이공원,,경기도 용인시 처인구 역북동 736-2 일원,37.234133708,127.1872519286,3736.7,,,,,,19100318,,,20250801
숲속어린이공원,어린이공원,,경기도 용인시 처인구 삼가동 289-16 일원,,,4878.3,,,,,,20081002,,,20250801
제107호 모현어린이공원,어린이공원,,경기도 용인시 처인구 모현읍 왕산리 949,37.3339522899,127.2538718868,5816.7,,,,,,20081006,,,20250801
봉남 근린공원,근린공원,,경기도 평택시 진위면 봉남리 산22-1,,,0.0,,,,,,20060613,경기도 평택시청,031-8024-4248,20260313
남사아곡 제3호 어린이공원(한숲 물내음),어린이공원,,경기도 용인시 처인구 남사읍 아곡리 692,37.1527085672,127.1693243363,3515.0,,,,,,20091001,,,20250801
소공원(우남1차옆),소공원,,경기도 용인시 처인구 역북동 788,37.2426954976,127.1945156624,1828.7,,,,,,20091208,,,20250801
청명,근린공원,경기도 수원시 영통구 봉영로 1770번길 21,경기도 수원시 영통구 영통동 1054-3,37.2674268703,127.083076305,17438.6,,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
백석천근린공원,근린공원,,경기도 의정부시 의정부2동 553,37.7337330954,127.0408905656,12248.3,철봉+ 평행봉+ 허리돌리기+ 공중걷기 등,조합놀이대+ 흔들놀이기구 등,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
안금정어린이공원,어린이공원,경기도 군포시 금산로6번길 21,경기도 군포시 금정동 724-6,37.3638809993,126.9422288339,2501.8,,,,,,19930609,경기도 군포시청,031-390-0478,20250912
한얼공원,근린공원,경기도 군포시 청백리길 18,경기도 군포시 금정동 844-1,37.3626304148,126.9332378182,150333.7,,,,,,19940915,경기도 군포시청,031-390-0474,20250912
역북문화공원(역북도시개발사업),문화공원,경기도 용인시 처인구 명지로40번길 15-16,경기도 용인시 처인구 역북동 807 일원,37.2310474897,127.1856027743,21590.0,,,,,,20100318,,,20250801
용인묘지공원,묘지공원,,경기도 용인시 처인구 모현읍 초부리 산67-6번지 일원,37.2955990824,127.2559468184,1342301.0,,,,,,20030122,,,20250801
성심묘지공원,묘지공원,,경기도 용인시 수지구 동천동 산53-1 일원,37.3493681295,127.0625298965,94191.0,,,,,,20030122,,,20250801
삼가체육공원,체육공원,,경기도 용인시 처인구 삼가동 268-26 일원,,,17748.0,,,,,,20081002,,,20250801
당말어린이공원,어린이공원,경기도 군포시 군포로528번길 16,경기도 군포시 당동 779,37.3526617931,126.9466928392,1500.8,,,,,,19910111,경기도 군포시청,031-390-0478,20250912
옴뿌리산 근린공원,근린공원,,경기도 화성시 만세구 향남읍 발안리 251,37.133218731,126.8983852026,2438.0,,,,,,,,031-5189-6655,20260201
향남2지구 2호근린(방축공원),근린공원,,경기도 화성시 만세구 향남읍 하길리 1507-1,37.1125460962,126.9169718401,74534.0,,,,,,,,031-5189-6655,20260201
향남2지구 3호근린(오음공원),근린공원,경기도 화성시 만세구 향남읍 상신하길로273번길 17,경기도 화성시 만세구 향남읍 하길리 1512,37.1128345435,126.9071575899,274519.0,,,,,,,,031-5189-6655,20260201
향남2지구 4호근린(신정공원),근린공원,,경기도 화성시 만세구 향남읍 상신리 1257,37.1040954545,126.9078867256,16049.0,,,,,,,,031-5189-6655,20260201
향남2지구 6호근린(손개공원),근린공원,,경기도 화성시 만세구 향남읍 상신리 1329-1,37.1032925375,126.8936691691,19084.0,,,,,,,,031-5189-6655,20260201
향남2지구 1호주제(하길문화공원),근린공원,,경기도 화성시 만세구 향남읍 하길리 1508,37.1116382657,126.9127719258,19711.0,,,,,,,,031-5189-6655,20260201
향남2지구 2호주제(풍경공원),근린공원,,경기도 화성시 만세구 향남읍 하길리 1508,37.1116382657,126.9127719258,43298.0,,,,,,,,031-5189-6655,20260201
향남2지구 2호 어린이(누리달),어린이공원,,경기도 화성시 만세구 향남읍 하길리 1452,37.1171672405,126.916025879,1593.0,,,,,,,,031-5189-6655,20260201
향남2지구 3호 어린이(타오름달),어린이공원,,경기도 화성시 만세구 향남읍 하길리 1476,37.1137649709,126.9066059097,1923.0,,,,,,,,031-5189-6655,20260201
향남2지구 5호 어린이(잎새달),어린이공원,,경기도 화성시 만세구 향남읍 상신리 1274,37.1072500894,126.902542836,1503.0,,,,,,,,031-5189-6655,20260201
향남2지구 6호 어린이(물오름달),어린이공원,,경기도 화성시 만세구 향남읍 상신리 1264,37.1054017669,126.9028321458,1551.0,,,,,,,,031-5189-6655,20260201
하늘하늘어린이공원(제3호),어린이공원,,경기도 화성시 효행구 봉담읍 상리 632-10,37.2213738757,126.9464309591,1500.0,,,,,,,,031-5189-6655,20260201
오순도순어린이공원(지구외),어린이공원,,경기도 화성시 효행구 봉담읍 수영리 650-68,37.2231990179,126.9481922335,1200.0,,,,,,,,031-5189-6655,20260201
생태체육공원,체육공원,경기도 화성시 효행구 봉담읍 상리1길 87,경기도 화성시 효행구 봉담읍 상리 716,37.2255291121,126.9426407022,85641.0,,,,,,,,031-5189-6655,20260201
풀내음 소공원,소공원,,경기도 화성시 효행구 봉담읍 상리 627-11,37.2234685808,126.9448461546,393.0,,,,,,,,031-5189-6655,20260201
봉담2 공공공지1호,기타,,경기도 화성시 효행구 봉담읍 상리 687-5,37.2256861101,126.9451277326,718.0,,,,,,,,031-5189-6655,20260201
3호 어린이공원(가온공원),어린이공원,경기도 화성시 만세구 노들길 19-45 (새솔동),경기도 화성시 만세구 새솔동 113,37.2780707153,126.8200684555,5073.0,,,,,,,,031-5189-6655,20260201
대반5리 소공원(대반지구),소공원,,경기도 평택시 안중읍 대반리 622-3,36.9792170643,126.9579786873,1189.0,마라톤운동기+발바닥지압대+옆파도타기+온몸근육풀기+온몸노젓기+온몸허리돌리기+하늘걷기,모래포장+조합놀이대,음수전,,수목보호대+옹벽블럭+조형석+집수정,20120614,경기도 평택시청,031-8024-4248,20260313
