faclt_nm,faclt_div_nm,refine_wgs84_lat,refine_wgs84_logt,refine_road_nm_addr,refine_lotno_addr,faclt_telno,room_cnt,plot_ar,build_tfar,aceptnc_posbl_psncnt,parkng_comprt_cnt,convnce_faclt_info,safe_faclt_info,subfaclt_info,opr_hr_info,chrg_info,mnginst_telno,mnginst_nm,dat_crtr_ymd
포천계곡캠핑장,야영장,38.0907180274,127.3914346262,경기도 포천시 이동면 금강로 6304,경기도 포천시 이동면 도평리 542-1번지,,13,,,52,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천이동생태공원 캠핑장,야영장,38.0381657229,127.3664529534,경기도 포천시 이동면 성장로1289번길 63,경기도 포천시 이동면 장암리 477-1번지,,13,,,52,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
넓은마당 캠핑장,야영장,38.0675338647,127.3879119955,경기도 포천시 이동면 화동로 2530,경기도 포천시 이동면 도평리 469-8번지,,26,,,104,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
청담 관광농원,야영장,37.8858623489,127.2846831888,,경기도 포천시 화현면 명덕리 10-14,,36,,,144,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
캠핑플래닛,야영장,37.8864833534,127.2850056796,경기도 포천시 화현면 봉화로 400-150,경기도 포천시 화현면 명덕리 10-17번지,,27,,,108,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
자일랜드,야영장,38.1056014043,127.3091622482,경기도 포천시 영북면 호국로4350번길 154-188,경기도 포천시 영북면 자일리 8번지,,31,,,124,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
wet자켓(Wet Jacket),야영장,38.0293375392,127.3879246417,경기도 포천시 이동면 늠바위길 201-3,경기도 포천시 이동면 장암리 50번지,,9,,,36,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천 베어스 글램핑 파크,야영장,37.8324042453,127.2658324849,경기도 포천시 내촌면 금강로 3009,경기도 포천시 내촌면 신팔리 388-2번지,,8,,,32,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
광릉솔개캠핑장,야영장,37.7642489402,127.1443485115,경기도 포천시 소흘읍 광릉수목원로779번길 120,경기도 포천시 소흘읍 이곡리 524-1번지,,36,,,144,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
비니비니글램핑,야영장,37.8044733089,127.2445530182,경기도 포천시 내촌면 금강로 2625-37,경기도 포천시 내촌면 소학리 365-1번지,,6,,,24,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
스토리숲(story숲),야영장,37.866077785,127.2753670489,경기도 포천시 화현면 봉화로 201-80,경기도 포천시 화현면 명덕리 165-1번지,,13,,,52,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
베네치아캠핑장,야영장,37.9696395418,127.1758758777,경기도 포천시 신북면 포천로2721번길 197-87,경기도 포천시 신북면 고일리 261-1번지,,4,,,16,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천롯지카라반캠핑,야영장,37.9374310709,127.303998837,경기도 포천시 일동면 화동로 795-40,경기도 포천시 일동면 유동리 296-9번지,,10,,,40,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
캠핑라운지 2호점,야영장,38.0474252333,127.3694222022,경기도 포천시 이동면 성장로1289번길 155-76,경기도 포천시 이동면 장암리 650-5번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천 몽롱한노을 카라반 캠핑장,야영장,37.9369600131,127.3516486532,경기도 포천시 일동면 운악청계로1480번길 90-183,경기도 포천시 일동면 기산리 1-152번지,,4,,,16,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
개울가에캠핑관광농원,야영장,37.9480100899,127.1542658489,경기도 포천시 신북면 청신로1196번길 112,경기도 포천시 신북면 갈월리 226-5번지,,10,,,40,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
금동휴양림캠프1,야영장,37.9455043681,127.1305018529,경기도 포천시 신북면 탑신로1112번길 7-91,경기도 포천시 신북면 금동리 203번지,,28,,,112,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
산정호수 마루글램핑 카라반,야영장,38.0891812424,127.3212928433,경기도 포천시 영북면 산정호수로 1012-28,경기도 포천시 영북면 산정리 353-13번지,,16,,,64,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
하늘향기캠프,야영장,37.9600781553,127.3515452426,경기도 포천시 일동면 사기막길 214,경기도 포천시 일동면 화대리 194번지,,13,,,52,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
쿠나 글램핑,야영장,38.0183828598,127.359026639,경기도 포천시 이동면 성장로 1118-7,경기도 포천시 이동면 노곡리 46번지,,35,,,140,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
숲에서 만난 바다,야영장,37.8712996104,127.2818889483,경기도 포천시 화현면 봉화로 246,경기도 포천시 화현면 명덕리 70-2번지,,21,,,84,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
노블글램핑,야영장,37.865317162,127.2511986877,경기도 포천시 군내면 청군로 2800,경기도 포천시 군내면 직두리 154-16번지,,20,,,80,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천 리버빌캠핑&카페,야영장,38.0076875729,127.3540920149,경기도 포천시 이동면 성장로 1024-116,경기도 포천시 이동면 노곡리 153-1번지,,6,,,24,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
꿈드림 글램핑,야영장,37.889004547,127.2788115848,경기도 포천시 화현면 봉화로 447,경기도 포천시 화현면 명덕리 364-1번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
레인보우,야영장,37.9639111186,127.139983777,경기도 포천시 신북면 청신로1059번길 115,경기도 포천시 신북면 갈월리 493-1번지,,27,,,108,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
코코숲 바베큐&글램핑,야영장,37.7607658056,127.2312954407,경기도 포천시 내촌면 매봉길 61-1,경기도 포천시 내촌면 음현리 438-8번지,,18,,,72,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
도마치 자연그대로 캠핑장,야영장,38.0515567085,127.3906148576,경기도 포천시 이동면 화동로 2318-34,경기도 포천시 이동면 도평리 276-13번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
더히로글램핑,야영장,37.8658816401,127.2764931924,경기도 포천시 화현면 봉화로 201-89,경기도 포천시 화현면 명덕리 163-5번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
초이스캠프앤카라반,야영장,37.9128447498,127.3046897891,경기도 포천시 화현면 화동로499번길 58,경기도 포천시 화현면 화현리 410-3번지,,18,,,72,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
금동휴양림캠프3,야영장,37.9445520099,127.1314626465,경기도 포천시 신북면 탑신로1112번길 7-105,경기도 포천시 신북면 금동리 166-5번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천아르테미스 글램핑,야영장,38.0272583939,127.2625018472,경기도 포천시 영중면 호국로 3226-37,경기도 포천시 영중면 성동리 1174번지,,15,,,60,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
글래머스글램핑,야영장,37.9896888517,127.3541162817,경기도 포천시 일동면 화동로 1544-123,경기도 포천시 일동면 사직리 292-5번지,,21,,,84,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
돈키호테캠핑,야영장,37.9736207021,127.149830565,경기도 포천시 신북면 간자동길 138-101,경기도 포천시 신북면 삼정리 132-2번지,,12,,,48,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
백설기(baek-seolgi)캠핑장,야영장,37.9734320924,127.2708958816,경기도 포천시 영중면 물안길 142-3,경기도 포천시 영중면 금주리 227-29번지,,2,,,8,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
스푼글램핑,야영장,37.8561496924,127.2464323456,경기도 포천시 군내면 청군로2985번길 202,경기도 포천시 군내면 직두리 190-26번지,,14,,,56,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
캠프다온,야영장,38.0756615545,127.2473295391,경기도 포천시 영북면 방골길 688-11,경기도 포천시 영북면 소회산리 537번지,,77,,,308,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
산이다 관광농원(야영장),야영장,38.095925715,127.3173417904,경기도 포천시 영북면 산정호수로 1067,경기도 포천시 영북면 산정리 386-2번지,,14,,,56,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
스테이635,야영장,37.999369937,127.3705667031,경기도 포천시 이동면 화동로1724번길 60,경기도 포천시 이동면 연곡리 635번지,,11,,,44,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
봉화로캠핑장,야영장,37.8819298262,127.2790942932,경기도 포천시 화현면 봉화로 362-7,경기도 포천시 화현면 명덕리 258번지,,4,,,16,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
바베큐존파크,야영장,37.7787577469,127.1465274551,경기도 포천시 소흘읍 광릉수목원로874번길 16,경기도 포천시 소흘읍 이곡리 464번지,,9,,,36,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천 비둘기낭 캠핑장,자동차야영장,38.0772268577,127.2220805552,경기도 포천시 영북면 비둘기낭길 116,경기도 포천시 영북면 대회산리 452번지,,79,,,316,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포시즌스 오토캠핑장,자동차야영장,37.9510198264,127.1162805743,경기도 포천시 신북면 탑신로 1259-68,경기도 포천시 신북면 금동리 534-1,,30,,,120,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
도마치 캠핑장,자동차야영장,38.0497926607,127.383790336,경기도 포천시 이동면 화동로 2316,경기도 포천시 이동면 도평리 281-20번지,,25,,,100,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
가래골농원 캠핑장,자동차야영장,37.9932735931,127.1575840249,경기도 포천시 창수면 포천로2811번길 178,경기도 포천시 창수면 추동리 821번지,,11,,,44,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
가래골농원 캠핑장2,자동차야영장,37.9953002668,127.1571645958,경기도 포천시 창수면 포천로2811번길 152-70,경기도 포천시 창수면 추동리 824-1번지,,66,,,264,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
알프스농원 캠핑장,자동차야영장,37.994347768,127.1550620747,경기도 포천시 창수면 포천로2811번길 180-20,경기도 포천시 창수면 추동리 821-9번지,,26,,,104,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
우니메이카 포천점,자동차야영장,37.9939568501,127.1600977921,경기도 포천시 창수면 포천로2811번길 148,경기도 포천시 창수면 추동리 718-1번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
해오름글램핑,야영장,37.7779909205,127.1462926375,경기도 포천시 소흘읍 광릉수목원로874번길 9,경기도 포천시 소흘읍 이곡리 464-8번지,,10,,,40,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
블루파크,야영장,37.8731679949,127.2784950927,경기도 포천시 화현면 봉화로 267,경기도 포천시 화현면 명덕리 179-1번지,,8,,,32,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
(주)산중호걸글램핑카라반,야영장,38.0907340717,127.3715917687,경기도 포천시 이동면 금강로6263번길 182-73,경기도 포천시 이동면 도평리 659-4번지,,27,,,108,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
어거스트캠핑장,야영장,37.8181802454,127.2275311963,경기도 포천시 가산면 우금3길 142-29,경기도 포천시 가산면 우금리 48-10번지,,6,,,24,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
토일관광농원,야영장,37.8670714234,127.2496465578,경기도 포천시 군내면 청군로 2857,경기도 포천시 군내면 직두리 160-4번지,,11,,,44,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포레스트 캠핑장,야영장,37.8735551698,127.2782892672,경기도 포천시 화현면 봉화로 269,경기도 포천시 화현면 명덕리 179-3번지,,22,,,88,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
하솜캠프,야영장,37.9573444084,127.3358532193,경기도 포천시 일동면 무리울길 40,경기도 포천시 일동면 화대리 94-2번지,,8,,,32,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
키친파크앤글램지,야영장,37.9666589884,127.190267823,경기도 포천시 신북면 포천로 2447,경기도 포천시 신북면 고일리 1-6번지,,18,,,72,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
연지관광농원(연지곤지팜캠핑장),야영장,37.7673322417,127.1693807544,경기도 포천시 소흘읍 직동길 48,경기도 포천시 소흘읍 직동리 77-3번지,,7,,,28,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
아지트글램핑농원,야영장,37.9088022135,127.3073055292,경기도 포천시 화현면 화동로477번길 1,경기도 포천시 화현면 화현리 533-3번지,,18,,,72,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
잣숲캠핑장,야영장,37.9379559684,127.1205705669,경기도 포천시 신북면 지동길 114-13,경기도 포천시 신북면 금동리 377-6번지,,9,,,36,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
소회산리멍우리협곡관광농원(캠핑장),야영장,38.0925581525,127.2340311198,경기도 포천시 영북면 소회산길 399,경기도 포천시 영북면 소회산리 372-3번지,,9,,,36,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
휴랜드관광농원,야영장,38.0785574467,127.3889099527,경기도 포천시 이동면 금강로 6159-7,경기도 포천시 이동면 도평리 509번지,,28,,,112,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
파인벨리펜션앤글램핑,야영장,37.8750821484,127.2755216383,경기도 포천시 화현면 봉화로 315-78,경기도 포천시 화현면 명덕리 194-12번지,,13,,,52,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
레이크문캠핑장,야영장,38.0341234274,127.2656247366,경기도 포천시 영중면 호국로3296번길 31-46,경기도 포천시 영중면 성동리 339-1번지,,10,,,40,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
멍우리협곡관광농원(한탄강둘레길캠핑장),야영장,38.0952344989,127.2338389471,경기도 포천시 영북면 소회산길 366,경기도 포천시 영북면 소회산리 363-3번지,,8,,,32,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
약사밤나무집 캠핑장,야영장,38.0770169944,127.3896876052,경기도 포천시 이동면 금강로 6145-15,경기도 포천시 이동면 도평리 499-2번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
담터 금학캠핑장,야영장,38.1609360054,127.1894134915,경기도 포천시 관인면 담터길 339,경기도 포천시 관인면 삼율리 48번지,,16,,,64,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
산정호수 돌고래 캠핑장,야영장,38.0592725284,127.3184702476,경기도 포천시 영북면 산정호수로 510-1,경기도 포천시 영북면 산정리 461-13번지,,28,,,112,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
프로미스,야영장,38.051203027,127.3481016256,경기도 포천시 이동면 여우고개로242번길 21-27,경기도 포천시 이동면 장암리 716-153번지,,1,,,4,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
더설렘,야영장,37.9666030852,127.3190401845,경기도 포천시 일동면 윗갈기1길 60,경기도 포천시 일동면 수입리 202번지,,9,,,36,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
운악산진우네캠핑장,야영장,37.8875334206,127.3030621626,경기도 포천시 화현면 화동로 218-18,경기도 포천시 화현면 화현리 1131-6번지,,23,,,92,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
포천캠핑마을,야영장,37.9371325706,127.1671535726,경기도 포천시 신북면 청신로1196번길 293-57,경기도 포천시 신북면 갈월리 20-6번지,,14,,,56,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
운악산 글램핑,야영장,37.9013455747,127.3111013505,경기도 포천시 화현면 화동로432번길 92-131,경기도 포천시 화현면 화현리 728번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
캠프고일리,야영장,37.9617164775,127.1889680496,경기도 포천시 신북면 포천로2337번길 38-29,경기도 포천시 신북면 고일리 20-7번지,,5,,,20,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
파인벨리펜션 글램핑 2호점,야영장,37.8831361806,127.2783515211,경기도 포천시 화현면 봉화로 382-1,경기도 포천시 화현면 명덕리 261-1번지,,19,,,76,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
메이플,야영장,38.0441776072,127.3749439737,경기도 포천시 이동면 화동로 2236-25,경기도 포천시 이동면 장암리 636-11번지,,9,,,36,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
(주)더그린포천 농업회사법인(민트글램핑),야영장,38.0531092837,127.3749173806,경기도 포천시 이동면 금강로 5846,경기도 포천시 이동면 도평리 368-4번지,,38,,,152,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
운악184,야영장,37.883826851,127.3071773026,경기도 포천시 화현면 화동로184번길 35-1,경기도 포천시 화현면 화현리 1152번지,,23,,,92,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
라온글램핑오토캠핑장,야영장,38.0282920701,127.265597739,경기도 포천시 영중면 성장로55번길 15,경기도 포천시 영중면 성동리 308-1번지,,28,,,112,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
아름다운 농원,야영장,38.1223274355,127.268206667,경기도 포천시 영북면 북원로 281,경기도 포천시 영북면 자일리 1027-32번지,,13,,,52,,"화장실, 샤워실, 매점","소화기,방송장비",,,,031-538-3364,경기도 포천시청(관광과),20240306
바라산자연휴양림,야영장,37.3669762,127.0194426,경기도 의왕시 바라산로 84,경기도 의왕시 학의동 산117-1번지,031-8086-7482,44,2085484.0,209843.0,470,,전기시설+상하수도시설+샤워실,소화기+방송장비+관리요원+대피공간,,지정일 14:00 ~ 익일 11:00,,031-345-3523,의왕시 문화관광과,20250714
왕송호수캠핑장,야영장,37.305691,126.952793,경기도 의왕시 왕송못동로 295,경기도 의왕시 월암동 543-3번지,031-8086-7371,35,11335.0,137.98,152,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 방송장비, 안전게시물, 대피공간",,14:00~11:00,,031-345-3524,의왕시 문화관광과,20250714
서현농원 야영장,야영장,37.3434169393,126.9895265343,경기도 의왕시 왕림길 85-1,경기도 의왕시 왕곡동 109-14번지,,17,4041.0,42.65,76,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 방송장비, 안전게시물, 대피공간",,14:00~11:00,,031-345-2549,의왕시 문화관광과,20250714
오매기744,야영장,37.3562914354,126.99860827,경기도 의왕시 오매기백운산길 54-11,경기도 의왕시 오전동 744-3번지,,12,4915.0,173.78,54,,"상하수도, 전기, 화장실, 취사, 샤워실","소화기, 방송장비, 안전게시물, 대피공간",,14:00~11:00,,031-345-2549,의왕시 문화관광과,20250714
병목안캠핑장,야영장,37.3824478,126.9105996,경기도 안양시 만안구 병목안로247번길 37,경기도 안양시 만안구 안양동 1108-6번지,031-469-8642,50,6932.0,120.0,200,50,화장실+샤워장+취사장+쓰레기분리수거장+개수대(3개소),과속방지턱+차량가드레일+소화기(60개)+소화전(1개소),관리사무실 데크별 전기시설,오후 14:00 ~ 익일 오전 11:00,"25,000원 ~ 60,000원",031-469-8642,안양시시설관리공단,20250707
G-Men카라반파크,야영장,37.4205293,126.9291323,경기도 안양시 만안구 예술공원로 213,경기도 안양시 만안구 석수동 241-43번지,031-473-8800,17,5805.0,,80,17,분리수거장+화장실+관리사무소,소화기+소화전,"간이 농구대, 철봉 등",오후 15:00 ~ 익일 오전 11:00,"180,000원 ~ 380,000원",031-473-8800,민간,20250707
안양 산마을캠핑장,야영장,37.4109402,126.9519441,경기도 안양시 동안구 평촌대로 452-2,경기도 안양시 동안구 비산동 14-1번지,031-382-2446,33,9849.4,269.56,100,34,화장실+샤워장+취사장+쓰레기분리수거장+개수대,과속방지턱+소화기+소화전,매점,오후 14:00 ~ 익일 오후 12:00,"40,000원 ~ 70,000원",031-382-2446,민간,20250707
리버앤캠프,야영장,38.02602752,127.1369683,경기도 연천군 청산면 백궁길 27,경기도 연천군 청산면 백의리 72-10번지,,5,1121.0,,20,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
준삼형제글램핑,야영장,38.05779326,127.0135454,경기도 연천군 왕징면 왕산로40번길 21,경기도 연천군 왕징면 무등리 8-13번지,,1,3298.0,,52,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑12동,,,031-839-2147,경기도 연천군청,20240304
한탄강 카누 글램핑&캠핑장,야영장,38.01336967,127.0758112,경기도 연천군 전곡읍 선사로 270,경기도 연천군 전곡읍 전곡리 42-3번지,,1,646.0,,28,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑 6동,,,031-839-2147,경기도 연천군청,20240304
라구나캠프,야영장,38.00983015,127.0693012,경기도 연천군 전곡읍 선사로 203-1,경기도 연천군 전곡읍 전곡리 89-21번지,,1,985.0,,20,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반 4동,,,031-839-2147,경기도 연천군청,20240304
우정동산관광농원(달그린캠프),자동차야영장,38.05237856,126.9430937,경기도 연천군 미산면 청정로771번가길 211-46,경기도 연천군 미산면 광동리 212번지,,30,4763.0,,120,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
라곰,야영장,38.1576142,127.065594,경기도 연천군 신서면 합내로 493-1,경기도 연천군 신서면 답곡리 1209번지,,11,2990.0,,44,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
평화누리체험장,야영장,37.98104665,126.8837026,경기도 연천군 장남면 원당로87번길 34,경기도 연천군 장남면 원당리 678번지,,20,12979.0,,80,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
야생초마을아미골,야영장,38.01845692,126.9549513,경기도 연천군 미산면 숭의전로222번길 140,경기도 연천군 미산면 아미리 425-3번지,,10,2143.0,,44,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반 1동,,,031-839-2147,경기도 연천군청,20240304
숲속의쉼터키즈,야영장,37.97178448,127.0359394,경기도 연천군 전곡읍 양원로 318,경기도 연천군 전곡읍 양원리 168-1번지,,32,5841.0,,128,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
스톤브룩 캠핑장,야영장,38.04409966,127.0575649,경기도 연천군 군남면 진은로606번길 110,경기도 연천군 군남면 황지리 1번지,,60,6068.0,,240,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
한솔 스테이,자동차야영장,37.98511403,126.8863269,경기도 연천군 장남면 장백로278번길 4,경기도 연천군 장남면 원당리 421-4번지,,21,4970.0,,84,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
캠핑 7604,자동차야영장,38.1977796051,127.1246623677,경기도 연천군 신서면 윗대광길 49-7,경기도 연천군 신서면 대광리 760-4번지,,26,3162.0,,104,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
옴니버스 캠핑장,자동차야영장,37.9923890821,126.8780779751,경기도 연천군 장남면 장백로 391-1,경기도 연천군 장남면 원당리 807-7번지,,6,5107.0,,88,,전기시설+상하수도시설+샤워실,소화기+대피공간,"카라반 7대, 글램핑 9동",,,031-839-2147,경기도 연천군청,20240304
구릉지캠핑장,야영장,37.3782886547,127.46693904,경기도 여주시 금사면 금품2로 425,경기도 여주시 금사면 주록리 118-1번지,,10,2442.0,196.23,36,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"50,000원",031-887-3573,경기도 여주시청,20250630
비원 바베큐&캠핑,야영장,37.3722968862,127.5226789471,경기도 여주시 흥천면 문장안길 51-35,경기도 여주시 흥천면 문장리 201번지,,10,4793.0,295.03,40,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"60,000원~80,000원",031-887-3573,경기도 여주시청,20250630
캠퍼디,자동차야영장,37.332933419,127.6859986719,경기도 여주시 북내면 여강로 375,경기도 여주시 북내면 장암리 237번지,,54,8102.0,296.0,216,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"60,000원~100,000원",031-887-3573,경기도 여주시청,20250630
