bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,mber_recrut_tot_psncnt
고포잇짐,20170322,,03,폐업,20190902,,291.56,10401,"경기도 고양시 일산동구 중앙로1275번길 38-15, 302,303호 (장항동, 삼희포시즌프라자)",경기도 고양시 일산동구 장항동 770 삼희포시즌프라자,10401,37.6599104096,126.7700946618,,179645.296478642,461973.551059662,체력단련장업,사립,,
노블 핏 짐,20190304,,03,폐업,20240612,031-912-8830,150,10387,"경기도 고양시 일산서구 주화로 70, 일산우신프라자빌 606호 (주엽동)",경기도 고양시 일산서구 주엽동 109-1 일산우신프라자빌 606호,10387,37.6697457909,126.7602808453,,178783.354887453,463067.053459256,체력단련장업,사립,,
금강헬스,20021008,,03,폐업,20260421,031-855-6755,158.08,11672,"경기도 의정부시 흥선로 92, 2층 (가능동)",경기도 의정부시 가능동 743-20 2층,11672,37.7424334484,127.0369437154,,203184.713487835,471107.95386288,체력단련장업,사립,,
(주)짐마켓,20190703,,03,폐업,20220124,070-8222-7424,104.25,10559,"경기도 고양시 덕양구 서삼릉길 340-1, 1층 (원흥동)",경기도 고양시 덕양구 원흥동 659-5 1층,10559,37.6543206634,126.8766799488,,189048.325362922,461332.837144107,체력단련장업,사립,,
파워짐,20151002,,03,폐업,20160419,,108.63,12102,"경기도 남양주시 별내5로5번길 1, 603호 (별내동)",경기도 남양주시 별내동 1097-7 603호,12102,37.6496559417,127.1135173927,,209950.87935,460813.635647403,체력단련장업,사립,,
넥스트레이너짐,20160602,,03,폐업,20190327,,108.63,12102,"경기도 남양주시 별내5로5번길 1, 603호 (별내동)",경기도 남양주시 별내동 1097-7 603호,12102,37.6496559417,127.1135173927,,209950.87935,460813.635647403,체력단련장업,사립,,
체인지바디,20161208,,03,폐업,20181120,,101.65,12055,"경기도 남양주시 진접읍 해밀예당3로 134, 303호 (진접프라자)",경기도 남양주시 진접읍 금곡리 973 진접프라자 303호,12055,37.7212275522,127.1954456019,,217160.589378209,468771.690027025,체력단련장업,사립,,
TWT,20150605,,03,폐업,20150618,,188,14593,"경기도 부천시 원미구 부흥로 2, 203,204호 (상동, 송림프라자)","경기도 부천시 원미구 상동 573-2 송림프라자 203,204호",420032,37.4970017272,126.7426885952,,177175.746263476,443896.919553201,체력단련장업,사립,,
뱅뱅 헬스클럽,19970523,,03,폐업,20090205,,,,경기도 안양시 동안구 경수대로570번길 16  (호계동),경기도 안양시 동안구 호계동 994,431841,,,,196265.021983263,430193.903174103,체력단련장업,사립,0,
아이러브휘트니스,20030610,,03,폐업,,,,,"경기도 용인시 수지구 수지로 77 (상현동,힐프라자 303)",경기도 용인시 수지구 상현동 106-8 힐프라자 303,448822,37.3099474272,127.0759917117,,206657.909660156,423113.578121466,체력단련장업,사립,,
삼성 헬스클럽,19970329,,03,폐업,20070423,,,,경기도 안양시 동안구 관악대로 296  (관양동),경기도 안양시 동안구 관양동 1441-3,431807,37.4024600521,126.9558290647,,196018.028045296,433373.473415383,체력단련장업,사립,0,
바디맥스 헬스클럽,19980120,,03,폐업,20060424,,,,경기도 안양시 동안구 관평로 318  (관양동),경기도 안양시 동안구 관양동 1403-4,431806,37.4046680446,126.9577113292,,196187.857391558,433617.015972684,체력단련장업,사립,0,
이용도휘트니스,19990324,,03,폐업,20071231,,,,"경기도 안양시 만안구 경수대로 1176  (안양동,4층)",경기도 안양시 만안구 안양동 16-3 4층,430812,37.4159410689,126.9172753053,,,,체력단련장업,사립,0,
퀸덤피트니스,20221110,,03,폐업,20250905,,,17870,"경기도 평택시 용죽2로 32-27, 4층 (용이동)",경기도 평택시 용이동 693-7,17870,36.9922186812,127.1245897529,,211023.753200701,387844.918555169,체력단련장업,사립,,
용인대세븐헬스클럽,20040611,,03,폐업,20070522,20667725,,,"경기도 광명시 광명로 944  (광명동,우체국건물4층)",경기도 광명시 광명동 92-7 우체국건물4층,423806,37.4829837458,126.8563669119,,187226.034509628,442315.392415362,체력단련장업,사립,0,
헬스119,20030217,,03,폐업,20051114,,,,경기도 고양시 덕양구 지도로103번길 31-6  (토당동),경기도 고양시 덕양구 토당동 85-2,412816,37.6257872904,126.8216278307,,184185.011064528,458173.014239358,체력단련장업,사립,0,
화성스포츠센터헬스장,19980923,,03,폐업,20160315,,,,경기도 화성시 병점구 화산중앙로 18  (안녕동),경기도 화성시 병점구 안녕동  20-1,445380,37.2059672063,127.0144517911,,201213.231000352,411565.996082074,체력단련장업,사립,0,
B.B CLUB,20210818,,03,폐업,20240122,,145.68,18271,"경기도 화성시 만세구 남양읍 역골중앙로70번길 3-3, 1층",경기도 화성시 만세구 남양읍 남양리 2045-8,18271,37.2058506736,126.8310169887,,184931.053843875,411567.092496152,체력단련장업,사립,,
메이저필드,20180319,,03,폐업,20241125,031-376-5205,168.63,18478,"경기도 화성시 동탄구 동탄대로 489, 1001호 (오산동)",경기도 화성시 동탄구 오산동  969-3,18478,37.197350355,127.0982682615,,208653.392715776,410613.194095692,체력단련장업,사립,,
크로스핏마블,20140626,,03,폐업,20170501,031-8015-3577,447,18454,"경기도 화성시 동탄구 노작로 161, 지하1층 (반송동, 신라스테이동탄)",경기도 화성시 동탄구 반송동  92-6,445160,37.2024999495,127.0732241197,,206428.11381384,411182.529493518,체력단련장업,사립,,
에이맨짐,20160217,,03,폐업,20230113,,,18423,경기도 화성시 동탄구 동탄원천로 354-14 (능동),경기도 화성시 동탄구 능동 1066-2번지,18423,37.2176793239,127.0583960213,,,,체력단련장업,사립,,
S휘트니스클럽,20031009,,03,폐업,20090220,,608,,"경기도 고양시 덕양구 충장로 18  (행신동,신영프라자 703호)",경기도 고양시 덕양구 행신동 761-5 신영프라자 703호,412220,37.6143953293,126.8344442639,,185316.592501038,456917.595405794,체력단련장업,사립,0,
어시스트 짐,20190520,,03,폐업,20260227,031-443-9636,205.53,14086,"경기도 안양시 만안구 전파로 24, 3층 (안양동)",경기도 안양시 만안구 안양동 194-5,14086,37.3906706195,126.9348003956,,,,체력단련장업,사립,,
윤Fit,20251126,,03,폐업,20260223,,360.33,16700,"경기도 수원시 영통구 덕영대로1555번길 16, 벽적골롯데아파트 상가 지하2층 203호 (영통동)",경기도 수원시 영통구 영통동 971-1 벽적골롯데아파트,16700,37.2467883816,127.0615862949,,205462.047360966,416148.486272828,체력단련장업,사립,,
D & B 헬스,20001019,,03,폐업,20071022,,,,"경기도 안양시 동안구 관평로 328  (관양동,세광빌딩 4층 2호)",경기도 안양시 동안구 관양동 1404 세광빌딩 4층 2호,431806,37.4053992186,126.9579433409,,196205.036048061,433698.376399789,체력단련장업,사립,0,
케어핏,20150422,,03,폐업,20250626,,152.2,16509,"경기도 수원시 영통구 도청로89번길 43, 501호 (이의동, 에듀프라자)",경기도 수원시 영통구 이의동 1347-3 에듀프라자 501호,16509,37.2891539746,127.0472271339,,204129.179932706,420809.276659496,체력단련장업,사립,,
베뉴지 휘트니스,20240322,,03,폐업,20260325,,1052,10387,"경기도 고양시 일산서구 중앙로 1436, 그랜드백화점일산점 9층 일부호 (주엽동)",경기도 고양시 일산서구 주엽동 22 그랜드백화점일산점,10387,37.6708230588,126.7610298735,,178859.791398959,463205.227173138,체력단련장업,사립,,
VIP GYM,20210127,,03,폐업,20260119,031-374-3415,253.35,18134,"경기도 오산시 운천로 79, 월하빌딩 4층 (오산동)",경기도 오산시 오산동 910-5 월하빌딩,18134,37.1498165152,127.0743198929,,206527.32162118,405335.903795318,체력단련장업,사립,,
성일해수사우나,20160616,,03,폐업,20230728,,115,16537,"경기도 수원시 영통구 인계로 239, 성일프라자 지층 (매탄동, 매탄성일아파트)",경기도 수원시 영통구 매탄동 810-4 성일프라자 지층,16537,37.2650628533,127.0433451065,,203838.574103305,418153.47148742,체력단련장업,사립,,
타이거짐 8호점,20170306,,03,폐업,20210419,031-206-2010,332.01,16703,"경기도 수원시 영통구 봉영로 1569, 406호 (영통동, NEW WORLD PLAZA)",경기도 수원시 영통구 영통동 960-3,16703,37.2520691395,127.0710390017,,206229.445925109,416684.389208216,체력단련장업,사립,,
헬스타임,20040423,,03,폐업,20230421,,,,경기도 수원시 장안구 서부로 2167 (율전동),경기도 수원시 장안구 율전동 92-2,440824,37.3016982211,126.9724770485,,197487.599665862,422189.713946806,체력단련장업,사립,,
멀티e스포츠,20111221,,03,폐업,20190304,,,11695,경기도 의정부시 호국로1298번길 55 (의정부동),경기도 의정부시 의정부동 193-1 121-123호,480843,37.7410097166,127.0486544103,,204217.272999911,470950.306957752,체력단련장업,사립,,
르핏앤르폴,20170525,,03,폐업,20210401,,166.32,14055,"경기도 안양시 동안구 시민대로 317, 219~220호 (관양동, 대한스마트타워)",경기도 안양시 동안구 관양동 1746-2번지 대한스마트타워 219~220호,14055,37.3962661101,126.9653752525,,196877.232290638,432687.635829849,체력단련장업,사립,,
아몬드 필라테스&피트니스,20180903,,03,폐업,20221213,031-423-1553,81.81,14055,"경기도 안양시 동안구 부림로 182, 나동 3층 1호 (관양동)",경기도 안양시 동안구 관양동 1122-5 나동 301호,14055,37.3993418795,126.9618622573,,196561.473625564,433029.771557469,체력단련장업,사립,,
JK 퍼스널트레이닝 GYM,20190911,,03,폐업,20240614,,,14004,"경기도 안양시 만안구 박달로 528-1, 2층 (박달동)",경기도 안양시 만안구 박달동 68-29,14004,37.4024454832,126.9113915468,,,,체력단련장업,사립,,
Gym with 24,20210423,,03,폐업,20250618,,59.19,13930,"경기도 안양시 동안구 동편로183번길 67-5, 1층 (관양동)",경기도 안양시 동안구 관양동 1694-6,13930,37.4074366258,126.9699399491,,197268.249228943,433926.684600299,체력단련장업,사립,,
한양헬스,19990805,,03,폐업,20030328,,,,,경기도 성남시 수정구 신흥동 136-4 4층,461808,,,,213303.322772909,438742.243626175,체력단련장업,사립,0,
스포드림 휘트니스,20090302,,03,폐업,20140321,,5,,,"경기도 화성시 효행구 봉담읍 동화리 봉담택지지구 B-6 이원타워 601, 602호",445893,,,,,,체력단련장업,사립,,
"굿(Good),스쿼시,헬스장",20101018,,03,폐업,20190502,,323.68,,"경기도 성남시 중원구 금상로 95  (금광동,6층, 7층)","경기도 성남시 중원구 금광동 681 6층, 7층",462800,37.4425486803,127.1657166498,,214592.703469313,437835.799214308,체력단련장업,사립,,500
궁전헬스,19990908,,03,폐업,20030806,,,,경기도 성남시 중원구 자혜로 82  (금광동),경기도 성남시 중원구 금광동 2709,462803,37.4512997015,127.1684590108,,214839.339519942,438808.097482932,체력단련장업,사립,0,
로하스,20170210,,03,폐업,20260120,,156.27,10892,"경기도 파주시 청암로17번길 29, 1001호 (목동동, 스타타워)",경기도 파주시 목동동 933-2 스타타워 1001호,10892,37.7286522479,126.7356943961,,176627.074328443,469608.561762603,체력단련장업,사립,,
K휘트니스,20101018,,03,폐업,20141118,1666-9622,499.36,,"경기도 성남시 수정구 수정로 211 (태평동, 6,7층)",경기도 성남시 수정구 태평동 7339-4 6층7층,461826,37.4445914773,127.1430069507,,212585.63463314,438059.322647612,체력단련장업,사립,,
제이휘트니스,20050913,,03,폐업,20181212,,,17369,경기도 이천시 이섭대천로 1227-11 (창전동),경기도 이천시 창전동 167-1,17369,37.2798849734,127.4461132829,,239492.241535672,419861.886955764,체력단련장업,사립,,
용인체조타운,19910925,,03,폐업,19940113,,,,경기도 용인시 처인구 금학로265번길 2  (역북동),경기도 용인시 처인구 역북동 434-50,449931,37.2379631701,127.193206664,,217072.797311875,415131.783270894,체력단련장업,사립,0,
서구헬스클럽,19930603,,03,폐업,20061226,,,,경기도 용인시 처인구 중부대로1424번길 8,경기도 용인시 처인구 김량장동 351-10,449926,37.2320281134,127.2023057054,,217879.280699998,414474.381210216,체력단련장업,사립,0,
그랜드파크헬스,19950401,,03,폐업,19950608,,,,경기도 용인시 처인구 중부대로 1279  (역북동),경기도 용인시 처인구 역북동 416-6,449931,37.2368743454,127.1870329235,,216537.108621782,415009.182628938,체력단련장업,사립,0,
헬스월드,19960330,,03,폐업,20090603,,,,경기도 용인시 수지구 풍덕천로139번길 16-1  (풍덕천동),경기도 용인시 수지구 풍덕천동 705-4,448553,37.3251603188,127.0958732053,,208426.752381566,424797.559130706,체력단련장업,사립,,
코리아프라자헬스클럽,19971113,,03,폐업,20060414,,,,경기도 용인시 기흥구 기흥단지로 415 (고매동),경기도 용인시 기흥구 고매동 30-2,446901,37.2219241983,127.137882167,,212117.425513959,413250.341377779,체력단련장업,사립,,
청학PT 굿데이,20241216,,03,폐업,20251229,,147.54,12088,"경기도 남양주시 별내면 청학로 118, 5층",경기도 남양주시 별내면 청학리 473-5,12088,37.7083342425,127.1139616407,,209979.68433769,467328.132394385,체력단련장업,사립,,
파크휘트니스,20110930,,03,폐업,20150225,,165,,"경기도 수원시 팔달구 권광로 159, 지층 (인계동)",경기도 수원시 팔달구 인계동 1046-19 지층,442834,37.262114478,127.0316002584,,202733.62083026,417803.325628914,체력단련장업,사립,,
더그레이짐,20240705,,03,폐업,20260126,031-934-0106,165.09,10896,"경기도 파주시 경의로1240번길 15, 유은타워9차 705호 (와동동)",경기도 파주시 와동동 1460 유은타워9차 705호,10896,37.7286031971,126.7619426548,,178940.230886891,469595.332297633,체력단련장업,사립,,
굿바디휘트니스,20121102,,03,폐업,20200630,,1563.07,16470,"경기도 수원시 팔달구 중부대로34번길 15, 11층 (인계동)",경기도 수원시 팔달구 인계동 754-1 2001아울렛 11층,442831,37.2744248842,127.0211446102,,201804.810108336,419164.107425875,체력단련장업,사립,,
운동을 좋아하는 사람들,20061226,,03,폐업,20080901,,,,"경기도 안양시 동안구 흥안대로 70  (호계동,4층)",경기도 안양시 동안구 호계동 671 4층,431833,37.3685558426,126.9531038261,,195775.10593756,429608.75656067,체력단련장업,사립,0,
슬릭부스트,20221031,,03,폐업,20260330,031-903-3888,423.48,10414,"경기도 고양시 일산동구 강석로 153, 일산신용협동조합 8층 (마두동)",경기도 고양시 일산동구 마두동 799 일산신용협동조합,10414,37.6542144756,126.7774852095,,180295.737819422,461337.259121416,체력단련장업,사립,,
J 휘트니스 클럽,20080226,,03,폐업,20201216,,215,13935,경기도 안양시 동안구 평촌대로 390 (비산동),경기도 안양시 동안구 비산동 1030-6,13935,37.4053541007,126.9501246849,,195515.350258632,433695.303965395,체력단련장업,사립,,
피트니스 바디작,20110721,,03,폐업,20200326,031-701-9679,184.98,,"경기도 성남시 분당구 안양판교로1201번길 161  (백현동,1층)",경기도 성남시 분당구 백현동 511-25 1층,463420,37.3826092729,127.0839756661,,207211.427645458,430913.982870615,체력단련장업,사립,,
문스짐 2호점 PT샵,20231019,,03,폐업,20260414,,238.27,13364,"경기도 성남시 중원구 광명로 2, 5층 (성남동)",경기도 성남시 중원구 성남동 3214,13364,37.4327237051,127.1294315487,,211387.052959933,436737.799788271,체력단련장업,사립,,
하이짐 단대점,20090515,,03,폐업,20190416,,466.78,16889,"경기도 용인시 수지구 죽전로 164, WHITEZONE 301~302, 401~402호 (죽전동)",경기도 용인시 수지구 죽전동 1342-2 WHITEZONE,16889,37.3253549514,127.1248689335,,210997.299178603,424823.192177212,체력단련장업,사립,,
펑사이즈,20090204,,03,폐업,20211220,031-266-1633,127.68,16881,"경기도 용인시 수지구 대지로 152, 지하1층 (죽전동, 남곡빌딩)",경기도 용인시 수지구 죽전동 1227 남곡빌딩 지하1층,448810,37.3293412399,127.1255489577,,211080.837001884,425273.298271954,체력단련장업,사립,,
스타터짐,20200608,,03,폐업,20230612,031-987-5977,238.4,10071,"경기도 김포시 김포한강4로 513, 4층 1, 2호 (구래동)",경기도 김포시 구래동 6880-3,10071,37.6460032966,126.6268731074,,167001.817108439,460468.53585045,체력단련장업,사립,,
온오프짐,20210825,,03,폐업,20230310,031-985-0544,487.55,10068,"경기도 김포시 김포한강8로162번길 16, 3층 301~304호 (마산동)",경기도 김포시 마산동 650-8,10068,37.636189322,126.644283305,,168530.447392711,459373.884339242,체력단련장업,사립,,
바디빚다 걸포점,20220808,,03,폐업,20240910,032-989-2545,339.36,10099,"경기도 김포시 걸포2로 35, 5층 501호~503호 (걸포동)",경기도 김포시 걸포동 268-1,10099,37.6335926848,126.7033714696,,,,체력단련장업,사립,,
SI 휘트니스,20060817,,03,폐업,,,132.75,,경기도 광주시 퇴촌면 천진암로 391,경기도 광주시 퇴촌면 도수리 354-1,464841,37.4712351819,127.3158984486,,227867.564576734,441052.822654811,체력단련장업,사립,,
에이치휴트니스,20170407,,03,폐업,20191128,070-8161-3307,114.96,11034,"경기도 연천군 전곡읍 은전로78번길 61, 2층 (계동원룸)",경기도 연천군 전곡읍 전곡리 333-32번지 계동원룸 2층,11034,38.0255929624,127.0696105167,,206048.971231728,502539.85373206,체력단련장업,사립,,
영헬스타운,20010725,,03,폐업,20100824,,,,경기도 가평군 하면 조종새싹로 30,경기도 가평군 하면 현리 283-3,477831,37.8213378174,127.3497328942,,230726.496495025,479907.50155867,체력단련장업,사립,,
젠휘트니스,20090409,,03,폐업,20201022,,283.49,14077,경기도 안양시 동안구 경수대로733번길 52 (호계동),경기도 안양시 동안구 호계동 915-2,14077,37.3874673604,126.9476516259,,195293.049882511,431710.565019914,체력단련장업,사립,,
그랜드헬스크럽,19980602,,03,폐업,20080222,,,,경기도 부천시 원미구 부일로 224-14  (상동),경기도 부천시 원미구 상동 464-4,420816,37.4879920455,126.7546226209,,178228.294213348,442894.438471364,체력단련장업,사립,0,
참피온헬스클럽,19951009,,03,폐업,20100928,,,,경기도 고양시 일산서구 일중로 74-1  (일산동),경기도 고양시 일산서구 일산동 579-8,411822,37.6867482213,126.7753664004,,180118.13,464945.996666667,체력단련장업,사립,0,
비젼타워다이어트타운,19970808,,03,폐업,20050610,,,,경기도 고양시 덕양구 화중로 100  (화정동),경기도 고양시 덕양구 화정동 968,412827,37.6361366845,126.8314735735,,185054.432621425,459321.642285278,체력단련장업,사립,0,
주식회사 율원,20220503,,03,폐업,20260420,,478.74,17968,경기도 평택시 현덕면 현덕로 1095-3,경기도 평택시 현덕면 황산리 156-20,17968,36.9553922829,126.9350006786,,194138.171381263,383765.262703685,체력단련장업,사립,,
ATP 스포츠센터,20210331,,03,폐업,20230518,,60,10477,"경기도 고양시 덕양구 화중로152번길 6-18, 지하층 (화정동)",경기도 고양시 덕양구 화정동 888-3 지하,10477,37.6399249922,126.83354784,,185238.51475739,459740.0793282,체력단련장업,사립,,
어반짐,20180413,,03,폐업,20210114,,192,12036,"경기도 남양주시 오남읍 진건오남로 778, 선일프라자 202호",경기도 남양주시 오남읍 양지리 94-1 선일프라자 202호,12036,37.6971503077,127.205027151,,218023.898490593,466105.995760389,체력단련장업,사립,,
알브이디핏 PT,20220207,,03,폐업,20260127,,131.48,16704,"경기도 수원시 영통구 반달로7번길 6, 센타프라자 3층 307호 (영통동)",경기도 수원시 영통구 영통동 998-5 센타프라자,16704,37.2523142859,127.0740258212,,206499.293774172,416711.981629041,체력단련장업,사립,,
정호,19980310,,03,폐업,20180418,,,10275,"경기도 고양시 덕양구 혜음로 9, 4층 (고양동)",경기도 고양시 덕양구 고양동 240-43,412500,37.7015527863,126.9015474849,,191248.635532077,466573.470133127,체력단련장업,사립,,
월드여성전용헬스클럽,19990730,,03,폐업,20060223,,,,"경기도 고양시 일산서구 중앙로 1456  (주엽동,서현프라자 6층)",경기도 고양시 일산서구 주엽동 18-2 서현프라자 6층,411838,37.6715583036,126.7589815191,,178668.321119565,463267.005753621,체력단련장업,사립,0,
더블유짐 정자11호점,20210429,,03,폐업,20260414,031-268-5551,208.84,16334,"경기도 수원시 장안구 정자천로 187, 2층 201호 (정자동)",경기도 수원시 장안구 정자동 874-2 201호,16334,37.2965613775,126.9954621899,,199524.963492432,421620.627876998,체력단련장업,사립,,
무브나우PT 비전점,20240208,,03,폐업,20250410,,138.84,17854,"경기도 평택시 비전5로 15, 강일타운 (비전동)",경기도 평택시 비전동 1091-2 강일타운 309호,17854,37.0003931448,127.1128722822,,209968.016354067,388771.775695784,체력단련장업,사립,,
강브라더스짐 헬스크럽,20010421,,03,폐업,20040923,,,,경기도 동두천시 동광로 35  (생연동),경기도 동두천시 생연동 828-5,483030,37.908775291,127.0522614056,,204523.352355275,489575.788292985,체력단련장업,사립,0,
에슬릿토탈휘트니스,20140115,,03,폐업,20170222,,,18455,"경기도 화성시 동탄구 노작로 147, 6,7층 (반송동, DM프라자)",경기도 화성시 동탄구 반송동  106-3,445160,37.2010764883,127.0734349694,,206447.475841143,411021.948564702,체력단련장업,사립,,
지행휘트니스,20121130,,03,폐업,20121214,,,,"경기도 동두천시 동두천로 129, 305호 (지행동)",경기도 동두천시 지행동 695-5 305호,483020,37.8930571403,127.054767758,,204748.373763646,487826.012679059,체력단련장업,사립,,
다가체육관,19891206,,03,폐업,20060526,,,15374,경기도 안산시 단원구 관산4길 7  (원곡동),경기도 안산시 단원구 원곡동 770-10,425845,37.3302937188,126.7979594371,,182023.083550644,425384.705901216,체력단련장업,사립,0,
선부헬스,19920330,,03,폐업,19960226,,,15239,경기도 안산시 단원구 선부광장1로 66  (선부동),경기도 안산시 단원구 선부동 1076-3,425831,37.3361157505,126.811620951,,183234.959929692,426025.871813575,체력단련장업,사립,0,
분당척추운동센터,20101014,,03,폐업,20130424,031-788-5014,90.97,,"경기도 성남시 분당구 성남대로 932  (야탑동,LG전자빌딩 8층)",경기도 성남시 분당구 야탑동 360-5 LG전자빌딩 8층,463828,37.4128839661,127.1292694006,,211374.669578547,434537.46230735,체력단련장업,사립,,
코바짐,20210930,,03,폐업,20260430,031-471-4695,180.4,13974,"경기도 안양시 만안구 충훈로93번길 8, 지층 (석수동)",경기도 안양시 만안구 석수동 785-13,13974,37.4072545647,126.8980206739,,,,체력단련장업,사립,,
스내지 피티,20250310,,03,폐업,20250728,,146.65,18379,"경기도 화성시 병점구 영통로26번길 15, 명성프라자 2층 203호 (반월동)",경기도 화성시 병점구 반월동  66-9 명성프라자,18379,37.2341291057,127.0654926167,,205725.796238038,414687.371895768,체력단련장업,사립,,
프로미스짐앤핫요가,20160628,,03,폐업,20170220,032-346-7051,384,14676,"경기도 부천시 소사구 경인로 507, 401호 (괴안동)",경기도 부천시 소사구 괴안동 113-3,14676,37.4845783408,126.8114600265,,183256.374010827,442498.994856344,체력단련장업,사립,,
일동헬스클럽,20140220,,03,폐업,20151130,,,15322,"경기도 안산시 상록구 호동로 66, 4층호 (일동)",경기도 안산시 상록구 일동 575-1 4층,426859,37.3157426963,126.8644428817,,187914.575563512,423759.711597469,체력단련장업,사립,,
왕산헬스센타,19990318,,03,폐업,20031129,,,,경기도 부천시 소사구 은성로 82  (소사본동),경기도 부천시 소사구 소사본동 197-1,422810,37.4750085379,126.7996276186,,182200.092591243,441448.661907764,체력단련장업,사립,0,
파워헬스장,19991231,,03,폐업,20101028,,,,,경기도 부천시 원미구 중동 그린타운 한신 지하1층,420020,,,,,,체력단련장업,사립,0,
소사청구헬스,20001103,,03,폐업,20071231,,,,경기도 부천시 소사구 소사로 206  (소사본동),경기도 부천시 소사구 소사본동 153-20,422811,37.4766443491,126.7958122788,,181868.237799519,441621.638518904,체력단련장업,사립,0,
아레나피트니스,20051031,,03,폐업,20231205,031-213-5005,354.47,16545,"경기도 수원시 영통구 효원로 387, 풍성프라자 9층 (매탄동)",경기도 수원시 영통구 매탄동 1267-3 풍성프라자 9층,16545,37.2592421051,127.0439328356,,203824.816255332,417477.862472209,체력단련장업,사립,,
승지원 트레이닝센터,20211027,,03,폐업,20260430,070-4001-8928,232.4,11758,경기도 의정부시 동일로 822 (녹양동),경기도 의정부시 녹양동 107-12,11758,37.7587901295,127.0456174059,,203947.089330696,472930.762572412,체력단련장업,사립,,
헤드원스포츠클럽,20040115,,03,폐업,20070430,,,,"경기도 의정부시 평화로 554  (의정부동,2층)",경기도 의정부시 의정부동 200-16 2층,480843,37.7413835197,127.0474149867,,204106.518704335,470999.366905623,체력단련장업,사립,0,
다우휘트니스클럽,20040420,,03,폐업,20080429,,,,"경기도 의정부시 시민로 237  (신곡동,지층)",경기도 의정부시 신곡동 455-36 지층,480831,37.736027333,127.0611007066,,205315.450048098,470404.215282789,체력단련장업,사립,0,
미즘스포츠센타,20040916,,03,폐업,20050524,,,,"경기도 의정부시 태평로 76  (의정부동,6층)",경기도 의정부시 의정부동 125-5 6층,480842,37.7393101015,127.0520355967,,204512.615931336,470761.056699486,체력단련장업,사립,0,
준 휘트니스,20140618,,03,폐업,20240904,,294,15322,"경기도 안산시 상록구 도매시장로 113, 3층 (일동)",경기도 안산시 상록구 일동 575-2 3층,426859,37.3155453108,126.8646138276,,187920.672042657,423739.0227758,체력단련장업,사립,,
유온핏 평택동삭점,20240503,,03,폐업,20260115,,,18029,경기도 평택시 지제동삭2로 181-39 (동삭동),경기도 평택시 동삭동 0,18029,37.0181346232,127.0943461163,,,,체력단련장업,사립,,
빡쎄짐,20210210,,03,폐업,20230222,,644.97,14544,"경기도 부천시 원미구 상동로 87, 가나베스트타운 쓰리 7층 702호 (상동)",경기도 부천시 원미구 상동 544-4 가나베스트타운 쓰리,14544,37.5052029115,126.7524263231,,178038.654941912,444806.206937757,체력단련장업,사립,,
일호핏 3호점,20210909,,03,폐업,20220609,032-556-1553,,14580,"경기도 부천시 원미구 소향로 246, 새롬프라자 6차 202,203호 (중동)",경기도 부천시 원미구 중동 1134 새롬프라자 6차,14580,37.500305922,126.7751356686,,180048.189838548,444255.969340294,체력단련장업,사립,,
정글짐 휘트니스,20100630,,03,폐업,20120717,,,,"경기도 용인시 기흥구 보정로 115,  801~803호 (보정동,우영프라자)",경기도 용인시 기흥구 보정동 1266-2 우영프라자 801~803호,446913,37.3198435021,127.1152126301,,210139.233685325,424209.13592225,체력단련장업,사립,,
Brand new body GYM,20100804,,03,폐업,20120312,,,,경기도 용인시 기흥구 평촌2로2번길 11-7  (동백동),경기도 용인시 기흥구 동백동 620-6,446911,37.282750861,127.1530005453,,213498.915650903,420097.270124216,체력단련장업,사립,,
GF 휘트니스,20110713,,03,폐업,20161129,,1044.2,16930,"경기도 용인시 수지구 만현로 120 (상현동,외2필지 SR프라자 지하1층(B101, B102, B104호))","경기도 용인시 수지구 상현동 251 외2필지 SR프라자 지하1층(B101, B102, B104호)",448132,37.3060842336,127.0846797388,,207452.615496064,422657.498836803,체력단련장업,사립,,
Y-GYM,20150330,,03,폐업,20180201,,,17336,경기도 이천시 부발읍 경충대로 2039,경기도 이천시 부발읍 아미리 699-7,467866,37.2469686833,127.4914306122,,243518.120852805,416164.970127408,체력단련장업,사립,,
영헬스클럽,20030317,,03,폐업,20131129,,,,경기도 시흥시 호현로10번길 17  (신천동),경기도 시흥시 신천동 708-13,429828,37.4411296133,126.7850782381,,180911.394012648,437690.289386744,체력단련장업,사립,0,
평택 P3 피트니스,20260127,,03,폐업,20260306,,2560,17786,"경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 P3동 2층 (고덕동)",경기도 평택시 고덕동 1695 삼성전자(주) 평택캠퍼스,17786,37.035618718,127.0531670514,,205276.542163998,392561.65560657,체력단련장업,사립,,
24시헬스크럽,20030407,,03,폐업,20061023,,,,"경기도 시흥시 은행로 164  (대야동,7층)",경기도 시흥시 대야동 580-3 7층,429874,37.4456659599,126.7990420597,,182148.88513762,438187.136650432,체력단련장업,사립,0,
