bizplc_nm,licensg_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,stockrs_idntfy_id,right_wk_pehs_have_id
24시 고덕동물의료센터,20220713,0002,폐업,20241016,1833-3339,,18014,"경기도 평택시 고덕중앙로 218, 우성메디컬센터  207~211호 (고덕동)",경기도 평택시 고덕동 1975-1,18014,37.0479010609,127.0449642493,,203929.10415398,394024.031563431,,000
다정동물병원,20150313,0002,폐업,20230515,,0,18417,"경기도 화성시 병점구 10용사로 219, 병점 성호 아파트 (병점동)",경기도 화성시 병점구 병점동  501-1 병점 성호 아파트,18417,37.1999143346,127.042216617,,203680.884568316,410894.681701354,,000
이리온 동물병원(병점점),20150322,0002,폐업,20181130,031-226-7582,,18412,"경기도 화성시 병점구 경기대로 985, 2층 (병점동)",경기도 화성시 병점구 병점동  399-4,18412,37.2037240986,127.0367619429,,203188.196856075,411313.309756104,,000
갤럭시펫 동물병원,20151028,0002,폐업,20200430,,0,18384,경기도 화성시 병점구 영통로 23 (반월동),경기도 화성시 병점구 반월동  135-10,18384,37.2327814913,127.064260282,,205633.076263926,414541.181025704,,000
동탄동물병원,20071214,0002,폐업,20080715,,0,,경기도 화성시 동탄구 동탄중심상가1길 9,경기도 화성시 동탄구 반송동  104-11 월드프라자 110,18455,37.2005396303,127.0720406896,,206320.322489903,410965.914192926,,000
성은동물병원,20080613,0002,폐업,20110407,80035999,0,,경기도 화성시 동탄구 노작로4길 8,경기도 화성시 동탄구 반송동  130-1 스카이뷰빌딩 106호,18459,37.1967104405,127.0775610831,,206815.716001795,410542.36823571,,000
에이스동물병원,20080624,0002,폐업,20100720,80030079,0,18455,"경기도 화성시 동탄구 동탄문화센터로 65, 134호 (반송동)",경기도 화성시 동탄구 반송동  107-3 에이스타운 134호,18455,37.1999827635,127.0725959886,,206363.768065387,410902.244612812,,000
중앙가축병원,19890302,0002,폐업,20050202,,21.22,,,경기도 오산시 오산동 324,18136,,,,,,,000
25시 종합동물병원,20030725,0002,폐업,20241226,,245,18135,경기도 오산시 성호대로 97 (오산동),경기도 오산시 오산동 869-36,18135,37.1490246792,127.0722072807,,206349.417716353,405250.54816901,,000
쥬만지 동물병원,20060608,0002,폐업,20220110,031-374-0275,59.6,,경기도 오산시 청학로 109 (궐동),경기도 오산시 궐동 586-13,18118,37.1589386254,127.0643465974,,205642.976722718,406348.56593673,,000
튼튼 동물병원,20101018,0002,폐업,20130627,031-372-8333,0,18120,경기도 오산시 궐리사로 69 (궐동),경기도 오산시 궐동 632-2,18120,37.1588960253,127.0601347168,,205273.637200392,406347.194120753,,000
저스트 벳 동물병원,20110111,0002,폐업,20140123,031-378-1514,95,,"경기도 오산시 원동로 6, 105~106호 (원동,파크스퀘어)",경기도 오산시 원동 841 파크스퀘어 105~106호,18143,37.1420473945,127.0696230257,,206118.273622077,404474.595570101,,000
튼튼동물병원,20130703,0002,폐업,20200130,031-372-8333,0,18120,경기도 오산시 궐리사로 69 (궐동),경기도 오산시 궐동 632-2,18120,37.1588960253,127.0601347168,,205273.637200392,406347.194120753,,000
즐거운 동물병원,20051118,0002,폐업,20150331,,43.2,,"경기도 용인시 수지구 성복2로 100, 113호 (성복동,예반프라자)",경기도 용인시 수지구 성복동 162-2 예반프라자 113호,16850,37.3154794545,127.0752947852,,206620.012854602,423723.245989773,,000
힐링동물병원,20141216,0002,폐업,20150715,031-378-8219,12.8,18109,"경기도 오산시 여계산로 21 (금암동, 휴먼시아 데시앙APT 단지내상가 104호)",경기도 오산시 금암동 515,18109,37.1720871807,127.0443670662,,203810.966578052,407786.723857656,,000
수청동물병원,20150715,0002,폐업,20180518,031-373-8219,38.64,18110,경기도 오산시 수청로 30-13 (내삼미동),경기도 오산시 내삼미동 861-16,18110,37.1732891476,127.0594880701,,205204.574551021,407940.750732171,,000
88동물의료원 오산지점 중성화수술센터,20151111,0002,폐업,20160112,031-377-8875,213.96,18151,"경기도 오산시 동부대로 320 (갈곶동, 명품한우)",경기도 오산시 갈곶동 347,18151,37.1307047587,127.078873953,,206950.342884286,403210.498674656,,000
오산 영원 동물병원,20160114,0002,폐업,20171101,031-377-8875,213.96,18151,경기도 오산시 동부대로 320 (갈곶동),경기도 오산시 갈곶동 347,18151,37.1307047587,127.078873953,,206950.342884286,403210.498674656,,000
서울동물병원,19960306,0002,폐업,20250124,031-313-6109,22.68,14904,"경기도 시흥시 수인로 3390, 지하1층 (신천동)",경기도 시흥시 신천동 713-16,14904,37.4417804809,126.7824154918,,180675.845648624,437759.497940969,,000
베테랑동물병원,20200810,0002,폐업,20201030,,0,17064,"경기도 용인시 기흥구 중부대로 376, 206호 (신갈동)",경기도 용인시 기흥구 신갈동 68-6 206호,17064,37.2714630186,127.1088719698,,209589.131017061,418838.395858795,,000
서해동물병원,19990423,0002,폐업,20170222,031-498-7582,0,,"경기도 시흥시 중심상가로 146 (정왕동,한일프라자1층)",경기도 시흥시 정왕동 1731-1 한일프라자1층,15036,37.3467038502,126.7320525562,,176178.31945847,427223.954898429,,000
애견종합동물병원,19990614,0002,폐업,20041213,,0,,경기도 시흥시 대야로 4,경기도 시흥시 대야동 490-5,14909,37.4441637718,126.7889947589,,,,,000
정왕동물병원,19990713,0002,폐업,20031021,,0,,경기도 시흥시 함송로13번길 16-8,경기도 시흥시 정왕동 1881-1    고려프라자105호,15020,37.3643510855,126.731816276,,,,,000
LG 펫월드,20010305,0002,폐업,20040504,,0,,,경기도 시흥시 정왕동 공단지원시설 2구역 3나 802-1,15119,,,,,,,000
보람동물병원,20011103,0002,폐업,20070802,031-497-7585,0,,경기도 시흥시 정왕천로369번길 62-1 (정왕동),경기도 시흥시 정왕동 1580,15057,37.3450589211,126.7439576098,,177242.393744941,427033.298036117,,000
제이동물병원,20090122,0002,폐업,20100915,,107.8,,경기도 용인시 기흥구 신구로12번길 32,경기도 용인시 기흥구 신갈동 66-5,17064,37.274621445,127.112690695,,209924.730587183,419191.433042484,,000
시흥동물병원,20021212,0002,폐업,20220919,031-313-7780,0,,경기도 시흥시 호현로 40 (대야동),경기도 시흥시 대야동 495,14909,37.4439972677,126.7852996586,,180929.911708589,438004.333813164,,000
우리들종합동물병원,20020524,0002,폐업,20181026,,89.67,,경기도 시흥시 정왕대로 78 (정왕동),경기도 시흥시 정왕동 1861-8,15040,37.3532919711,126.7250075078,,175566.862699337,427950.088902739,,000
건국종합 동물병원,20060508,0002,폐업,20180202,,0,,경기도 성남시 중원구 시민로 117 (성남동),경기도 성남시 중원구 성남동 2026,13358,37.4387205805,127.1450130757,,212761.400949756,437409.286993622,,000
에코바이오,20060901,0002,폐업,20100105,,65.8,,경기도 성남시 중원구 산성대로420번길 3 (금광동),경기도 성남시 중원구 금광동 4605,13170,37.4493269181,127.1593778538,,214031.955835944,438586.160786478,,000
메리알 동물병원,20180517,0002,폐업,20190114,031-816-7879,0,10449,"경기도 고양시 일산동구 호수로 358-25, 동문타워II 1016호 (백석동)",경기도 고양시 일산동구 백석동 1324 동문타워II,10449,37.6399272494,126.7861697718,,181044.663767492,459762.271864032,,000
현대동물병원,20181121,0002,폐업,20250509,,0,10339,"경기도 고양시 일산서구 고봉로 317, 1층 (일산동)",경기도 고양시 일산서구 일산동 573,10339,37.6875067131,126.7770602722,,180268.401484211,465036.886425374,,000
경서동물병원,20181210,0002,폐업,20230711,02-3158-0733,0,10538,"경기도 고양시 덕양구 중앙로 136, 102호 (화전동)",경기도 고양시 덕양구 화전동 219-14,10538,37.6007975532,126.8729125528,,188707.207787862,455391.523672932,,000
미래동물병원,20190118,0002,폐업,20210820,,0,10233,"경기도 고양시 일산서구 탄중로 111, 양우로데오메인타운2 C동 104호 (덕이동)",경기도 고양시 일산서구 덕이동 263-19 양우로데오메인타운,10233,37.6932051649,126.7570987892,,178527.763301119,465638.309280145,,000
아프리카동물병원,20141001,0002,폐업,20150210,032-666-1245,0,14572,경기도 부천시 원미구 원미로57번길 30 (원미동),경기도 부천시 원미구 원미동 199-21번지,14572,37.4888150304,126.7886961769,,181242.630262591,442978.713351483,,000
BOSS동물병원,20150226,0002,폐업,20161128,032-322-7505,81,14542,경기도 부천시 원미구 길주로 129 (상동),경기도 부천시 원미구 상동 538-6번지,14542,37.5060962764,126.7568751923,,178431.895435095,444903.33287479,,000
보스동물병원,20161130,0002,폐업,20191224,032-322-7505,81,14542,"경기도 부천시 원미구 길주로 129, 대신스카이빌 (상동)",경기도 부천시 원미구 상동 538-6 대신스카이빌,14542,37.5060962764,126.7568751923,,178431.895435095,444903.33287479,,000
쓰담동물병원,20170512,0002,폐업,20230330,032-329-7599,0,14546,"경기도 부천시 원미구 소향로 131, 일신빌딩 (중동)",경기도 부천시 원미구 중동 1161-3 일신빌딩,14546,37.5024261511,126.7623647291,,178916.198669217,444493.608508541,,000
소사동물병원,20180720,0002,폐업,20191014,032-348-4546,0,14769,"경기도 부천시 소사구 소사로 140, 1층 (소사본동)",경기도 부천시 소사구 소사본동 230-18,14769,37.4707877023,126.7961725656,,181897.477054664,440975.249870677,,000
옥길H동물병원,20200821,0002,폐업,20210407,032-342-0204,0,14786,"경기도 부천시 소사구 양지로 208, 지음프라자 (옥길동)",경기도 부천시 소사구 옥길동 745-7 지음프라자,14786,37.4672636499,126.8240014993,,184358.461775744,440580.195376939,,000
광장동물병원,20220831,0002,폐업,20230930,070-8656-1500,0,13640,"경기도 성남시 수정구 위례광장로 300, 101호 (창곡동)",경기도 성남시 수정구 창곡동 509 101호,13640,37.4734793704,127.1426886465,,212556.476317272,441263.937106941,,000
K-9 종합동물병원(철산점),19940414,0002,폐업,20160414,26877582,38.9,,경기도 광명시 오리로 855 (철산동),경기도 광명시 철산동 480,14250,37.4746435114,126.866516735,,188122.710959471,441393.115750413,,000
탑 동물병원,20100713,0002,폐업,20200410,,0,10516,"경기도 고양시 덕양구 행당로 2, 가남프라자 108호 (토당동)",경기도 고양시 덕양구 토당동 882 가남프라자 108호,10516,37.6198384636,126.8247640338,,184462.338476214,457514.185162017,,000
주암동물병원,19970116,0002,폐업,20031201,,0,,경기도 과천시 경마공원대로 107,경기도 과천시 주암동 685,13822,37.4412015528,127.0160955856,,201414.290510998,438412.741689539,,000
구리 안심 동물병원,20070619,0002,폐업,20201030,,122.1,11945,경기도 구리시 벌말로 188 (토평동),경기도 구리시 토평동 997,11945,37.5931403775,127.1506695798,,213238.665524854,454546.907954638,,000
미사라온동물병원,20160613,0002,폐업,20190820,,0,12909,"경기도 하남시 미사강변대로226번길 14, 102호 (망월동, 예스프라자13)",경기도 하남시 망월동 970,12909,37.5696929563,127.1847170608,,216246.770160009,451947.917361139,,000
K-9종합동물병원(하안점),19911025,0002,폐업,20160630,,27.1,,"경기도 광명시 하안로 310 (하안동,다래빌딩 103)",경기도 광명시 하안동 33-1 다래빌딩 103,14247,37.4632413132,126.879445722,,189265.065083074,440127.501618266,,000
부부동물병원,19950110,0002,폐업,20040204,26842218,22,14290,경기도 광명시 광명로 849 (광명동),경기도 광명시 광명동 293-31,14290,37.4751188386,126.8521367393,,186852.738116438,441448.084747354,,000
소하동물병원,19980624,0002,폐업,20171101,,33,14333,경기도 광명시 오리로 375 (소하동),경기도 광명시 소하동 920-5,14333,37.4359289607,126.8792304602,,189243.461614965,437092.969705923,,000
굿모닝동물병원,20010327,0002,폐업,20150501,26835638,93,,경기도 광명시 오리로 923 (광명동),경기도 광명시 광명동 158-235,14264,37.4774709971,126.8603387331,,187576.927250404,441709.047751898,,000
동물나라동물병원,20030716,0002,폐업,20180122,,44.01,,"경기도 광명시 범안로 1030 (하안동,103호)",경기도 광명시 하안동 296-3 103호,14305,37.4612136774,126.8778115892,,189123.904912379,439900.427265241,,000
애견나라 종합동물병원,20031020,0002,폐업,20040113,02-2616-0909,42.34,,경기도 광명시 광복로 45-1 (광명동),경기도 광명시 광명동 6-87,14205,37.4891535924,126.8638701696,,187889.095833292,442984.528702383,,000
애견나라 동물병원,20040203,0002,폐업,20040519,02-2616-0909,42.34,14205,경기도 광명시 광복로 45-1 (광명동),경기도 광명시 광명동 6-87,14205,37.4891535924,126.8638701696,,187889.095833292,442984.528702383,,000
철산동물병원,20040429,0002,폐업,20180725,20600818,0,,"경기도 광명시 철산로30번길 24 (철산동,철산상업지구 서울종합빌딩1층)",경기도 광명시 철산동 434 철산상업지구 서울종합빌딩1층,14240,37.4744653193,126.8696267948,,188397.777556365,441371.366015611,,000
애견나라 동물병원,20040608,0002,폐업,20040917,26120909,0,,경기도 광명시 광복로 45-1 (광명동),경기도 광명시 광명동 6-87,14205,37.4891535924,126.8638701696,,187889.095833292,442984.528702383,,000
마루동물병원,20040806,0002,폐업,20081107,26180075,0,14291,경기도 광명시 광명로 841 (광명동),경기도 광명시 광명동 290-14,14291,37.4743231402,126.8516799215,,186812.00600677,441358.410644991,,000
SUN동물병원,20150904,0002,폐업,20200103,031-234-5550,0,16670,"경기도 수원시 권선구 곡선로 37, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 558-2 1층,16670,37.2393793777,127.0288547509,,202489.223716305,415275.875508133,,000
더독앤캣 클리닉,20151110,0002,폐업,20170523,031-245-2419,102.96,16262,"경기도 수원시 팔달구 중부대로7번길 2, 2층 (영동)",경기도 수원시 팔달구 영동 44-9 2층,16262,37.2753541784,127.017689354,,201498.317413839,419265.246937639,,000
늘푸른 동물병원,20160414,0002,폐업,20210406,031-245-7707,105.5,16340,"경기도 수원시 장안구 파장로 59, 1층 (정자동)",경기도 수원시 장안구 정자동 429-1,16340,37.3055959197,126.9939687428,,199390.342598491,422621.408712325,,000
돌봄동물병원,20160503,0002,폐업,20210813,031-217-7570,166.65,16531,"경기도 수원시 영통구 중부대로 250-1, 1층 (매탄동)",경기도 수원시 영통구 매탄동 153-31,16531,37.2746347395,127.0431068217,,203752.626090002,419188.169046633,,000
다솔동물병원,20171218,0002,폐업,20210329,031-268-0787,,16336,"경기도 수원시 장안구 이목로 24, 603동 106호 (정자동, 수원 SK SKY VIEW)",경기도 수원시 장안구 정자동 945 수원 SK SKY VIEW 603동 106호,16336,37.3057762966,126.9856285067,,198599.340949953,422793.723995083,,000
팜씨큐 동물병원,20180831,0002,폐업,20191226,,,16615,"경기도 수원시 권선구 상탑로 132-10, 202호 (서둔동)",경기도 수원시 권선구 서둔동 107-1 202호,16615,37.2705056335,126.985789593,,198669.841471681,418728.093758338,,000
도그스타 동물병원,20181101,0002,폐업,20200423,031-291-8896,118.2,16402,"경기도 수원시 권선구 호매실로218번길 124, 202(일부)호 (호매실동)",경기도 수원시 권선구 호매실동 1375-1,16402,37.2661239298,126.961255301,,196493.875553333,418242.478823339,,000
경기 동물 영상 센터,20190319,0002,폐업,20231120,,165.67,16310,"경기도 수원시 장안구 송정로 114, 2층(일부) (조원동)",경기도 수원시 장안구 조원동 675-2,16310,37.2953777559,127.0098103525,,200796.381448972,421488.678344935,,000
도그스타 동물병원,20200507,0002,폐업,20201111,031-291-8896,127.2,16402,"경기도 수원시 권선구 호매실로218번길 124, 202(일부)호 (호매실동)",경기도 수원시 권선구 호매실동 1375-1,16402,37.2661239298,126.961255301,,196493.875553333,418242.478823339,,000
모란동물병원,19880708,0002,폐업,20120814,,0,13365,경기도 성남시 중원구 성남대로1130번길 3 (성남동),경기도 성남시 중원구 성남동 3504,13365,37.4307238232,127.1298031031,,211422.538117737,436518.612092878,,000
초이동물병원,19910611,0002,폐업,20120814,,0,,경기도 성남시 수정구 시민로 159 (신흥동),경기도 성남시 수정구 신흥동 5168,13340,37.4423112128,127.143074308,,212589.298719482,437807.161407703,,000
분당동물병원,19930701,0002,폐업,20241230,,0,13567,"경기도 성남시 분당구 양현로 126, 미림프라자 104호 (이매동)",경기도 성남시 분당구 이매동 115-1 미림프라자 104호,13567,37.3950252451,127.1256291607,,211053.919223385,432555.048641577,,000
25시 동물병원,19950221,0002,폐업,20180507,,0,,경기도 성남시 중원구 산성대로504번길 1 (은행동),경기도 성남시 중원구 은행동 1589,13157,37.4560344137,127.1629769215,,214348.273699787,439331.909547066,,000
비엔나 동물병원,19950703,0002,폐업,20080528,,0,,경기도 성남시 수정구 시민로205번길 34,경기도 성남시 수정구 태평동 3307-150,13289,37.4452791992,127.1379615709,,,,,000
이동훈동물병원,19960127,0002,폐업,20090310,,0,,"경기도 성남시 중원구 희망로 312 (상대원동,1층)",경기도 성남시 중원구 상대원동 1977 1층,13225,37.4340580163,127.1594922736,,214044.734937774,436892.658958017,,000
야탑 동물병원,19960817,0002,폐업,20080416,,0,,경기도 성남시 분당구 매화로 50,경기도 성남시 분당구 야탑동 290-4,13504,37.4119437647,127.1341670076,,,,,000
캐비어 동물병원,19961001,0002,폐업,20040105,,0,,경기도 성남시 중원구 시민로118번길 48 (중앙동),경기도 성남시 중원구 중앙동 745,13250,37.4408437378,127.1497738073,,213184.522973599,437643.561140352,,000
연세종합동물병원,19970307,0002,폐업,20040805,,0,,경기도 성남시 중원구 광명로 341 (금광동),경기도 성남시 중원구 금광동 3661,13177,37.446049261,127.1636887306,,214413.274388095,438223.283606766,,000
블루힐 동물병원,19980513,0002,폐업,20070718,,0,,경기도 성남시 분당구 황새울로258번길 43,경기도 성남시 분당구 수내동 6-9    현대수내프라자,13595,37.3783172057,127.1154901441,,,,,000
평촌충현동물병원,20001115,0002,폐업,20080331,,29.58,,"경기도 안양시 동안구 시민대로 175 (비산동,동안플라자 120)",경기도 안양시 동안구 비산동 1108-1 동안플라자 120,14048,37.3913481604,126.9504190556,,195539.395988958,432140.14845589,,000
화성동물병원,20001130,0002,폐업,20101214,,28.38,14043,경기도 안양시 동안구 달안로 61 (비산동),경기도 안양시 동안구 비산동 1101-2 한양스포츠센타 109호,14043,37.395840071,126.9491435145,,195409.331231444,432714.355693554,,000
펫플러스동물병원,20060906,0002,폐업,20070820,,0,,경기도 성남시 분당구 정자일로 220,경기도 성남시 분당구 정자동 14-1    동양파라곤상가2단지 104호,13555,37.3694270304,127.1064892014,,,,,000
태평역동물병원,20070124,0002,폐업,20120703,,0,,"경기도 성남시 수정구 성남대로 1238, 104호 (태평동)",경기도 성남시 수정구 태평동 6513 104호,13311,37.4403182788,127.1281619182,,211272.505424926,437585.571978087,,000
펫플러스 동물병원,20070502,0002,폐업,20070803,,0,,경기도 성남시 분당구 느티로 16,경기도 성남시 분당구 정자동 17-1    젤존타워 117호,13558,37.3681645175,127.1063150979,,,,,000
함께 행복한 동물병원,20070723,0002,폐업,20120220,,0,,,경기도 성남시 분당구 수내동 8-9    수내프자자 315호,13595,,,,,,,000
펫플러스 동물병원,20070803,0002,폐업,20070820,,0,,"경기도 성남시 분당구 느티로 16, 117호 (정자동,젤존타워)",경기도 성남시 분당구 정자동 17-1 젤존타워 117호,13558,37.3681645175,127.1063150979,,209344.872072563,429572.831324256,,000
건국동물병원,20070816,0002,폐업,20090629,,0,,경기도 성남시 수정구 수정로 131 (태평동),경기도 성남시 수정구 태평동 3659,13305,37.4420602457,127.1346874132,,211845.269218287,437775.729346423,,000
태평동물병원,20070817,0002,폐업,20080707,,0,,경기도 성남시 수정구 탄리로 94 (태평동),경기도 성남시 수정구 태평동 3469,13291,37.444252568,127.1353324461,,211906.423181217,438019.346426453,,000
우리들동물병원,20070817,0002,폐업,20080402,,0,,경기도 성남시 중원구 산성대로 322-2 (중앙동),경기도 성남시 중원구 중앙동 443,,37.4421485768,127.1519618636,,213377.889369896,437788.614694426,,000
펫플러스 동물병원,20070824,0002,폐업,20090323,,0,,경기도 성남시 분당구 느티로 16,경기도 성남시 분당구 정자동 17-1    젤존타워 117호,13558,37.3681645175,127.1063150979,,,,,000
프로동물병원,20070913,0002,폐업,20100920,,0,,경기도 성남시 분당구 판교로 446,경기도 성남시 분당구 이매동 131-8    그린프라자  103호,13523,37.4051134371,127.1233530424,,,,,000
서현동물병원,20071221,0002,폐업,20091109,,0,,"경기도 성남시 분당구 중앙공원로31번길 42, 142호 (서현동,서현파크프라자)",경기도 성남시 분당구 서현동 89 서현파크프라자 142호,13588,37.3830995869,127.1254964279,,211043.779309531,431230.68949626,,000
상대원동물병원,20080111,0002,폐업,20110222,,0,,경기도 성남시 중원구 희망로 326 (상대원동),경기도 성남시 중원구 상대원동 2051,13242,37.4349023278,127.1584598185,,213954.108757341,436985.9504117,,000
해피챠피 동물병원,20080403,0002,폐업,20100210,,0,,경기도 성남시 분당구 야탑로111번길 5-1 (야탑동),경기도 성남시 분당구 야탑동 368-7,13505,37.4099958636,127.1309673151,,211524.417400644,434220.015207004,,000
우리들,20080403,0002,폐업,20090629,,0,,경기도 성남시 중원구 산성대로 322-2 (중앙동),경기도 성남시 중원구 중앙동 443,,37.4421485768,127.1519618636,,213377.889369896,437788.614694426,,000
분당아마존동물병원,20080630,0002,폐업,20190110,,0,13607,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)",경기도 성남시 분당구 정자동 117-1 스포라이프 스포츠센타 107호,13607,37.3653635126,127.1152287526,,210134.637941368,429264.635322598,,000
태평 동물병원,20081203,0002,폐업,20110111,031-755-9429,0,,경기도 성남시 수정구 탄리로 88-2 (태평동),경기도 성남시 수정구 태평동 3474,13291,37.4437665327,127.1355609041,,211927.015697043,437967.873909109,,000
엘앰시 동물병원,20090309,0002,폐업,20230725,,122.64,13207,"경기도 성남시 중원구 사기막골로 124, 비즈동 912호 (상대원동, SK테크노파크)",경기도 성남시 중원구 상대원동 190-1 SK테크노파크 비즈동 912호,13207,37.440571342,127.1774934154,,215657.504440664,437557.61664539,,000
이동훈 동물병원,20090312,0002,폐업,20120307,,0,,경기도 성남시 분당구 야탑로111번길 5-1 (야탑동),경기도 성남시 분당구 야탑동 368-7,13505,37.4099958636,127.1309673151,,211524.417400644,434220.015207004,,000
내사랑 동물병원,20090715,0002,폐업,20171025,,0,,"경기도 성남시 분당구 중앙공원로40번길 8, 156동 (서현동,현대상가)",경기도 성남시 분당구 서현동 94 현대상가 156동,,,,,211462.754186616,430856.274957711,,000
봄내동물병원,20251208,0002,폐업,20260316,,69.04,14500,"경기도 부천시 원미구 평천로669번길 9, 1층 (약대동)",경기도 부천시 원미구 약대동 182-57,14500,37.5155033436,126.7650422938,,179157.308817963,445945.563148826,,000
테오종합동물병원,20060110,0002,폐업,20070808,,65,,경기도 여주시 세종로79번길 12-15,경기도 여주시 홍문동 272-17,12631,37.289815248,127.6363309667,,256354.099999999,421061.17,,000
페트리아 애견 종합동물병원,20070308,0002,폐업,20091230,031-886-7583,39.7,,,경기도 여주시 천송동 231-1 A동 2호,12636,37.3020043526,127.6630841716,,258717.687834124,422428.527292327,,000
테오종합동물병원,20070810,0002,폐업,20080818,031-883-0279,65,,경기도 여주시 세종로79번길 12-15,경기도 여주시 홍문동 272-17,12631,37.289815248,127.6363309667,,256354.099999999,421061.17,,000
테오종합동물병원,20080822,0002,폐업,20100105,031-883-0279,120,,경기도 여주시 세종로 18-1,경기도 여주시 홍문동 35,12622,37.2962422126,127.6363312817,,256351.288108837,421772.590479693,,000
가남동물병원,19660214,0002,폐업,20130314,,23.2,,경기도 여주시 가남읍 태평2길 14,경기도 여주시 가남읍 태평리 104,12662,37.2032412946,127.5471384311,,248498.406096458,411404.264389362,,000
정일동물병원,19900420,0002,폐업,20031128,,18.5,,경기도 여주시 가남읍 태평로 56,경기도 여주시 가남읍 태평리 172,12662,37.2048470166,127.5439953007,,248237.318819428,411574.068111715,,000
백산동물병원,20010504,0002,폐업,20090504,,6.8,,경기도 여주시 청심로 99,경기도 여주시 하동 394-8,12619,37.2995557717,127.6315305393,,,,,000
중부가축병원,20030221,0002,폐업,20030507,,0,,경기도 여주시 가남읍 경충대로 1297,경기도 여주시 가남읍 태평리 157-1,12662,37.203342056,127.5429125977,,248117.152343349,411420.894253094,,000
강남동물병원,20030221,0002,폐업,20030317,,49.47,,경기도 여주시 여양로 51,경기도 여주시 상동 371,12630,37.2910999643,127.639999975,,256680.598475828,421201.484391364,,000
새소망 애견종합 동물병원,20040413,0002,폐업,20050822,,33.44,,경기도 여주시 청심로 185-1,경기도 여주시 상동 201-20,12620,37.2966697722,127.6406985571,,256737.693703235,421823.434002482,,000
테오종합동물병원,20040722,0002,폐업,20050310,,50,,경기도 여주시 세종로79번길 12-15,경기도 여주시 홍문동 272-17,12631,37.289815248,127.6363309667,,,,,000
테오동물병원,20050309,0002,폐업,20060106,,65,,경기도 여주시 세종로79번길 12-15,경기도 여주시 홍문동 272-17,12631,37.289815248,127.6363309667,,256354.099999999,421061.17,,000
한창동물병원,20020416,0002,폐업,20041231,,0,,경기도 포천시 신북면 호국로 2374,경기도 포천시 신북면 만세교리 220,11139,37.9581335333,127.2429744615,,221278.578768394,495074.944318572,,000
제일동물병원,19650901,0002,폐업,20030127,,0,,경기도 포천시 포천로 1589,경기도 포천시 신읍동 175,11145,37.8989766508,127.2027221118,,,,,000
서울우유협동조합포천진료소,19920416,0002,폐업,20101011,,0,,경기도 포천시 중앙로149번길 9,경기도 포천시 신읍동 192-8,11144,37.8996381486,127.2041298701,,217882.5062974,488574.868066572,,000
터미날동물병원,20030122,0002,폐업,20041231,,0,,경기도 포천시 영북면 영북로 171-1,경기도 포천시 영북면 운천리 511-8,11106,38.0895875057,127.2745251247,,224011.646403576,509674.344738522,,000
시온동물병원,20010522,0002,폐업,20071115,,9,,,경기도 포천시 소흘읍 송우리 494-1,11180,37.8229750982,127.1401695319,,,,,000
애견나라 동물종합병원,20040921,0002,폐업,20041108,02-2616-0909,297.27,14205,경기도 광명시 광복로 45-1 (광명동),경기도 광명시 광명동 6-87,14205,37.4891535924,126.8638701696,,187889.095833292,442984.528702383,,000
페가수스클리닉,20260225,0002,폐업,20260319,,,10020,"경기도 김포시 월곶면 김포대학로 30, 1층 102호",경기도 김포시 월곶면 포내리 131-2,10020,37.7249883486,126.5403202772,,159416.661114418,469273.651488823,,000
애견나라 동물병원,20041123,0002,폐업,20050513,02-2616-0909,42.34,14205,경기도 광명시 광복로 45-1 (광명동),경기도 광명시 광명동 6-87,14205,37.4891535924,126.8638701696,,187889.095833292,442984.528702383,,000
서현동물병원,20190724,0002,폐업,20200818,031-763-7622,19.51,12962,"경기도 하남시 신장로 70, 1층 (천현동)",경기도 하남시 천현동 194-23 1층,12962,37.5357940492,127.2097386682,,218470.987637787,448195.458389569,,000
서현동물병원,20200820,0002,폐업,20220520,031-763-7622,0,12962,"경기도 하남시 신장로 70, 1층 (천현동)",경기도 하남시 천현동 194-23,12962,37.5357940492,127.2097386682,,218470.987637787,448195.458389569,,000
참편한 동물병원,20210525,0002,폐업,20211126,031-792-1315,52.38,12919,"경기도 하남시 미사강변대로54번길 80, 메디포레 1층 101,102,103호 (풍산동)","경기도 하남시 풍산동 509-3 1층, 101,102,103호 메디포레",12919,37.5563653469,127.1894039027,,216666.785738183,450484.129995165,,000
인계종합동물병원,20100601,0002,폐업,,,93.82,16488,경기도 수원시 팔달구 효원로307번길 87 (인계동),경기도 수원시 팔달구 인계동 1116-4 꿈에그린 102동 101호,16488,37.2647932771,127.036602425,,203176.825364318,418093.594516366,,000
펫플러스 동물병원,20090416,0002,폐업,,,0,13558,"경기도 성남시 분당구 느티로 16, 젤존타워1 117호 (정자동)",경기도 성남시 분당구 정자동 17-1 젤존타워1 117호,13558,37.3681645175,127.1063150979,,209344.872072563,429572.831324256,,000
튼튼동물병원,20100320,0002,폐업,,,0,13522,"경기도 성남시 분당구 판교로 443, 중앙퍼지마트 101호 (야탑동)",경기도 성남시 분당구 야탑동 533-7 중앙퍼지마트 101호,13522,37.4057346565,127.1231239481,,210829.738772429,433746.144125071,,000
