bizplc_nm,licensg_ymd,bsn_state_nm,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,dat_updt_hr,bizcond_div_nm_info,xcrd_vl,ycrd_vl
#케이팝스타 펫샵,20180102,폐업,031-853-2614,0,11813,경기도 의정부시 송현로**번길 ** (민락동),경기도 의정부시 민락동 ***-*,,2026-01-13 17:25:34,,208021.063,471349.617
7 Dog,20180109,폐업,,0,11812,"경기도 의정부시 송양로 **, 크리스탈써밋 ***호 (낙양동)",경기도 의정부시 낙양동 ***,,2026-01-13 17:25:34,,209512.779560631,472210.314694323
it 끌림,20180327,폐업,,0,11815,"경기도 의정부시 용민로 ***, 폴리프라자* ***호 (민락동)",경기도 의정부시 민락동 ***-*,,2026-01-13 17:25:34,,210335.688088485,472141.230527443
DAL BONG &amp; CAT,20180412,폐업,,0,11666,"경기도 의정부시 호국로****번길 **, *층 (의정부동)",경기도 의정부시 의정부동 ***-**,,2026-01-13 17:25:34,,203266.219843971,471316.67246666
개미남,20180517,폐업,,0,11769,"경기도 의정부시 용민로***번길 *-**, 더하우스 *층 (낙양동)",경기도 의정부시 낙양동 ***-*,,2026-01-13 17:25:34,,208548.617421626,471910.634681538
랍독,20180816,폐업,,0,11779,"경기도 의정부시 추동로**번길 **, ***호 (신곡동)",경기도 의정부시 신곡동 ***-*,,2026-01-13 17:25:34,,205882.075570352,471532.08634488
개펀,20180827,폐업,070-7718-1146,0,11704,"경기도 의정부시 회룡로 ***, *층 (호원동)",경기도 의정부시 호원동 ***,,2026-01-13 17:25:34,,204271.794442729,469254.781215295
퍼피트렌드,20140303,폐업,031-318-0722,0,14968,경기도 시흥시 월곶중앙로**번길 ** (월곶동),경기도 시흥시 월곶동 ***-*,,2026-03-10 21:36:06,,177165.135024169,432111.804978295
도그스타,20140527,폐업,,0,15051,"경기도 시흥시 큰솔로**번길 *, ***호 (정왕동)",경기도 시흥시 정왕동 **** ***호,15119,2026-03-10 21:36:06,,178089.082900961,426688.408587376
샤이니독,20140728,폐업,031-503-4470,0,14948,"경기도 시흥시 수인로****번길 **, *층 (신천동)",경기도 시흥시 신천동 ***-*,,2026-03-10 21:36:07,,180454.183979751,437540.219361674
로얄수족관,20140804,폐업,,0,15066,경기도 시흥시 정왕대로 *** (정왕동),경기도 시흥시 정왕동 ****-*,15119,2026-03-10 21:36:07,,176599.546077229,427145.740913738
엠제이도그,20141222,폐업,,0,15036,"경기도 시흥시 중심상가로 ***, ***호 (정왕동, 에이스프라자)",경기도 시흥시 정왕동 ****-** 에이스프라자 ***호,15119,2026-03-10 21:36:09,,176324.901765416,427171.144403943
Ba둑이Home,20150902,폐업,031-8032-8199,0,14905,"경기도 시흥시 호현로 **, *층 (대야동)",경기도 시흥시 대야동 ***-**,,2026-03-10 21:36:10,,181183.28,438430.885
이리오시개,20151111,폐업,031-504-5055,0,15053,"경기도 시흥시 정왕신길로***번길 **, ***호 (정왕동)",경기도 시흥시 정왕동 ****-* ***호,15119,2026-03-10 21:36:11,,177224.2,427540.151
폼스홀릭,20170117,폐업,,0,14940,"경기도 시흥시 매화*로 **, *층호 (매화동)",경기도 시흥시 매화동 ***-** *층호,,2026-03-10 21:36:12,,183360.547826822,434834.433874091
럽숑,20170526,폐업,031-435-3991,0,14909,"경기도 시흥시 대야로 *, *층 (대야동)",경기도 시흥시 대야동 ***-* *층호,,2026-03-10 21:36:13,,181238.400450615,438037.658013686
야옹아 멍멍해봐,20170811,폐업,031-402-4900,0,15359,"경기도 안산시 단원구 고잔*길 **, ***호, ***호, ***호 (고잔동, 에머랄드빌딩)",경기도 안산시 단원구 고잔동 ***-*,,2026-03-26 22:46:10,,185115.720999982,423972.588048487
소중하개 사랑하개,20171128,폐업,,0,15301,"경기도 안산시 상록구 정재로 ***, ***호 (부곡동)",경기도 안산시 상록구 부곡동 ***-**,,2026-03-26 22:46:10,,187885.988060293,426056.389262185
수족관(홈플러스 안산선부점),20180219,폐업,,0,15368,"경기도 안산시 단원구 삼일로 ***, 홈플러스 *층 (선부동)",경기도 안산시 단원구 선부동 ****-* 홈플러스,,2026-03-26 22:46:10,,183322.266879279,425768.716754194
마또,20180504,폐업,,0,15541,"경기도 안산시 상록구 석호로 ***, 신안코아 ***동 ***호 (본오동)",경기도 안산시 상록구 본오동 *** 신안코아,,2026-03-26 22:46:10,,187960.429281747,421469.517837306
샐럽캣,20180504,폐업,,0,15494,"경기도 안산시 상록구 광덕*로 ***, 신화프라자 *층 ***호 (이동)",경기도 안산시 상록구 이동 *** 신화프라자,,2026-03-26 22:46:10,,186637.281280683,422884.281694248
감동펫,20180508,폐업,,0,15361,"경기도 안산시 단원구 고잔로 ***, 대동조이월드 ***호 (고잔동)",경기도 안산시 단원구 고잔동 ***-* 대동조이월드,,2026-03-26 22:46:10,,185573.701768477,424075.337478471
하나애견,20080415,폐업,032-657-8880,0,,,경기도 부천시 원미구 원미동 **-*,,2026-01-13 17:18:35,,181446.260801652,443573.092460984
쿨펫동물병원,20080421,폐업,032-323-8585,0,,,경기도 부천시 원미구 중동 **** 홈플러스중동점 *층,,2026-01-13 17:18:35,,180055.338981845,444675.457254185
나드리애견,20080430,폐업,032-682-1188,0,,,경기도 부천시 오정구 원종동 ***-**,,2026-01-13 17:18:35,,182714.512853878,446439.731438316
펫 프린스,20081002,폐업,032-341-0855,,,,경기도 부천시 원미구 역곡동 **-* 제이팰리스 가동 ***호,,2026-01-13 17:18:35,,182729.295,442688.12
쿨펫동물병원(이마트),20081007,폐업,,,,,경기도 부천시 원미구 중동 **** 이마트 *층,,2026-01-13 17:18:35,,179059.890468202,444675.160533494
테오퍼피,20081017,폐업,,,,,경기도 부천시 소사구 심곡본동 ***-**,,2026-01-13 17:18:35,,180643.386834583,442066.540979491
길동물병원,20081029,폐업,33218804,,,,경기도 부천시 원미구 중동 ****-*,,2026-01-13 17:18:35,,179841.311289887,444338.514689151
둘리애견,20081202,폐업,032-683-4524,,,,경기도 부천시 오정구 여월동 *-**,,2026-01-13 17:18:35,,182309.523478852,446411.443798475
모델독,20110729,폐업,,,,,경기도 부천시 원미구 중동 ****-* 무광빌딩***호,,2026-01-13 17:18:35,,179844.333207433,444543.687726088
이쁜 강아지,20090814,폐업,,,,,경기도 부천시 원미구 상동 ***,,2026-01-13 17:18:35,,179096.807774426,442923.88818329
메디케어 동물병원,20091029,폐업,,,,,경기도 부천시 원미구 상동 ***-*,,2026-01-13 17:18:35,,178116.472342723,443102.709397873
진돗개,20090521,폐업,,,,,경기도 부천시 오정구 원종동 *** 원종시장 ***호,,2026-01-13 17:18:35,,182788.5200602,446395.563956575
복뎅이애견,20101015,폐업,032-344-3309,,,,경기도 부천시 소사구 소사본동 ***-*,,2026-01-13 17:18:35,,181852.209198918,440968.509777562
샐리동물병원,20100517,폐업,,,,,경기도 부천시 소사구 송내동 ***-*,,2026-01-13 17:18:35,,179708.119544542,442418.596471194
쿨독펫샵,20080710,폐업,031-269-1833,0,,경기도 수원시 팔달구 화양로**번길 **-* (화서동),경기도 수원시 팔달구 화서동 ***-**,,2026-01-13 17:19:36,,199536.945846319,419995.384236633
수지애견,20080710,폐업,,0,16587,경기도 수원시 권선구 정조로 *** (세류동),경기도 수원시 권선구 세류동 ***-*,,2026-01-13 17:19:36,,200906.019106373,417087.501331344
도그앤캣,20080710,폐업,031-212-5079,0,16546,경기도 수원시 영통구 매탄로**번길 *-** (매탄동),경기도 수원시 영통구 매탄동 ****-*,,2026-01-13 17:19:36,,203682.420152919,417415.55504933
가야애견,20080715,폐업,,0,16458,경기도 수원시 팔달구 효원로 ** (매산로*가),경기도 수원시 팔달구 매산로*가 **-*,,2026-01-13 17:19:36,,200760.336369281,418585.026271718
애견사랑,20080715,폐업,031-253-0096,0,,경기도 수원시 팔달구 정조로 *** (중동),경기도 수원시 팔달구 중동 **,,2026-01-13 17:19:36,,201377.208178159,419120.871664555
THE 예쁘개,20080714,폐업,031-258-7644,0,16274,"경기도 수원시 장안구 장안로 **-*, *층 일부 (영화동)",경기도 수원시 장안구 영화동 ***-** *층 일부,,2026-01-13 17:19:36,,200447.457336889,420567.189053406
리프패럿 영통,20220726,폐업,,0,16685,"경기도 수원시 영통구 태장로*번길 **, 영통 플래티넘베이스 씨 ***호 (망포동)",경기도 수원시 영통구 망포동 **-** 영통 플래티넘베이스 씨,,2026-01-13 17:19:37,,204233.376399109,415409.633224681
봄날의 햇살,20220811,폐업,,0,16408,"경기도 수원시 권선구 구운중로**번길 **, ***호 (구운동)",경기도 수원시 권선구 구운동 ***-*,,2026-01-13 17:19:37,,197372.573008196,419317.832659901
로얄독 24시 강아지분양 수원점,20230113,폐업,,0,16663,"경기도 수원시 권선구 동수원로***번길 **, *층 ***호 (권선동, 수원아이파크시티*단지)",경기도 수원시 권선구 권선동 **** 수원아이파크시티*단지,,2026-01-13 17:19:37,,202599.794401948,416089.125805678
수원고양이분양 퍼스트캣직영점,20230214,폐업,,0,16512,"경기도 수원시 영통구 법조로***번길 ***-*, *층 ***호 (하동)",경기도 수원시 영통구 하동 ***-*,,2026-01-13 17:19:37,,206108.697382339,421209.995923165
하이루,20230503,폐업,,0,16307,"경기도 수원시 장안구 송원로**번길 **, ***호 (송죽동)",경기도 수원시 장안구 송죽동 ***-* ***호,,2026-01-13 17:19:37,,200614.473399794,421598.84092264
개땡큐,20230615,폐업,,0,16439,"경기도 수원시 팔달구 동말로**번길 **-*, 진흥빌딩 *층 (화서동)",경기도 수원시 팔달구 화서동 **-** 진흥빌딩,,2026-01-13 17:19:37,,200183.565503732,419838.797175121
베벌리 도그,20231106,폐업,,0,16514,"경기도 수원시 영통구 법조로 **, 광교 SK VIEW Lake A 근린생활 B***호 (하동)",경기도 수원시 영통구 하동 ****-* 광교 SK VIEW Lake,,2026-01-13 17:19:37,,205273.931816708,420610.782510294
레드캣,20240319,폐업,031-202-9285,0,16702,"경기도 수원시 영통구 영일로*번길 **, *(일부)층 (영통동)",경기도 수원시 영통구 영통동 ****-*,,2026-01-13 17:19:37,,206807.11984311,416271.326500088
쿨펫동물병원,20080729,폐업,031-711-7509,,,경기도 성남시 분당구 탄천상로***번길 ** (구미동),경기도 성남시 분당구 구미동 ***,,2026-01-13 17:19:05,,209409.160207927,426451.358939753
DMC(도그파파),20080729,폐업,031-721-7582,,,,경기도 성남시 중원구 성남동 ****,,2026-01-13 17:19:05,,,
미금동물병원,20090715,폐업,031-717-8558,,,"경기도 성남시 분당구 돌마로 **, ***호 (구미동,분당프라자)",경기도 성남시 분당구 구미동 **-* 분당프라자 ***호,,2026-01-13 17:19:05,,209634.838106536,427516.500850969
도그랜드,20090715,폐업,031-716-7975,,,,경기도 성남시 분당구 수내동 **-*,,2026-01-13 17:19:05,,209928.434727344,430567.943405586
프린세스말티즈,20090720,폐업,031-741-7908,,,"경기도 성남시 수정구 수정남로 *** (산성동,지하*층)",경기도 성남시 수정구 산성동 ** 지하*층,,2026-01-13 17:19:05,,213578.924794534,439431.796859048
㈜서울동물병원,20100122,폐업,031-741-8119,,,경기도 성남시 중원구 희망로 *** (금광동),경기도 성남시 중원구 금광동 *,,2026-01-13 17:19:05,,213893.624911779,438041.173983934
㈜신세계이마트 분당점,20110331,폐업,031-710-1053,,,경기도 성남시 분당구 불정로 *** (정자동),경기도 성남시 분당구 정자동 ***,,2026-01-13 17:19:05,,210542.529800466,428535.664844133
똘이야,20150106,폐업,032-661-6979,0,14621,경기도 부천시 원미구 석천로 ** (상동),,,2026-01-13 17:18:35,,178747.741133992,443172.384467513
프렌즈동물병원,20180831,폐업,031-845-2500,0,11692,"경기도 의정부시 호국로 ****, *층 (의정부동)",경기도 의정부시 의정부동 ***-** 제일산부인과,,2026-01-13 17:25:34,,204215.40405255,471214.25539681
한일수족관,20180912,폐업,031-842-6355,0,11692,경기도 의정부시 행복로 ** (의정부동),경기도 의정부시 의정부동 ***-*,,2026-01-13 17:25:34,,204443.821460787,471178.488206663
영진애견,20181008,폐업,031-842-0044,0,11740,"경기도 의정부시 추동로 *, *층 (신곡동)",경기도 의정부시 신곡동 ***-*,,2026-01-13 17:25:34,,204907.898792884,471144.869107685
미스터앤미세스멍 의정부점,20190131,폐업,031-842-4372,0,11695,경기도 의정부시 태평로**번길 ** (의정부동),경기도 의정부시 의정부동 ***-*,,2026-01-13 17:25:34,,204342.372557778,470973.74704353
사랑할개,20181207,폐업,,0,16471,"경기도 수원시 팔달구 중부대로***번길 *, *층 (인계동)",경기도 수원시 팔달구 인계동 ***-*,,2026-01-13 17:19:37,,202602.755978886,419535.346844376
(주)그린아쿠아펫,20121024,폐업,,,14545,"경기도 부천시 원미구 길주로 ***, 홈플러스부천상동점 (상동)",경기도 부천시 원미구 상동 ***-* 홈플러스부천상동점,,2026-01-13 17:18:35,,178267.428293028,444706.144749999
골드애견,20140401,폐업,031-618-8979,0,17911,경기도 평택시 평택로 ** (평택동),경기도 평택시 평택동 **-**,,2026-01-13 17:27:05,,207559.544135947,387954.173194547
뉴현대애견,20130708,폐업,,0,11325,경기도 동두천시 중앙로 *** (생연동),경기도 동두천시 생연동 ***-**,,2026-01-13 17:18:02,,204814.10506276,489779.787110158
펫더월드,20120725,폐업,031-633-0075,0,,경기도 이천시 이섭대천로 지하 **** (증포동),경기도 이천시 증포동 ***-****,,2026-05-11 22:06:34,,240059.142363306,420767.899064471
MJ 컴퍼니,20170801,폐업,,0,18487,"경기도 화성시 동탄구 동탄면 동탄기흥로***번가길 **-*, *층 ***호",경기도 화성시 동탄면 방교리 ***-*,,2026-02-10 21:32:50,,,
도도캣,20160607,폐업,,0,18555,경기도 화성시 만세구 서신면 매화*길 **-**,경기도 화성시 만세구 서신면 매화리 ***,,2026-02-01 10:34:17,,173672.113648467,407502.953777332
러블리퍼피,20160722,폐업,,0,18455,"경기도 화성시 동탄구 노작로 ***, 유정프라자 ***호 (반송동)",경기도 화성시 동탄구 반송동  ***-* 유정프라자,,2026-02-01 10:34:17,,206453.116460945,410981.438153102
해솔동물병원,20151103,폐업,,0,18423,"경기도 화성시 동탄구 동탄원천로 ***-**, ***~***호 (능동)",경기도 화성시 동탄구 능동 ****-*,,2026-02-12 21:32:50,,205070.445058171,412989.591433811
도그캣코리아(펫클럽),20160106,폐업,031-291-1224,0,18316,경기도 화성시 효행구 봉담읍 삼천병마로 ****,경기도 화성시 효행구 봉담읍 동화리 ***-**,,2026-02-01 10:34:17,,195579.609542925,413249.868095206
엔젤펫,20191011,폐업,,0,11510,경기도 양주시 백석읍 중앙로***번길 **,경기도 양주시 백석읍 복지리 *-*,,2026-04-28 22:00:57,,199688.618485588,476534.814724286
댕댕월드,20200324,폐업,,0,11473,"경기도 양주시 옥정동로*다길 **, *층 (옥정동)",경기도 양주시 옥정동 ***-* *층,,2026-04-28 22:00:57,,208103.952220026,479742.054909414
호수도그 강아지분양 애견샵,20201130,폐업,,0,11474,"경기도 양주시 옥정동로 ***, 다올레이크프라자 *층 ***호 (옥정동)",경기도 양주시 옥정동 ****-* 다올레이크프라자 ***호,,2026-04-28 22:00:57,,208649.058351816,480001.316857064
댕댕월드&amp;퍼피,20210208,폐업,,0,11473,"경기도 양주시 옥정동로*나길 **, 폴리프라자* ***호 (옥정동)",경기도 양주시 옥정동 ***-* 폴리프라자* ***호,,2026-04-28 22:00:57,,208153.549108134,479742.042872861
그랑드몽,20220321,폐업,,0,11504,"경기도 양주시 백석읍 중앙로 ***, *층",경기도 양주시 백석읍 오산리 ***-*,,2026-04-28 22:00:57,,198014.680839518,477439.109235103
펫캐슬 강아지고양이분양 애견샵 양주옥정점,20221025,폐업,031-864-3400,0,11473,"경기도 양주시 옥정동로*가길 **, 폴리프라자 *층 **호 (옥정동)",경기도 양주시 옥정동 ***-*,,2026-04-28 22:00:57,,208214.877461498,479741.827520351
햄쥐나라,20230227,폐업,,0,11516,"경기도 양주시 백석읍 양주산성로 ***-**, *층",경기도 양주시 백석읍 가업리 ***,,2026-04-28 22:00:57,,197206.833779185,476771.46608336
댕댕미용,20230327,폐업,031-863-8883,0,11468,"경기도 양주시 새터로 **-*, *층 (옥정동)",경기도 양주시 옥정동 ***-*,,2026-04-28 22:00:57,,207525.257791882,481049.884277842
핫독빌리지,20240320,폐업,,0,11426,경기도 양주시 은현면 은현로***번길 **-**,경기도 양주시 은현면 하패리 ***,11426,2026-04-28 22:00:57,,201709.290766294,487549.738119569
니코르 네일스튜디오,20241023,폐업,,0,11492,"경기도 양주시 고읍남로 **, 더테라스원 *층 *호 (광사동)",경기도 양주시 광사동 ***-* ***호,,2026-04-28 22:00:57,,206945.250487867,476963.464160798
까꿍햄찌,20250221,폐업,,0,11456,"경기도 양주시 회정로 ***, 두리테크 덕정타운 *층 **호 (덕정동)",경기도 양주시 덕정동 ***-* 두리테크 덕정타운,,2026-04-28 22:00:57,,205952.007935825,481622.817109258
러브퍼피,20080714,폐업,031-256-6321,,,경기도 수원시 팔달구 정조로 ***-* (신풍동),경기도 수원시 팔달구 신풍동 *,,2026-01-13 17:19:36,,201290.604768326,420408.558481234
애견사랑,20081106,폐업,031-217-1849,,,,경기도 수원시 영통구 매탄동 ****-**** ***호,,2026-01-13 17:19:36,,204114.987341223,417727.222236609
펫조은나라,20080911,폐업,031-211-0702,0,16263,경기도 수원시 팔달구 매산로***번길 * (중동),경기도 수원시 팔달구 중동 **-*,,2026-01-13 17:19:36,,201413.754325753,419016.687640421
아람 바이오,20080911,폐업,031-243-9692,0,16220,경기도 수원시 장안구 연무로*번길 ** (연무동),경기도 수원시 장안구 연무동 ***-*,,2026-01-13 17:19:36,,202452.529878152,421176.34427153
그린펫동물병원,20080901,폐업,031-223-7589,,,"경기도 수원시 팔달구 효원로 *** (인계동,홈플러스 동수원점(*층))",경기도 수원시 팔달구 인계동 **** 홈플러스 동수원점(*층),,2026-01-13 17:19:36,,202602.629959972,417869.723857315
멍스독스,20100930,폐업,,,,,경기도 부천시 원미구 중동 ****-* 대우마이빌 ***호,,2026-01-13 17:18:35,,179008.924857896,444477.995066867
멍스독스,20110104,폐업,,,,,경기도 부천시 원미구 중동 ****-* 대우마이빌센트럴파크 ***호,,2026-01-13 17:18:35,,179008.924857896,444477.995066867
골드애견,20150120,폐업,031-618-8979,0,17911,경기도 평택시 평택로 ** (평택동),경기도 평택시 평택동 **-**,,2026-01-13 17:27:05,,207559.544135947,387954.173194547
보스 펫,20161103,폐업,,0,16489,경기도 수원시 팔달구 인계로**번길 ** (인계동),경기도 수원시 팔달구 인계동 ****-**,,2026-01-13 17:19:37,,202339.813326952,418229.140341536
아이펫,20170308,폐업,,0,16579,경기도 수원시 권선구 세지로 **-* (세류동),경기도 수원시 권선구 세류동 ****-*,,2026-01-13 17:19:37,,201370.573181691,417069.177879429
펫 빌리지,20170403,폐업,,0,16420,"경기도 수원시 장안구 화산로 **, ***호 (천천동, 천천 푸르지오)",경기도 수원시 장안구 천천동 ***-*,,2026-01-13 17:19:37,,198371.856028836,421082.673193621
알콩 달콩 펫살롱,20170411,폐업,031-227-5220,0,16400,"경기도 수원시 권선구 노림로 *, *층 (호매실동)",경기도 수원시 권선구 호매실동 ***-**,,2026-01-13 17:19:37,,195904.987759005,418289.1843947
은밀하개 위대하개,20170718,폐업,031-308-3636,0,16655,경기도 수원시 권선구 정조로 *** (세류동),경기도 수원시 권선구 세류동 ***-**,,2026-01-13 17:19:37,,200930.076651152,416678.928817133
강성호반려견스쿨(수원점),20170824,폐업,,0,16381,"경기도 수원시 권선구 금곡로 *-*, 지*층 (금곡동)",경기도 수원시 권선구 금곡동 ***-* 지*층,,2026-01-13 17:19:37,,194488.290533422,418507.616052232
브라더스펫,20170901,폐업,031-214-4443,0,16518,경기도 수원시 영통구 월드컵로**번길 ** (원천동),경기도 수원시 영통구 원천동 ***-*,,2026-01-13 17:19:37,,204414.571603699,419138.449056825
낭만고양이(광교점),20171011,폐업,031-212-8260,0,16512,"경기도 수원시 영통구 법조로***번길 **, *층 (하동)",경기도 수원시 영통구 하동 ***-**,,2026-01-13 17:19:37,,206198.450568495,421365.057138796
퍼피스,20171027,폐업,,0,16263,"경기도 수원시 팔달구 정조로 ***, *층 (중동)",경기도 수원시 팔달구 중동 **,,2026-01-13 17:19:37,,201377.208178159,419120.871664555
도미나펫,20150113,폐업,032-345-0630,0,14663,경기도 부천시 원미구 역곡로**번길 ** (역곡동),,,2026-01-13 17:18:35,,182912.474146427,443078.332351559
Groovy Dooggy,20150130,폐업,,0,14537,"경기도 부천시 원미구 길주로 ***, ***,***호 (중동, 골든벨타워)",,,2026-01-13 17:18:35,,178942.559566438,444816.402230322
도그탑,20150302,폐업,,0,14617,경기도 부천시 원미구 부일로***번길 ** (심곡동),경기도 부천시 원미구 심곡동 ***,,2026-01-13 17:18:35,,180096.226069847,442954.81878892
Boong's Home,20150410,폐업,,0,14574,경기도 부천시 원미구 옥산로 * (중동),,,2026-01-13 17:18:35,,180426.824272726,443677.015902217
러브펫 멀티펫샵(부천고강),20150420,폐업,070-7353-3230,0,14411,경기도 부천시 오정구 역곡로***번길 ** (고강동),경기도 부천시 오정구 고강동 ***-*,,2026-01-13 17:18:35,,183724.24582126,447159.30463661
스타일독,20150427,폐업,032-321-3340,0,14544,경기도 부천시 원미구 소향로**번길 **-** (상동),경기도 부천시 원미구 상동 ***-*,,2026-01-13 17:18:35,,177820.724608891,444676.998031042
강사모백화점 애견분양(개아범),20150507,폐업,,0,14769,경기도 부천시 소사구 소사로 *** (소사본동),,,2026-01-13 17:18:35,,181897.477054664,440975.249870677
미스멍 2호점,20150623,폐업,,,14781,경기도 부천시 소사구 소사동로 *** (괴안동),경기도 부천시 소사구 괴안동 ***-*,,2026-01-13 17:18:35,,183319.953296531,441713.294759222
와이앤케이 커머스(주),20150706,폐업,032-324-7067,0,14543,경기도 부천시 원미구 상동로***번길 ** (상동),경기도 부천시 원미구 상동 ***-*,,2026-01-13 17:18:35,,177832.570651833,445094.255389699
캣독(cat dog),20150710,폐업,,0,14576,경기도 부천시 원미구 조마루로***번길 ** (심곡동),경기도 부천시 원미구 심곡동 **-*,,2026-01-13 17:18:35,,180881.259591263,443805.254052812
탑동물병원,20151014,폐업,032-663-8275,0,14714,경기도 부천시 소사구 성주로 *** (심곡본동),경기도 부천시 소사구 심곡본동 ***-*,,2026-01-13 17:18:35,,180625.307360101,442124.685197998
이사벨라돌스 말티즈,20151110,폐업,070-8683-9443,0,14635,경기도 부천시 원미구 부일로 *** (심곡동),경기도 부천시 원미구 심곡동 ***-* *층,,2026-01-13 17:18:35,,180403.707025481,442731.695783704
크림펫,20151201,폐업,,0,14471,경기도 부천시 오정구 삼작로 *** (작동),경기도 부천시 오정구 작동 **-*,,2026-01-13 17:18:35,,183500.926694895,446287.978621875
라이프 독,20151210,폐업,032-345-2340,0,14674,경기도 부천시 원미구 부일로 *** (역곡동),경기도 부천시 원미구 역곡동 **-*,,2026-01-13 17:18:35,,183322.194805742,442650.460365624
부천 강아지분양 베이비몽,20160128,폐업,,0,14544,"경기도 부천시 원미구 소향로**번길 ** (상동, 테마파크)",경기도 부천시 원미구 상동 ***-** ***호,,2026-01-13 17:18:35,,177777.506835431,444738.057623797
똥강아지,20160302,폐업,070-4799-2698,0,14411,"경기도 부천시 오정구 역곡로***번길 ** (고강동, 동림빌딩)",경기도 부천시 오정구 고강동 ***-*,,2026-01-13 17:18:35,,183724.24582126,447159.30463661
좋은강아지,20080520,폐업,84502301,0,11694,경기도 의정부시 태평로 ** (의정부동),,,2026-01-13 17:25:34,,204512.387274231,470584.940289929
퍼피움,20160816,폐업,,0,18470,"경기도 화성시 동탄구 동탄기흥로***번나길 **, *층 (영천동)",경기도 화성시 동탄구 영천동  ***-* *층,,2026-02-01 10:34:17,,208271.728143489,411592.248579567
애견샵 어린왕자,20161018,폐업,031-231-2859,0,18362,경기도 화성시 병점구 용주로 ** (안녕동),경기도 화성시 병점구 안녕동  **-**,,2026-02-01 10:34:17,,201013.070020827,411540.166330803
에나벨라 말티즈,20161111,폐업,,0,18565,경기도 화성시 만세구 우정읍 조암남로 **,경기도 화성시 만세구 우정읍 조암리 ***-**,,2026-02-01 10:34:17,,183908.118430392,398070.572058786
활초 켄넬,20170331,폐업,,0,18278,경기도 화성시 만세구 남양읍 홍난파길**번길 **-*,경기도 화성시 만세구 남양읍 활초리 **,,2026-02-01 10:34:17,,185600.972275596,409355.04192627
도그랑땡,20170417,폐업,,0,18436,"경기도 화성시 동탄구 동탄공원로*길 **-*, ***호 (반송동)",,,2026-02-10 21:32:50,,,
아담스펫 화성점,20170512,폐업,031-355-8557,0,18271,"경기도 화성시 만세구 남양읍 역골로**번길 **, *층",,,2026-02-10 21:32:50,,,
온누리애견,20170726,폐업,031-358-5669,0,18584,경기도 화성시 만세구 장안면 진개골길 ***,경기도 화성시 만세구 장안면 사랑리 ***-*,,2026-02-01 10:34:17,,184744.976696151,396789.473484501
사랑하개,20170905,폐업,031-236-2777,0,18409,경기도 화성시 병점구 병점*로 ** (병점동),경기도 화성시 병점구 병점동  ***-**,,2026-02-01 10:34:17,,203867.438031802,411836.497839255
페로하임,20171016,폐업,,0,18404,"경기도 화성시 병점구 효행로 ****, ***호 (진안동)",경기도 화성시 병점구 진안동  ***-*,,2026-02-01 10:34:17,,203414.344623007,412302.310478941
뷰티풀어컴퍼니,20171120,폐업,,0,18472,경기도 화성시 동탄구 동탄순환대로**길 ** (영천동),경기도 화성시 동탄구 영천동  ***-*,,2026-02-01 10:34:17,,209603.218109843,411405.268602967
터틀바이브랩앤카페,20171121,폐업,,0,18436,"경기도 화성시 동탄구 동탄공원로*길 **-*, *층 (반송동)",경기도 화성시 동탄구 반송동  **-*,,2026-02-01 10:34:17,,205296.407545054,411215.633834917
KGBKENNEL(케이지비켄넬),20221121,폐업,,0,18336,경기도 화성시 효행구 봉담읍 하가등안길 **-**,경기도 화성시 효행구 봉담읍 하가등리 ***-*,,2026-02-01 10:34:18,,194892.230637423,405396.691677498
몽글몽글PET,20221206,폐업,,0,18242,"경기도 화성시 만세구 노들길 *, ***,***호 (새솔동)",경기도 화성시 만세구 새솔동 **-*,18245,2026-02-01 10:34:18,,183966.112542626,419771.621701542
러키켓,20211115,폐업,,0,15036,"경기도 시흥시 서촌상가*길 **, 두원프라자 *층 ***호 (정왕동)",경기도 시흥시 정왕동 ****-* 두원프라자,15119,2026-03-10 21:36:21,,176327.603036557,427289.313910493
위드미펫살롱,20211129,폐업,,0,14923,"경기도 시흥시 은계중앙로 ***, ***호 (은행동)",경기도 시흥시 은행동 ***-**,14923,2026-03-10 21:36:21,,182706.048389493,438015.146514746
영캣하우스&amp;제이엠테크,20220224,폐업,,0,15011,"경기도 시흥시 서울대학로***번길 **-**, 다인로얄팰리스 배곧*차 *층 ***,***호 (배곧동)",경기도 시흥시 배곧동 ***-* 다인로얄팰리스 배곧*차,,2026-03-10 21:36:21,,175953.990514593,429717.307576491
코독스 강아지 배곧점,20220311,폐업,,0,15011,"경기도 시흥시 서울대학로***번길 **, 서영베니스스퀘어 c-**호 (배곧동)",경기도 시흥시 배곧동 *** 서영베니스스퀘어,,2026-03-10 21:36:21,,176072.60072494,429602.843996773
손민제(일회성 분양),20220519,폐업,,0,15010,"경기도 시흥시 서울대학로***번길 **-**, 다인로얄팰리스 배곧*차 ***호 (배곧동)",경기도 시흥시 배곧동 ***-* 다인로얄팰리스 배곧*차,,2026-03-10 21:36:22,,175937.851298615,429781.680517774
퍼펙트독,20220808,폐업,,0,15119,"경기도 시흥시 거북섬로 ***, ***호 (정왕동)",경기도 시흥시 정왕동 ****-*,15119,2026-03-10 21:36:23,,172254.287668597,424594.169992226
