bizplc_nm,bsn_state_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,clsbiz_ymd,tcbiz_bgng_ymd,tcbiz_end_ymd,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,cultur_bizman_div_nm,tot_floor_cnt,circumfr_envrn_nm,faclt_ar,ground_floor_cnt,bsmnt_floor_cnt,buldng_purpos_nm,passway_wdth,light_faclt_ilum_amnt,sngrum_rom_cnt,yongroom_cnt,emgncy_strs_yn,emgnexit_yn,man_dong_ventltn_yn,yongroom_yn,specl_light_yn,sondfaclt_yn,tot_gamemchn_vcnt,provsn_gamesw_nm,first_reg_hr,region_div_nm
한소리,영업중,19960517,"경기도 고양시 덕양구 충경로 49-1,  지층호 (행신동)",경기도 고양시 덕양구 행신동 756-14 지층호,10525,031-971-4998,37.615679693,126.8352373024,,,,,,185385.485573391,457050.05749855,노래연습장업,유통관련업,,,147.04,,,,,,8,2,N,N,N,Y,N,N,,,,
한소리노래연습장,영업중,20021127,"경기도 안양시 만안구 삼덕로 30-1 (안양동,(지하))",경기도 안양시 만안구 안양동 707-377 (지하),14000,,37.3929990617,126.9223446545,,,,,,193053.209052288,432327.48671321,노래연습장업,유통관련업,,,99.0,,,,,,5,2,N,N,N,Y,N,N,,,,
한솔,폐업,20090515,"경기도 수원시 권선구 곡반정로65번길 25, 2층 (곡반정동)",경기도 수원시 권선구 곡반정동 593-6,16672,,37.2347584019,127.0273953901,,20111108,,,,202358.39671931,414758.819003224,노래연습장업,유통관련업,6,기타,139.64,2,,근린생활시설,,,6,6,,,,Y,,,,,,준주거지역
한솔,폐업,20030115,경기도 용인시 처인구 금령로99번길 9  (김량장동),경기도 용인시 처인구 김량장동 133-31,17052,,37.2364476046,127.2069670139,,20050607,,,,218296.098830545,414964.181910863,노래연습장업,유통관련업,6,학교정화(상대),102.2,5,1,근린생활시설,1.0,40.0,7,3,Y,Y,Y,Y,Y,Y,,,,근린상업지역
한솔노래연습장,영업중,20151210,"경기도 용인시 처인구 남사읍 처인성로 69, 2층 (한솔식당)",경기도 용인시 처인구 남사읍 봉명리 48-5,17118,,37.1092606131,127.1391958751,,,,,,212323.73825094,400866.029051968,노래연습장업,유통관련업,3,,168.28,3,,근린생활시설,2.0,92.0,6,1,,,,Y,,,,,,자연녹지지역
한솔노래연습장,영업중,20050316,경기도 하남시 수리북로 37 (덕풍동),경기도 하남시 덕풍동 324,12966,,37.54280933,127.203576079,,,,,,217920.695605218,448971.502285531,노래연습장업,유통관련업,4,기타,124.81,,1,근린생활시설,1.0,40.0,4,1,Y,Y,Y,Y,,Y,,,,근린상업지역
한솔노래연습장,폐업,20031006,경기도 하남시 덕산로 66  (덕풍동),경기도 하남시 덕풍동 558-28,12981,,37.5351473742,127.1963171307,,20120514,,,,217280.316853977,448121.067717932,노래연습장업,유통관련업,4,아파트지역,120.0,,1,근린생활시설,1.0,60.0,4,1,Y,Y,Y,Y,,Y,,,,일반주거지역
한솔노래연습장,폐업,19990624,,경기도 포천시 신읍동 175-2,11145,,37.8979054605,127.2032610019,,20020624,,,,217812.975895017,488386.433735282,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
한송이,폐업,20010116,경기도 화성시 효행구 매송면 화성로 2235,경기도 화성시 효행구 매송면 어천리 432-1,18287,,37.2496856953,126.9108229165,,20040602,,,,192038.351284384,416410.312027622,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
한스,등록취소,20050305,"경기도 수원시 권선구 당진로15번길 56  (당수동,한스프라자 2층(206호207호))",경기도 수원시 권선구 당수동 273-3 한스프라자 2층(206호207호),16376,,37.2920976445,126.9389797091,20110105,,,,,194524.138725798,421119.467234661,노래연습장업,유통관련업,,,151.24,,,,,,7,1,N,N,N,Y,N,N,,,,
한스 노래연습장,폐업,20120106,"경기도 수원시 권선구 당진로15번길 56, 2층 (당수동)",경기도 수원시 권선구 당수동 273-3 2층,16376,,37.2920976445,126.9389797091,,20190813,,,,194524.138725798,421119.467234661,노래연습장업,유통관련업,4,학교정화(상대),151.24,2,,근린생활시설,,,7,1,,Y,,Y,,,,,,일반주거지역
한신코아,영업중,20021224,경기도 성남시 수정구 산성대로 341 (신흥동),경기도 성남시 수정구 신흥동 2463-1,13271,,37.4445643333,127.1520398377,,,,,,213384.428754072,438086.166433136,노래연습장업,유통관련업,,,209.6,,1,,1.0,40.0,14,7,Y,Y,Y,Y,Y,Y,,,,
한씨네노래방,영업중,19990508,,경기도 안성시 금광면 금광리 208,17535,,,,,,,,,,,노래연습장업,유통관련업,,,72.6,,,,,,,,N,N,N,N,N,N,,,,
한양 노래연습장,폐업,19990623,,경기도 동두천시 생연동 592-11,11328,,37.9049661756,127.0531489959,,20020926,,,,204604.791607784,489157.815635991,노래연습장업,유통관련업,,,,,,,1.0,30.0,9,3,N,Y,Y,Y,Y,Y,,,,
한양 노래연습장,폐업,19991201,"경기도 고양시 일산서구 원일로 127-2  (일산동,지층)",경기도 고양시 일산서구 일산동 555 지층,10340,,37.6851143236,126.776425698,,20070110,,,,180213.843222177,464771.359167027,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
한양노래연습장,폐업,20020209,"경기도 양주시 독바위로 65 (덕정동,봉우마을@상가 B01호 (지하1층))",경기도 양주시 덕정동 235-1 봉우마을@상가 B01호 (지하1층),11456,,37.8356245333,127.0640001765,,20140612,,,,205563.88446227,481453.055528791,노래연습장업,유통관련업,,,202.6,,,근린생활시설,,,11,1,N,N,N,Y,N,N,,,,
한양노래연습장,폐업,19990617,경기도 안산시 상록구 학사1길 5  (사동),경기도 안산시 상록구 사동 1171-15,15586,,37.3009655715,126.840736685,,20050728,,,,185809.395,422121.12,노래연습장업,유통관련업,,,109.14,,,,,,8,1,N,N,N,N,N,N,,,,
한울노래연습장,폐업,20160309,"경기도 시흥시 배곧3로 80, 7층 703호 (정왕동, 센터프라자)",경기도 시흥시 정왕동 1772-23 7층 703호,15011,,37.3705347264,126.7290879019,,20200604,,,,175930.289005003,429864.612794522,노래연습장업,유통관련업,,,265.02,,,,,,14,8,,Y,,Y,,,,,,
한일 노래연습장,영업중,20020516,"경기도 수원시 장안구 경수대로 957, 지하1층 (송죽동)",경기도 수원시 장안구 송죽동 495-17 지하1층,16304,,37.3033926275,127.0058428363,,,,,,200446.565923543,422378.859614573,노래연습장업,유통관련업,,,127.84,,,,,,,1,Y,Y,Y,Y,Y,Y,,,,
한일노래연습장,영업중,19990908,,경기도 포천시 관인면 초과리 1-41,11101,,38.158268183,127.2482219773,,,,,,221686.842912386,517289.220675784,노래연습장업,유통관련업,4,기타,115.0,3,1,근린생활시설,1.0,40.0,6,,Y,Y,Y,,Y,Y,,,,일반주거지역
한일노래연습장,영업중,20061121,경기도 평택시 오성면 서동대로 2069,경기도 평택시 오성면 죽리 10-12,17819,,37.0082889184,126.9723197891,,,,,,197470.897848929,389629.170097859,노래연습장업,유통관련업,,,147.51,,,근린생활시설,,,4,1,,,,Y,,,,,,
한일노래연습장,폐업,20010901,경기도 평택시 오성면 서동대로 2069,경기도 평택시 오성면 죽리 10-12,17819,,37.0082889184,126.9723197891,,,,,,197470.897848929,389629.170097859,노래연습장업,유통관련업,,,132.0,,,,2.0,30.0,5,,N,N,N,,N,N,,,,
한일노래연습장,폐업,20021212,경기도 양주시 남면 삼일로639번길 6  ((지하1층)),경기도 양주시 남면 상수리 346 (지하1층),11409,,37.8729598029,126.9948882768,,20100914,,,,199495.190468491,485598.448683337,노래연습장업,유통관련업,,,149.6,,,근린생활시설,,,4,,N,N,N,N,N,N,,,,
한주 노래연습장,폐업,19961116,경기도 의정부시 평화로322번길 20  (호원동),경기도 의정부시 호원동 431-1,11706,,37.7209821933,127.048628446,,20060801,,,,204208.713837563,468727.100693799,노래연습장업,유통관련업,,,241.0,,1,,,,11,,Y,Y,Y,Y,Y,Y,,,,주거지역
한진,영업중,20030319,경기도 광명시 광명로865번길 4 (광명동),경기도 광명시 광명동 288-1,14287,26155449,37.4765451443,126.8525315779,,,,,,186883.439486012,441608.114461382,노래연습장업,유통관련업,,,115.5,,,,,,5,1,N,N,N,Y,N,N,,,,
한진,폐업,19941104,경기도 고양시 덕양구 통일로 769-6  (관산동),경기도 고양시 덕양구 관산동 196-3,10287,031-962-7320,37.6871194221,126.8647576462,,20031212,,,,188005.920781619,464980.170602376,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
한진노래연습장,영업중,20031017,"경기도 고양시 덕양구 통일로 757  (관산동,2층)",경기도 고양시 덕양구 관산동 188-9 2층,10287,,37.6870997068,126.8661188148,,,,,,188115.196950037,464976.066876148,노래연습장업,유통관련업,5,,,4,1,근린생활시설,1.0,45.0,8,1,Y,Y,Y,Y,Y,Y,,,,
한창노래연습장,영업중,20051230,경기도 김포시 양촌읍 양곡1로38번길 36-4,경기도 김포시 양촌읍 양곡리 409-3,10059,031-989-5196,37.6537946683,126.6249793856,,,,,,166840.023201321,461341.063171727,노래연습장업,유통관련업,2,,111.0,2,,근린생활시설,,,1,,,,,Y,,,,,,
한판노래연습장,영업중,20030412,"경기도 평택시 안중읍 안현로서5길 14, 1층",경기도 평택시 안중읍 안중리 305-23,17936,,36.9852453061,126.9288245568,,,,,,193591.703192994,387073.978275358,노래연습장업,유통관련업,,,79.62,,,,2.0,30.0,5,,N,N,N,,N,N,,,,
한판노래연습장,폐업,20050713,"경기도 안산시 단원구 광덕2로 164-12, 401호 (고잔동)",경기도 안산시 단원구 고잔동 716-5 401호,15476,031-475-8525,37.308728636,126.8283010287,,20241230,,,,184708.47197236,422984.543899385,노래연습장업,유통관련업,6,유흥업소밀집지역,265.13,5,1,환경위생시설,2.0,40.0,6,2,Y,N,N,Y,N,N,,,,중심상업지역
한화노래연습장,영업중,20070703,"경기도 안산시 단원구 화랑로 123, 한화꿈에그린아파트 상가동 지하101호 (원곡동)",경기도 안산시 단원구 원곡동 847 한화꿈에그린아파트 상가동,15382,,37.3261357409,126.8020840702,,,,,,182445.816577168,425005.685351653,노래연습장업,유통관련업,,,180.21,,1,근린생활시설,1.0,40.0,7,0,Y,Y,Y,,N,Y,,,,
할리노래연습장,영업중,20070103,경기도 파주시 법원읍 사임당로 838-2,경기도 파주시 법원읍 대능리 84-38,10826,,37.8489899809,126.8739194663,,,,,,188831.279245089,482938.763187014,노래연습장업,유통관련업,3,기타,165.25,3,,근린생활시설,,,,,,,,,,,,,,일반상업지역
핫 노래연습장,영업중,20020507,"경기도 시흥시 옥구상가3길 15-9 (정왕동,(4층))",경기도 시흥시 정왕동 1859-7 (4층),15040,031-319-0656,37.3529882921,126.7226846608,,,,,,175361.479728564,427921.459533916,노래연습장업,유통관련업,,유흥업소밀집지역,95.26,,,근린생활시설,,,2,,N,N,N,,N,N,,,,
핫플레이스코인노래연습장,영업중,20240425,"경기도 수원시 영통구 청명남로 32, 월드프라자 7층 (영통동)",경기도 수원시 영통구 영통동 1010-1 월드프라자,16705,,37.2524736337,127.0757276434,,,,,,206645.947346781,416731.254688214,노래연습장업,유통관련업,7,,35.28,7,2,,,,4,4,,,,Y,,,,,,
핫플코노 오산점,영업중,20220329,"경기도 오산시 성호대로 130, 중앙씨티월1 5층 501,501-1호 (원동)",경기도 오산시 원동 811-8 중앙씨티월1,18139,,37.1484696706,127.0757913493,,,,,,206663.103039806,405187.032452603,노래연습장업,유통관련업,,,262.56,,,,1.0,,27,27,,Y,,Y,,,,,,
항구노래연습장,폐업,20081028,"경기도 평택시 포승읍 연암길 96-1, 2층",경기도 평택시 포승읍 만호리 260-6 2층,17962,,36.9622089457,126.845803303,,20170322,,,,186193.719732311,384524.014776811,노래연습장업,유통관련업,,,163.81,,,,,,,,,,,,,,,,,
항구노래연습장,폐업,20060222,경기도 평택시 포승읍 연암길 96-1,경기도 평택시 포승읍 만호리 260-6,17962,,36.9622089457,126.845803303,,20080717,,,,186193.719732311,384524.014776811,노래연습장업,유통관련업,3,기타,163.81,3,,근린생활시설,1.0,30.0,4,,N,Y,Y,,Y,Y,,,,관리지역
항구노래연습장,폐업,20030411,경기도 평택시 포승읍 연암길 96-1,경기도 평택시 포승읍 만호리 260-6,17962,,36.9622089457,126.845803303,,20080717,,,,186193.719732311,384524.014776811,노래연습장업,유통관련업,,,163.81,,,,2.0,30.0,7,,N,N,N,N,N,N,,,,
항구카리브노래연습장,영업중,19980807,"경기도 시흥시 월곶중앙로 59, 월곶프라자 4층 (월곶동)",경기도 시흥시 월곶동 1014-3 월곶프라자,14963,,37.3885516352,126.7386183971,,,,,,176782.519372257,431860.901250168,노래연습장업,유통관련업,,,154.02,,,,,,6,,N,N,N,,N,N,,,,
항만코인노래연습장,폐업,20200424,"경기도 평택시 포승읍 서동대로 794, 1층",경기도 평택시 포승읍 만호리 313-6,17961,,36.9615873169,126.8557611723,,20260427,,,,187078.309781727,384452.433552709,노래연습장업,유통관련업,2,기타,46.0,2,,근린생활시설,,,5,5,,,,Y,,,,,,관리지역
항아리 노래연습장,영업중,20260224,"경기도 용인시 처인구 이동읍 경기동로676번길 38, 1층",경기도 용인시 처인구 이동읍 송전리 605-1 1층,17136,,37.1377725899,127.1971921463,,,,,,217450.338701711,404015.992862286,노래연습장업,유통관련업,,,141.79,,,,,,5,,,,,,,,,,,
해궁 노래연습장,폐업,20051202,"경기도 의정부시 신흥로 184 (의정부동,5층)",경기도 의정부시 의정부동 590 5층,11655,,37.7325186914,127.0438260235,,20130312,,,,203793.529134881,470005.181560066,노래연습장업,유통관련업,6,기타,162.0,5,1,근린생활시설,1.0,,7,3,Y,Y,Y,Y,Y,Y,,,,일반주거지역
해동 멀티존 노래연습장,폐업,20200617,"경기도 양주시 고읍남로 2, 해동월드타워 2층 204호 (광사동)",경기도 양주시 광사동 651 해동월드타워,11492,,37.7960172985,127.0803847027,,20200619,,,,207013.543002854,477054.438272858,노래연습장업,유통관련업,,,158.79,,,근린생활시설,,,4,4,,,,Y,,,,,,
해든노래연습장,폐업,20020608,"경기도 부천시 소사구 송내대로42번길 44, 2층 (송내동)",경기도 부천시 소사구 송내동 299-24 2층,14720,032-661-2434,37.4870440203,126.7557971028,,20240731,,,,178331.298323108,442787.478347831,노래연습장업,유통관련업,,,173.02,2,,,,,6,2,N,Y,Y,,Y,Y,,,,
해랑노래연습장,영업중,20130829,"경기도 안산시 단원구 부부로2길 21, 지층호 (원곡동)",경기도 안산시 단원구 원곡동 750-12 지층호,15376,,37.3319680523,126.7930448586,,,,,,181589.096821429,425570.641799363,노래연습장업,유통관련업,5,,166.54,4,1,,,,,,,,,,,,,,,
해바라기 노래연습장,영업중,20080923,"경기도 고양시 일산서구 대산로 219, 2층 (대화동)",경기도 고양시 일산서구 대화동 2142-1 한라프라자 2층,10377,031-925-3602,37.6783781033,126.7541847949,,,,,,178245.489270062,464025.919848347,노래연습장업,유통관련업,5,학교정화(상대),248.74,2,,근린생활시설,1.0,72.0,8,1,Y,Y,Y,Y,Y,Y,,,,일반주거지역
해바라기 노래연습장,폐업,20040112,"경기도 오산시 발안로 1250  (벌음동,지층)",경기도 오산시 벌음동 131-5 지층,18104,,37.1384283431,127.0373517747,,,,,,203259.118382395,404060.534326142,노래연습장업,유통관련업,,,147.27,,,,1.0,50.0,3,,Y,Y,Y,,Y,Y,,,,
해바라기노래연습장,폐업,20030711,"경기도 성남시 분당구 야탑로75번길 9, 302,304호 (야탑동, 금호프라자)","경기도 성남시 분당구 야탑동 355-2 금호프라자 302호, 304호",13497,,37.4108481535,127.1268160328,,20181029,,,,211158.555,434323.205,노래연습장업,유통관련업,8,기타,245.43,5,3,근린생활시설,1.0,179.0,8,2,N,Y,N,Y,N,Y,,,,중심상업지역
해변,직권말소,19971215,경기도 화성시 만세구 서신면 해안길 300-10,경기도 화성시 만세구 서신면 제부리 190-39,18553,,37.167654719,126.6182939731,,20081230,,,,166102.627522105,407431.941710819,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
해변,폐업,20020713,경기도 화성시 만세구 서신면 해안길 300-6,경기도 화성시 만세구 서신면 제부리 190-38,18553,,37.1676526236,126.6180124127,,20060112,,,,166070.059239932,407432.487396688,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
해변 노래연습장,폐업,19980203,경기도 시흥시 월곶중앙로46번길 25  (월곶동),경기도 시흥시 월곶동 1004-3,14966,031-315-2673,37.3903726104,126.7414580527,,20050104,,,,177034.463468693,432062.581394508,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
해변 노래연습장,폐업,19980817,"경기도 시흥시 오이도로 207-1  (정왕동,(2층))",경기도 시흥시 정왕동 2031-22 (2층),15015,031-433-6064,37.3423906743,126.6868481083,,20120711,,,,172181.176167094,426753.395287009,노래연습장업,유통관련업,,,136.74,,,,,,,,N,N,N,N,N,N,,,,
해변노래연습장,폐업,20050809,"경기도 시흥시 월곶중앙로46번길 25  (월곶동,지층)",경기도 시흥시 월곶동 1004-3 지층,14966,,37.3903726104,126.7414580527,,20090416,,,,177034.463468693,432062.581394508,노래연습장업,유통관련업,,기타,90.0,,,근린생활시설,1.0,50.0,6,,N,N,N,,N,N,,,,일반상업지역
해븐노래연습장,폐업,20051011,"경기도 안양시 동안구 흥안대로 460 (평촌동,지하1층)",경기도 안양시 동안구 평촌동 72-8 지하1층,14061,,37.3951512139,126.9760706839,,20190328,,,,197815.976128887,432562.307726697,노래연습장업,유통관련업,,,151.17,,,,,,5,,,,,,,,,,,
해비치 노래연습장,영업중,20011010,"경기도 고양시 일산동구 일산로 443, 지하104호 (정발산동, 백석프라자)",경기도 고양시 일산동구 정발산동 1146-3 백석프라자 지하104호,10359,,37.6732406271,126.7773574601,,,,,,180289.874192897,463450.99786274,노래연습장업,유통관련업,,,82.7,,,,,,5,1,N,N,N,Y,N,N,,,,
해성,영업중,20120531,"경기도 수원시 영통구 매영로 268 (영통동,3층)",경기도 수원시 영통구 영통동 63-2 3층,16696,,37.2574570558,127.0654263231,,,,,,205731.268548786,417280.709875493,노래연습장업,유통관련업,,,187.18,3,,,,,9,2,,,,Y,,,,,,
해성,폐업,20001124,경기도 수원시 영통구 영통로 353  (영통동),경기도 수원시 영통구 영통동 64-2,16696,,37.2569240422,127.0651023536,,20071025,,,,205701.847037263,417225.970270378,노래연습장업,유통관련업,4,주택가주변,121.41,3,1,근린생활시설,2.0,40.0,7,2,Y,Y,Y,Y,Y,Y,,,,일반주거지역
해성 노래연습장,폐업,20110311,"경기도 수원시 영통구 매영로 268 (영통동,3층)",경기도 수원시 영통구 영통동 63-2 3층,16696,,37.2574570558,127.0654263231,,20120530,,,,205731.268548786,417280.709875493,노래연습장업,유통관련업,4,,335.13,4,,근린생활시설,,,,,,,,Y,,,,,,일반공업지역
해성노래연습장,폐업,20071025,"경기도 수원시 영통구 매영로 268  (영통동,3층)",경기도 수원시 영통구 영통동 63-2 3층,16696,,37.2574570558,127.0654263231,,20110207,,,,205731.268548786,417280.709875493,노래연습장업,유통관련업,4,기타,187.18,4,,근린생활시설,1.0,40.0,8,1,Y,Y,N,Y,Y,N,,,,일반공업지역
해솔노래연습장,폐업,20110908,"경기도 파주시 미래로 620, 해솔프라자 305호 (와동동)",경기도 파주시 와동동 1301-4 해솔프라자,10895,,37.7324284129,126.7510895506,,20201015,,,,177988.247139332,470021.926836432,노래연습장업,유통관련업,,,174.24,,,,,,6,2,,,,Y,,,,,,
해송 노래연습장,폐업,20000509,경기도 의정부시 발곡로 6 (신곡동),경기도 의정부시 신곡동 719-1 B1,11729,,37.7310667528,127.0554103613,,20210512,,,,204814.801866487,469843.815459468,노래연습장업,유통관련업,,,370.0,,1,,,,14,3,Y,N,Y,Y,,Y,,,,주거지역
해수노래연습장,폐업,19990630,경기도 안양시 동안구 평촌대로 110  (평촌동),경기도 안양시 동안구 평촌동 922-10,14103,,37.3823484177,126.9612946839,,20050421,,,,196502.7608629,431142.156153899,노래연습장업,유통관련업,,,108.98,,,,,,,,N,N,N,N,N,N,,,,
해수노래연습장,폐업,20050421,"경기도 안양시 동안구 평촌대로 110  (평촌동,지하102호)",경기도 안양시 동안구 평촌동 922-10 지하102호,14103,,37.3823484177,126.9612946839,,20060908,,,,196502.7608629,431142.156153899,노래연습장업,유통관련업,,기타,230.05,,,,,,,,N,N,N,N,N,N,,,,상업지역
해신노래연습장,폐업,20060220,"경기도 성남시 중원구 성남대로1148번길 22-1, 2층 (성남동)",경기도 성남시 중원구 성남동 3425 (2층),13367,,37.4327489033,127.1317259936,,20200110,,,,211587.806517965,436741.766318713,노래연습장업,유통관련업,4,주택가주변,80.72,3,1,근린생활시설,1.0,50.0,4,1,Y,Y,Y,Y,Y,Y,,,,일반주거지역
해오름노래방,영업중,20030127,경기도 안성시 개내교1길 8-6 (신건지동),경기도 안성시 신건지동 1-2,17573,,37.013832464,127.2545189763,,,,,,222574.122594401,390266.878259249,노래연습장업,유통관련업,,,149.3,,,,,,4,2,N,N,N,Y,N,N,,,,
해와달,폐업,19990429,경기도 화성시 효행구 정남면 세자로303번길 20,경기도 화성시 효행구 정남면 보통리 77-4,18516,,37.1940318663,126.9777340818,,20050309,,,,197953.53172421,410240.271818733,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
해와달 노래연습장,영업중,20090901,"경기도 부천시 원미구 부일로 482-1, 지층 (심곡동)",경기도 부천시 원미구 심곡동 170-13 지하,14644,,37.485557971,126.783693629,,,,,,180798.112619561,442615.550056542,노래연습장업,유통관련업,5,유흥업소밀집지역,143.34,,1,근린생활시설,1.0,30.0,3,0,Y,Y,Y,,,Y,,,,일반상업지역
해와달 노래연습장,폐업,20011110,경기도 수원시 장안구 수성로290번길 63-34  (영화동),경기도 수원시 장안구 영화동 419-25,16273,,37.2888767294,127.0071562064,,20070521,,,,200564.098144963,420766.725095198,노래연습장업,유통관련업,,,88.0,,1,,,,,2,Y,Y,Y,Y,Y,Y,,,,
해와달노래연습장,영업중,20020207,"경기도 성남시 분당구 매화로 49 (야탑동,지하103호)",경기도 성남시 분당구 야탑동 382-4 지하103호,13505,,37.4119600423,127.1336019198,,,,,,211756.372806662,434435.350740253,노래연습장업,유통관련업,7,학교정화(상대),87.54,5,2,근린생활시설,1.0,38.0,3,,Y,Y,Y,,Y,Y,,,,일반상업지역
해와달노래연습장,영업중,20180209,"경기도 김포시 김포한강8로162번길 10, 502,503호 (마산동)","경기도 김포시 마산동 650-7 502,3호",10068,,37.6363133588,126.6439872036,,,,,,168504.903479118,459389.427864338,노래연습장업,유통관련업,1,아파트지역,142.02,5,,근린생활시설,1.0,40.0,6,1,,Y,Y,Y,,Y,,,,준주거지역
해와달노래연습장,폐업,19991214,"경기도 안산시 단원구 고잔2길 63  (고잔동,안산빌딩 3층)",경기도 안산시 단원구 고잔동 540-15 안산빌딩 3층,15361,,37.3177258246,126.8381525685,,20070330,,,,185582.905947568,423979.142392138,노래연습장업,유통관련업,,,110.78,3,,근린생활시설,,,6,,N,N,N,N,N,N,,,,
해주,폐업,20041014,"경기도 광명시 오리로985번길 6, 2층 (광명동)",경기도 광명시 광명동 158-812 2층,14286,26251928,37.4792087849,126.8533794783,,20140530,,,,186960.634191911,441904.552380419,노래연습장업,유통관련업,2,,133.0,2,,근린생활시설,1.0,,6,2,Y,Y,Y,Y,N,Y,,,,
해태 노래연습장,영업중,19990731,경기도 성남시 중원구 희망로 342 (상대원동),경기도 성남시 중원구 상대원동 2986-3,13241,,37.4362000909,127.1583860983,,,,,,213947.731321647,437129.502081224,노래연습장업,유통관련업,,,100.2,3,,,,,5,,N,N,N,,N,N,,,,
해파리 노래연습장,폐업,20120613,경기도 포천시 소흘읍 솔모루로 40,경기도 포천시 소흘읍 송우리 452-3,11179,031-541-9734,37.8258803172,127.1441211122,,20190819,,,,212622.485245161,480378.539860196,노래연습장업,유통관련업,,,159.4,,1,근린생활시설,,,5,,,,,,,,,,,
해피,폐업,19990719,경기도 안양시 만안구 장내로139번길 55  (안양동),경기도 안양시 만안구 안양동 674-48,13992,,37.3998981615,126.9212409631,,20070830,,,,,,노래연습장업,유통관련업,,,73.53,,,,,,7,5,N,N,N,Y,N,N,,,,
해피,휴업,20030111,경기도 용인시 수지구 정평로 102 (풍덕천동),경기도 용인시 수지구 풍덕천동 697,16836,,37.3231461847,127.0920690374,,,20140411,20150409,,208090.436788132,424573.665008972,노래연습장업,유통관련업,4,학교정화(상대),127.3,3,1,근린생활시설,2.0,40.0,7,2,Y,Y,Y,Y,Y,Y,,,,일반주거지역
해피 노래연습장,등록취소,20101122,"경기도 수원시 권선구 세지로82번길 47, 지하1층 (권선동)",경기도 수원시 권선구 권선동 984-8 지하1층,16564,,37.258455555,127.0205261924,20231013,,,,,201748.722629072,417393.982479267,노래연습장업,유통관련업,4,,125.99,3,1,근린생활시설,,,4,,,,,,,,,,,
해피 노래연습장,영업중,20171024,"경기도 광주시 광주대로 11-13, 2층 (역동)",경기도 광주시 역동 25-21,12758,,37.4078312165,127.2599173317,,,,,,222941.351233719,434002.125189066,노래연습장업,유통관련업,,,134.97,,,근린생활시설,,,1,,,Y,,Y,,Y,,,,상업지역
해피 노래연습장,영업중,20110926,"경기도 수원시 권선구 동수원로58번길 20, 3층 (곡반정동)",경기도 수원시 권선구 곡반정동 584-5 3층,16672,,37.2354304258,127.0263878333,,,,,,202267.919250491,414833.782507667,노래연습장업,유통관련업,6,학교정화(상대),171.6,3,,근린생활시설,,,7,2,Y,,,Y,,,,,,일반주거지역
해피 노래연습장,영업중,20060222,"경기도 성남시 중원구 자혜로16번길 62-1, 지층 (금광동)",경기도 성남시 중원구 금광동 4351 (지층),13179,,37.4450984045,127.1590013439,,,,,,213998.602947022,438117.811141306,노래연습장업,유통관련업,4,주택가주변,86.4,3,1,근린생활시설,1.0,50.0,5,1,N,Y,Y,Y,Y,Y,,,,준주거지역
해피 노래연습장,영업중,20080331,"경기도 수원시 영통구 효원로 387 (매탄동,304호)",경기도 수원시 영통구 매탄동 1267-3 304호,16545,,37.2592421051,127.0439328356,,,,,,203824.816255332,417477.862472209,노래연습장업,유통관련업,,,156.09,,,,1.0,40.0,7,7,N,Y,Y,Y,Y,N,,,,
해피 노래연습장,영업중,20000420,"경기도 성남시 중원구 둔촌대로113번길 2 (성남동,지층)",경기도 성남시 중원구 성남동 4098 지층,13373,,37.4294858094,127.1316854653,,,,,,211585.275687989,436383.042180578,노래연습장업,유통관련업,,,218.86,,1,,2.0,40.0,7,,N,Y,Y,,Y,Y,,,,
해피노래연습장,영업중,20020807,"경기도 성남시 분당구 느티로87번길 15-1 (정자동,지하)",경기도 성남시 분당구 정자동 58-6 지하,13610,,37.3702184194,127.1141423322,,,,,,210039.646055445,429800.507708544,노래연습장업,유통관련업,4,학교정화(상대),36.54,3,1,근린생활시설,1.0,48.0,2,1,Y,Y,Y,Y,Y,Y,,,,일반주거지역
해피노래연습장,영업중,20080912,"경기도 안산시 단원구 보배3길 23 (고잔동,2층)",경기도 안산시 단원구 고잔동 615-17 2층,15272,031-402-9301,37.3309636811,126.8295479634,,,,,,184823.039350389,425451.614132045,노래연습장업,유통관련업,3,,179.5,3,,근린생활시설,,,7,1,N,N,N,Y,N,N,,,,일반주거지역
해피노래연습장,영업중,19931110,"경기도 안양시 동안구 인덕원로24번길 25, 지하1층 (관양동)",경기도 안양시 동안구 관양동 1501-13,13951,,37.4011601253,126.9753396438,,,,,,197745.178858963,433229.102903708,노래연습장업,유통관련업,,,79.61,,,,,,4,0,N,N,N,,N,N,,,,
