licensg_ymd,bizplc_nm,unity_bsn_state_nm,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,sanittn_bizcond_nm,buldng_ground_floor_cnt,buldng_bsmnt_floor_cnt,use_bgng_ground_floor_cnt,use_last_ground_floor_cnt,use_bgng_bsmnt_floor_cnt,use_last_bsmnt_floor_cnt,cdtnl_prmsn_dclr_resn,cdtnl_prmsn_bgng_ymd,cdtnl_prmsn_end_ymd,buldng_posesn_div_nm,whm_cnt,female_enflpsn_cnt,male_enflpsn_cnt,retrvl_dry_cnt,bed_noc,multi_utlz_bizest_yn
19940412,현아세탁소,폐업,폐업,20070525,031-875-9715,10.00,경기도 의정부시 흥선로24번길 19,경기도 의정부시 가능동 712-18,11659,37.7454894387,127.0302391388,일반세탁업,202594.86299518,471444.738518651,일반세탁업,,,,,,,,,,,,,,,,N
19870525,현우세탁소,폐업,폐업,20070510,,10.00,,경기도 의정부시 가능동 619-34,11676,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19880127,현이사,폐업,폐업,20211215,031-984-6204,1.00,"경기도 김포시 북변중로 87 (북변동,외 1필지)",경기도 김포시 북변동 339 외 1필지,,37.6273564939,126.7071999002,일반세탁업,174087.991480813,458378.12084146,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
19940830,현인사,폐업,폐업,20041022,,24.50,경기도 부천시 원미구 부흥로414번길 16,경기도 부천시 원미구 심곡동 160-23,14640,37.4886256987,126.7857004134,일반세탁업,180976.826017966,442955.773039557,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19930330,현주세탁소,폐업,폐업,20211231,031-883-5232,38.28,경기도 여주시 여흥로88번길 20,경기도 여주시 창동 144-9,12627,37.2941086491,127.6339242433,일반세탁업,256135.627407549,421535.444300673,일반세탁업,1,0,0,1,0,0,,,,임대,0,,,1,,N
20140327,현진 명품 크리닝,폐업,폐업,20160217,,26.68,경기도 여주시 여양로 341-10 (오학동),경기도 여주시 오학동 100-5,12637,37.3129630619,127.6439791085,일반세탁업,256991.411700536,423660.211235932,일반세탁업,0,0,1,1,,,,,,,2,,,1,,N
20030609,현진세탁,폐업,폐업,20260224,031-882-9926,41.30,경기도 여주시 가남읍 경충대로 1472-19,경기도 여주시 가남읍 신해리 632 외 15필지,12655,37.2165774247,127.5348162267,일반세탁업,247317.862068851,412930.694397087,일반세탁업,1,,,1,,,,,,임대,,,,1,,N
19880627,현진세탁,폐업,폐업,19920103,,1.00,,경기도 시흥시 대야동 349-1,14906,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20060802,현진세탁,폐업,폐업,20100810,02-2616-4608,27.68,경기도 광명시 목감로 88,경기도 광명시 광명동 779 현진상가 2층,14293,37.4756001951,126.8462515831,일반세탁업,186411.21363788,441502.291714627,일반세탁업,,,,,,,,,,,,,,,,N
20030704,현진세탁소,폐업,폐업,20120821,031-713-1348,28.28,경기도 성남시 분당구 발이봉로 14,경기도 성남시 분당구 수내동 93-7 (1층),13601,37.3652757632,127.1272338331,일반세탁업,,,일반세탁업,3,1,1,1,,,,,,임대,,,,,,N
20101022,현진세탁소,폐업,폐업,20120724,031-881-3318,26.68,경기도 여주시 여양로 341-10,경기도 여주시 오학동 100-5 현진아파트상가 1층 103호,12637,37.3127102872,127.6442946162,일반세탁업,256991.411700536,423660.211235932,일반세탁업,0,0,1,1,,,,,,,2,,,1,,N
20060307,현진세탁소,폐업,폐업,20210405,031-631-0164,21.24,"경기도 이천시 아리역로 37 (송정동,현진에버빌 상가103호)",경기도 이천시 송정동 445 현진에버빌 상가103호,17353,37.2883038879,127.4457688284,일반세탁업,239414.82144838,420760.69783087,일반세탁업,1,0,1,1,0,0,,,,임대,2,,,0,,N
20080731,현진세탁소,영업/정상,영업,,031-693-0507,221.06,"경기도 용인시 기흥구 동백중앙로 75 (중동, 초당마을 현진에버빌 상가동 204호)",경기도 용인시 기흥구 중동 1045 초당마을 현진에버빌 상가동 204호,17013,37.2625539216,127.1603786986,일반세탁업,214077.413211501,417833.997558957,일반세탁업,0,0,2,2,0,0,,,,임대,2,,,1,,N
20081024,현진세탁소,폐업,폐업,20210824,031-864-8647,35.20,"경기도 동두천시 생연로 8, 상가동 201호 (지행동, 현진에버빌아파트)",경기도 동두천시 지행동 691-3 편진에버빌 아파트 상가동 201호,11347,37.8933502885,127.0489087272,일반세탁업,204334.982086737,487880.053307822,일반세탁업,0,0,,,,,,,,임대,1,,,,,N
20080123,현진세탁소,영업/정상,영업,,031-859-7880,35.46,경기도 양주시 고덕로 156,경기도 양주시 덕계동 855 양주덕계현진에버빌 1단지 상가동 105호,11460,37.8069027803,127.0599658775,일반세탁업,205159.849466987,478221.757758216,일반세탁업,0,0,1,1,0,0,,,,임대,1,,,,,N
19980415,현진세탁소,폐업,폐업,20101022,031-881-3318,26.68,,경기도 여주시 오학동 100-4,,,,일반세탁업,,,일반세탁업,3,,,2,,,,,,임대,,,,1,,N
20040701,현진세탁소,폐업,폐업,20250325,031-406-1295,49.14,"경기도 안산시 상록구 석삼말로 226, 1층 (이동)",경기도 안산시 상록구 이동 546-1 1층,15509,37.30991588,126.8620431416,일반세탁업,187699.204442702,423112.71671021,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19920129,현진세탁소,폐업,폐업,19921217,031-692-6756,1.00,경기도 시흥시 복지로99번길 13-1,경기도 시흥시 대야동 441-2,14906,37.4487004818,126.7909755123,일반세탁업,181434.46103771,438526.085337598,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19930202,현진세탁소,폐업,폐업,20010915,,1.00,경기도 시흥시 복지로93번길 16-1,경기도 시흥시 대야동 441-7,14906,37.4488248329,126.7906690888,일반세탁업,181407.563330623,438541.074995324,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20000503,현진세탁소,폐업,폐업,20020226,031-713-1348,33.00,경기도 성남시 분당구 발이봉로 14,경기도 성남시 분당구 수내동 93-7,13601,37.3652757632,127.1272338331,일반세탁업,211198.987774472,429254.659174096,일반세탁업,1,,,,,,,,,,,,,,,N
20030328,현철세탁소,폐업,폐업,20150227,031-674-5811,33.00,"경기도 안성시 중앙5길 20, 1층 (연지동)",경기도 안성시 연지동 73-1,17589,37.0093235205,127.271708691,일반세탁업,224109.903369307,389774.861833519,일반세탁업,1,,,1,,,,,,,,,,,,N
19870506,협동세탁소,폐업,폐업,20120831,031-453-7491,.00,경기도 안양시 동안구 포도원로 11 (호계동),경기도 안양시 동안구 호계동 859-2,,37.3623523219,126.9634143102,일반세탁업,196688.814571829,428921.083124384,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880627,협신사,폐업,폐업,19901119,,1.00,,경기도 시흥시 대야동 109-37,14900,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19881025,협신사,폐업,폐업,20030731,,.00,경기도 안양시 만안구 양화로 100,경기도 안양시 만안구 박달동 68-71,14004,37.4017500497,126.9111145229,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20250930,협진,영업/정상,영업,,,165.00,"경기도 김포시 통진읍 율마로223번길 84-1, 가동",경기도 김포시 통진읍 가현리 513-4,10038,37.6710192873,126.5951822441,일반세탁업,164215.748903594,463257.643634578,일반세탁업,0,0,,,,,,,,임대,2,0,0,0,,N
19990724,협진세탁소,폐업,폐업,20151124,031-921-2269,44.64,"경기도 고양시 일산서구 호수로856번길 56-3 (대화동,번지)",경기도 고양시 일산서구 대화동 2255-11 번지,10383,37.6729059958,126.749749151,일반세탁업,177853.988009515,463417.573949037,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870506,형제,폐업,폐업,20190528,031-446-4080,.00,경기도 안양시 만안구 수리산로55번길 54 (안양동),경기도 안양시 만안구 안양동 431-21,14033,37.3914616094,126.9305806725,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19870508,형제,폐업,폐업,20030731,,.00,,경기도 안양시 만안구 석수동 107 3/5,13960,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19870511,형제,폐업,폐업,20041202,,.00,경기도 연천군 청산면 청신로 83,경기도 연천군 청산면 초성리 439-13,11023,37.9822651192,127.0687477746,일반세탁업,205971.119537716,497721.719982434,일반세탁업,,,,,,,,,,,,,,,,N
19870507,형제 세탁소,영업/정상,영업,,032-671-8682,21.20,경기도 부천시 오정구 오정로244번길 45 (오정동),경기도 부천시 오정구 오정동 552-2,14436,37.527981248,126.7876453749,일반세탁업,181158.705962064,447324.942829985,일반세탁업,,,,,,,,,,,,,,,,N
19870522,형제사,영업/정상,영업,,031-655-1873,33.40,"경기도 평택시 통복시장2로 18-1 (통복동,,5)","경기도 평택시 통복동 97-1 ,5",17893,36.9962328193,127.0848087451,일반세탁업,207488.057021509,388291.51757718,일반세탁업,,,,,,,,,,,,,,,,N
19870519,형제사,폐업,폐업,20100625,031-743-2330,21.90,경기도 성남시 중원구 산성대로414번길 9,경기도 성남시 중원구 금광동 4201,13171,37.4485530522,127.1598335899,일반세탁업,214072.609528797,438501.950302985,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19930423,형제사,폐업,폐업,20020705,,14.57,경기도 부천시 원미구 부흥로373번길 36,경기도 부천시 원미구 심곡동 110-16,14577,37.4929242474,126.7840644581,일반세탁업,180833.940623649,443435.496667863,일반세탁업,,,,,,,,,,,,,,,,N
19890821,형제사,폐업,폐업,20080922,,24.00,경기도 부천시 원미구 부천로57번길 21,경기도 부천시 원미구 심곡동 375-1,14632,37.4896488515,126.7820030578,일반세탁업,180646.394389129,443071.427606783,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920225,형제사,폐업,폐업,20090720,,.00,경기도 안양시 동안구 관악대로389번길 6,경기도 안양시 동안구 관양동 1433-8,13939,37.4051208166,126.9660919792,일반세탁업,196929.316675926,433668.524995932,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20030311,형제사,폐업,폐업,20070618,031-557-3190,.00,경기도 구리시 딸기원중문길 3,경기도 구리시 교문동 306-2,11950,37.6012069928,127.1213017669,일반세탁업,210643.449462271,455439.902714267,일반세탁업,,,,,,,,,,,,,,,,N
19870525,형제사,폐업,폐업,20240314,031-842-8501,11.31,경기도 의정부시 태평로145번길 11 (의정부동),경기도 의정부시 의정부동 214-29,11689,37.7452692406,127.0500360221,일반세탁업,204339.125866072,471421.459343013,일반세탁업,,,,,,,,,,,,,,,,N
19881227,형제사세탁소,영업/정상,영업,,031-242-0208,25.20,경기도 수원시 팔달구 화서문로 39-1 (장안동),경기도 수원시 팔달구 장안동 311-1,16250,37.2852837903,127.0123802508,일반세탁업,201027.921007737,420368.341822332,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920522,형제사세탁소,폐업,폐업,19981022,,.00,경기도 안산시 상록구 일동로 51,경기도 안산시 상록구 일동 616-7 1층,15325,37.3082800127,126.871332834,일반세탁업,188523.443491315,422928.581068307,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20000526,형제사컴퓨터세탁,폐업,폐업,20120807,031-424-1350,.00,경기도 안양시 동안구 관악대로389번길 6 (관양동),경기도 안양시 동안구 관양동 1433-8,13939,37.4051208166,126.9660919792,일반세탁업,196929.316675926,433668.524995932,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20050124,형제세탁,영업/정상,영업,,031-434-0663,42.00,"경기도 안산시 단원구 진흥로128번길 28, 106호 (성곡동, 672-1)",경기도 안산시 단원구 성곡동 672-1 106호,15418,37.3168977409,126.7464179162,일반세탁업,177460.309021091,423905.719351854,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20041230,형제세탁,폐업,폐업,20210330,031-377-7994,30.78,"경기도 오산시 운암로 10 (원동, 청구아파트 상가동 1층 105호)",경기도 오산시 원동 814-4 청구아파트 상가동 1층 105호,18139,37.147164902,127.0764292322,일반세탁업,206717.827509244,405041.439792661,일반세탁업,,,1,1,,,,,,,1,,,,,N
20020515,형제세탁,영업/정상,영업,,031-858-6761,33.00,,경기도 양주시 덕정동 286-9 1층 101호,11451,37.839140443,127.0642181466,일반세탁업,205542.503196259,481867.367960465,일반세탁업,2,1,1,1,,,,,,임대,,,,,,N
20101108,형제세탁,폐업,폐업,20190626,,28.84,"경기도 광명시 소하로 38 (소하동,휴먼시아 상가108호)",경기도 광명시 소하동 1288 휴먼시아 상가108호,14311,37.452187789,126.8823409682,일반세탁업,189549.91584872,438924.330134074,일반세탁업,0,0,,,,,,,,,3,,,0,,N
19880718,형제세탁소,폐업,폐업,20221220,032-655-6997,.00,경기도 부천시 소사구 하우로 322 (심곡본동),경기도 부천시 소사구 심곡본동 733-10,14751,,,일반세탁업,180832.857417378,442219.996981813,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20051223,형제세탁소,폐업,폐업,20081224,,25.18,경기도 용인시 처인구 포곡읍 포곡로118번길 29,경기도 용인시 처인구 포곡읍 둔전리 126-6 1층,17027,37.2687425986,127.2209741947,일반세탁업,219534.368207715,418553.395251977,일반세탁업,2,,1,1,,,,,,임대,,,,,,N
19890610,형제세탁소,폐업,폐업,20210825,031-253-1019,15.00,경기도 수원시 팔달구 세지로377번길 8 (지동),경기도 수원시 팔달구 지동 231-24,16242,37.2842507901,127.0265896992,일반세탁업,202286.326781765,420255.447379864,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19990706,형제세탁소,영업/정상,영업,,031-691-0350,20.15,경기도 평택시 팽성읍 안정쇼핑로 45,경기도 평택시 팽성읍 안정리 37-20,17982,36.9616321149,127.0468822916,일반세탁업,204104.065914173,384448.512700172,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19950825,형제세탁소,영업/정상,영업,,,,"경기도 남양주시 화도읍 먹갓로28번길 36, 가동 101-1호 (도시그린 아파트)",경기도 남양주시 화도읍 묵현리 478-5 도시그린 아파트 가동 101-1호,12157,37.6566160902,127.2786525049,일반세탁업,224516.054128178,461617.125429866,일반세탁업,,,,,,,,,,,,,,,,N
19890809,형제세탁소,폐업,폐업,19981114,,1.00,경기도 시흥시 대야로23번길 1,경기도 시흥시 대야동 472-5,14905,37.4455371553,126.7895470146,일반세탁업,181307.414582718,438174.295046384,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19991022,형제세탁소,폐업,폐업,20030930,031-697-7737,1.00,,경기도 시흥시 장곡동 820 연성2지구숲속마을(아)상가204호,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19980417,형제세탁소,폐업,폐업,20061120,031-291-5430,142.69,경기도 수원시 권선구 상탑로 54,경기도 수원시 권선구 탑동 300-39,16607,37.271468456,126.9771771083,일반세탁업,197904.118857692,418832.295124443,일반세탁업,1,,1,1,,,,,,,,,,,,N
20040924,형제세탁소,폐업,폐업,20190920,031-317-7737,21.42,경기도 시흥시 장곡로 71 (장곡동),경기도 시흥시 장곡동 807 숲속마을 아파트 주상가동,15002,37.3794232534,126.7807623494,일반세탁업,180568.712774796,430740.670405258,일반세탁업,,,2,2,,,,,,,,,,,,N
19980401,형제세탁소,폐업,폐업,20180723,031-851-2663,28.81,경기도 의정부시 충의로57번길 7-20 (용현동),경기도 의정부시 용현동 30-20,11789,37.7359046032,127.0870003262,일반세탁업,207596.950872788,470387.316141388,일반세탁업,,,,,,,,,,,,,,,,N
20100727,형제세탁소,영업/정상,영업,,031-424-7789,43.00,"경기도 의왕시 덕장로 78, 상가동 101호 (청계동, 휴먼시아청계마을)",경기도 의왕시 청계동 966 휴먼시아청계마을 상가동 101호,16008,37.3937622023,127.0008668076,일반세탁업,200062.722409424,432384.015327828,일반세탁업,0,0,,,,,,,,,0,,,0,,N
20020705,형제세탁소,폐업,폐업,20040316,,14.57,경기도 부천시 원미구 부흥로373번길 36,경기도 부천시 원미구 심곡동 110-16,14577,37.4929242474,126.7840644581,일반세탁업,180833.940623649,443435.496667863,일반세탁업,,,,,,,,,,,,,,,,N
19930416,형제세탁소,폐업,폐업,20031020,031-456-3368,15.70,경기도 군포시 당산로135번길 45,경기도 군포시 금정동 758-3,15831,37.3621601229,126.9423883752,일반세탁업,194826.234013269,428900.818403016,일반세탁업,,,,,,,,,,,,,,,,N
20020429,형제세탁소,영업/정상,영업,,032-679-2867,33.00,경기도 부천시 오정구 고강로24번길 34 (원종동),경기도 부천시 오정구 원종동 179-65,14413,37.5300465114,126.807545066,일반세탁업,182917.434662835,447551.696065062,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870516,형제세탁소,폐업,폐업,20220502,031-452-7764,14.26,경기도 군포시 산본로198번길 2 (당동),경기도 군포시 당동 746-15,15839,37.3555254337,126.9461072381,일반세탁업,195155.072248977,428167.115576213,일반세탁업,,,,,,,,,,,,,,,,N
20000322,형제세탁소,폐업,폐업,20020406,,.00,경기도 부천시 오정구 고강로24번길 34,경기도 부천시 오정구 원종동 179-65,14413,37.5300465114,126.807545066,일반세탁업,182917.434662835,447551.696065062,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19931111,형제세탁소,폐업,폐업,20060615,031-241-9332,78.82,경기도 수원시 팔달구 경수대로656번길 33,경기도 수원시 팔달구 우만동 507-31,16237,37.284824066,127.0302073388,일반세탁업,202608.388761619,420316.395175658,일반세탁업,,,,,,,,,,,,,,,,N
20020820,형제세탁소,영업/정상,영업,,031-388-0248,34.17,"경기도 안양시 동안구 관악대로 133, 비산삼성래미안아파트 상가동 161동 212호 (비산동)",경기도 안양시 동안구 비산동 425 비산삼성래미안아파트 상가동 212호,13922,37.399414309,126.9386665107,일반세탁업,,,일반세탁업,0,0,0,0,0,0,,,,,3,,,,,N
20050809,형제세탁소,영업/정상,영업,,031-675-3632,35.03,경기도 안성시 장기로 58 (인지동),경기도 안성시 인지동 384-18,17593,37.004414628,127.2690933032,일반세탁업,223877.923013407,389226.476717044,일반세탁업,1,,,1,,,,,,,,,,,,N
19960726,형제최신컴퓨터크리닝,폐업,폐업,20200831,031-862-3265,.00,경기도 동두천시 중앙로265번길 30 (생연동),경기도 동두천시 생연동 588-18,11328,37.9054583765,127.0522246287,일반세탁업,204528.401600925,489204.851551488,일반세탁업,,,,,,,,,,,,,,,,N
20190530,형제클린,영업/정상,영업,,,198.00,"경기도 화성시 효행구 정남면 서봉로 1074-12, 1층",경기도 화성시 효행구 정남면 신리 134-2,18519,37.1630911211,126.9787579738,세탁업 기타,198047.313587837,406806.706543857,세탁업 기타,0,0,,,,,,,,임대,2,0,0,4,,N
20060913,형진세탁,폐업,폐업,20090128,,65.80,경기도 군포시 엘에스로91번길 83,경기도 군포시 금정동 694-1,15809,37.3677452699,126.9474290991,일반세탁업,195279.512938204,429535.218862499,일반세탁업,,,1,1,,,,,,임대,1,,,,,N
19970813,형통컴퓨터세탁,영업/정상,영업,,,23.43,"경기도 시흥시 복지로71번길 25-1 (대야동, 1층)",경기도 시흥시 대야동 465-1 1층,14905,37.4467070465,126.7877384202,일반세탁업,181147.392358406,438305.725763361,일반세탁업,,,,,,,,,,,,,,,,N
19880820,혜경사,폐업,폐업,20220405,032-341-3537,.00,경기도 부천시 소사구 안곡로 70 (괴안동),경기도 부천시 소사구 괴안동 97,14689,37.4783597781,126.8100467876,일반세탁업,183127.748352315,441812.068935,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19871208,혜광세탁,영업/정상,영업,,031-846-9817,27.00,"경기도 의정부시 시민로157번길 40, 1층 (의정부동)",경기도 의정부시 의정부동 124-8,11694,37.7392934121,127.0523875385,일반세탁업,204547.604409988,470758.930182547,일반세탁업,0,0,1,1,0,0,,,,,1,,,1,,N
19920603,혜림세탁소,폐업,폐업,20040316,,24.79,경기도 가평군 가평읍 굴다리길 11,경기도 가평군 가평읍 대곡리 240-1,12420,37.825903401,127.5137152421,일반세탁업,245152.401645465,480497.207012433,일반세탁업,,,,,,,,,,,,,,,,N
19891027,혜성사,폐업,폐업,20241010,031-874-6638,32.30,경기도 의정부시 가능로97번길 17 (가능동),경기도 의정부시 가능동 651-8,11683,37.7477249503,127.0417462722,일반세탁업,203608.402166429,471693.550678534,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19900302,혜성사,영업/정상,영업,,031-741-8435,14.76,경기도 성남시 중원구 자혜로16번길 31 (금광동),경기도 성남시 중원구 금광동 3898,13178,37.4476352269,127.1603804118,일반세탁업,214120.629904004,438398.790658617,일반세탁업,0,0,0,0,0,0,,,,,1,,,0,,N
19890721,혜성사,폐업,폐업,20170109,031-745-4446,10.00,경기도 성남시 중원구 희망로422번길 16 (금광동),경기도 성남시 중원구 금광동 237,,,,일반세탁업,214143.128920453,437935.567036033,일반세탁업,,,,,,,,,,,,,,,,N
20241016,혜성사,영업/정상,영업,,031-874-6638,32.30,경기도 의정부시 가능로97번길 17 (가능동),경기도 의정부시 가능동 651-8,11683,37.7477249503,127.0417462722,일반세탁업,203608.402166429,471693.550678534,일반세탁업,0,0,,,,,,,,,0,0,0,0,,N
20040721,혜성세탁,폐업,폐업,20120222,031-311-9677,28.40,경기도 시흥시 수인로3394번길 9,경기도 시흥시 신천동 716-11,14904,37.4425915864,126.7823964411,일반세탁업,180672.790973538,437851.075972154,일반세탁업,,,,,,,,,,,,,,,,N
20010716,혜성세탁소,폐업,폐업,20240111,,33.00,경기도 시흥시 신천6길 48 (신천동),경기도 시흥시 신천동 815-22,14947,37.4374744725,126.7769064272,일반세탁업,180186.387680058,437282.611795174,일반세탁업,,,,,,,,,,,,,,,,N
19900430,혜성세탁소,폐업,폐업,19970904,,.00,경기도 안산시 단원구 화정천동로 240,경기도 안산시 단원구 고잔동 660 광운9차상가 사동 105호,15344,37.3260560741,126.8193541286,일반세탁업,183945.49091181,424938.346348284,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20020906,혜성세탁소,폐업,폐업,20040715,031-311-9677,.00,경기도 시흥시 수인로3394번길 9,경기도 시흥시 신천동 716-11,14904,37.4425915864,126.7823964411,일반세탁업,180672.790973538,437851.075972154,일반세탁업,,,,,,,,,,,,,,,,N
19990712,혜성세탁소,폐업,폐업,20030227,031-876-8917,10.00,경기도 의정부시 태평로10번길 22,경기도 의정부시 의정부동 368-4,11698,37.7336510662,127.0500042019,일반세탁업,204336.681935469,470108.641335173,일반세탁업,,,,,,,,,,,,,,,,N
19890621,혜성세탁소,영업/정상,영업,,,,경기도 남양주시 오남읍 진건오남로 836,경기도 남양주시 오남읍 양지리 119-6,12036,37.7007720121,127.2007928732,일반세탁업,217633.933870163,466499.361487589,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20030730,혜성세탁소,영업/정상,영업,,,.00,경기도 의왕시 부곡초등3길 41 (삼동),경기도 의왕시 삼동 144-22,16094,37.3173704952,126.9539714817,일반세탁업,195850.38282027,423932.664597572,일반세탁업,,,,,,,,,,,,,,,,N
19880826,혜성콤퓨터세탁소,폐업,폐업,20030514,,15.60,,경기도 수원시 장안구 조원동 251-2,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20040227,혜영세탁소,폐업,폐업,20100630,,18.00,경기도 광명시 하안로 238,경기도 광명시 하안동 200 2층,14307,37.460676359,126.8853693762,일반세탁업,189729.752712235,439673.226335459,일반세탁업,,,,,,,,,,,,,,,,N
19961014,혜정사세탁소,폐업,폐업,20130701,031-743-2929,.00,경기도 성남시 중원구 박석로 60 (상대원동),경기도 성남시 중원구 상대원동 1030,13245,37.4381601414,127.1661205112,일반세탁업,214629.167325792,437347.279787738,일반세탁업,,,,,,,,,,,,,,,,N
19911230,혜진세탁소,폐업,폐업,20030731,,.00,경기도 안양시 만안구 안양로343번길 31,경기도 안양시 만안구 안양동 695-132,14005,37.4017872307,126.9167974022,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19870525,혜창세탁소,폐업,폐업,20141222,,13.20,경기도 파주시 조리읍 봉천로 22-1,경기도 파주시 조리읍 봉일천리 210-26,10937,37.7432484404,126.8093545292,일반세탁업,183126.989422924,471213.628390989,일반세탁업,,,,,,,,,,임대,,,,,,N
19920821,호계빨래방,폐업,폐업,20120831,031-456-9240,.00,경기도 안양시 동안구 호성로 4 (호계동),경기도 안양시 동안구 호계동 854-10,14128,37.3625267059,126.9631754861,빨래방업,196670.714669196,428939.783778194,빨래방업,0,0,0,,0,,,,,,,,,,,N
20171030,호계빨래방,영업/정상,영업,,031-456-9240,23.18,"경기도 안양시 동안구 흥안대로 519, 아이퍼스트타워 지상6층 601호 (관양동)",경기도 안양시 동안구 관양동 1502-6 아이퍼스트타워,13951,37.4003344455,126.976147584,빨래방업,197818.111875523,433137.578437473,빨래방업,0,0,1,1,0,0,,,,,1,,,2,,N
19970825,호계세탁소Ⅱ,폐업,폐업,20180312,031-456-8449,26.60,"경기도 안양시 동안구 흥안대로109번길 22, 1층 (호계동)",경기도 안양시 동안구 호계동 959-9 지상1층,14116,37.3712059837,126.9570374816,일반세탁업,196124.366131956,429905.236100609,일반세탁업,4,1,1,1,0,0,,,,임대,1,,,1,,N
19910901,호남,폐업,폐업,20101117,,.00,,경기도 연천군 전곡읍 전곡리 5-3,11025,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20091216,호동세탁,영업/정상,영업,,031-223-0239,26.00,경기도 수원시 권선구 덕영대로1145번길 53 (세류동),경기도 수원시 권선구 세류동 1107-21,16589,37.2535935291,127.017444712,일반세탁업,201475.597569082,416853.792626262,일반세탁업,3,1,1,1,0,0,,,,,3,,,1,,N
19951102,호동컴퓨터크리닝,폐업,폐업,20160601,031-417-5196,.00,"경기도 안산시 상록구 식물원로2길 15, 1층 (일동)",경기도 안산시 상록구 일동 573-5 1층,15322,37.3155080754,126.8627181614,일반세탁업,187760.747402705,423731.631278666,일반세탁업,,,,,,,,,,,,,,,,N
20030227,호랑나비세탁소,영업/정상,영업,,031-762-7841,33.00,"경기도 광주시 곤지암읍 경충대로 593, 2층 201호",경기도 광주시 곤지암읍 곤지암리 430-6 201호,12804,37.3498221761,127.3428079828,일반세탁업,230302.811065038,427586.026373406,일반세탁업,3,,1,1,,,,,,,,,,,,N
19940509,호민,폐업,폐업,20240724,031-863-8347,.00,경기도 양주시 남면 개나리5길 17,경기도 양주시 남면 신산리 285-138,11404,37.8960457927,126.9731204976,일반세탁업,197564.119510684,488154.729225366,일반세탁업,,,,,,,,,,,,,,,,N
20080902,호반드라이세탁소,폐업,폐업,20121114,031-274-8639,27.69,,경기도 용인시 기흥구 청덕동 구성택지개발지구8 호반베르디움상가 816동 105호,,,,일반세탁업,,,일반세탁업,0,0,0,0,0,0,,,,임대,3,,,1,,N
20120405,호반명품크리닝,폐업,폐업,20210323,031-217-0058,30.89,"경기도 수원시 영통구 웰빙타운로 70, 근린생활시설동동 1층 107호 (이의동, 광교호반베르디움 )",경기도 수원시 영통구 이의동 1184 광교호반베르디움 근린생활시설동 107호,16222,37.3077401347,127.0424100647,일반세탁업,203808.018834118,422788.134739965,일반세탁업,0,0,1,0,0,0,,,,임대,1,,,1,,N
20140611,호반세탁,영업/정상,영업,,031-851-4466,29.40,"경기도 의정부시 민락로 211, 124동 205호 (민락동, 호반베르디움1차)",경기도 의정부시 민락동 847 호반베르디움1차 124동 205호,11813,37.7444105228,127.1019697973,일반세탁업,208857.741012054,471412.654119865,일반세탁업,0,0,1,1,,,,,,,2,,,1,,N
