bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,buldng_tot_ar,mber_recrut_tot_psncnt,detls_indutype_nm
맥캔리골프클리닉,20050926,,03,폐업,20100202,,,"경기도 성남시 분당구 돌마로 73,  804~806호 (금곡동,우방코아 8층)",경기도 성남시 분당구 금곡동 155 우방코아 8층 804~806호,463805,37.3504017153,127.1100774225,,209679.37,427600.97,골프연습장업,사립,0,,,
아름골프,20051011,,03,폐업,20100303,,,"경기도 성남시 분당구 판교로 442,  501호 (이매동,우일프라자)",경기도 성남시 분당구 이매동 131-6 우일프라자 501호,463806,37.4051480149,127.1228896044,,210809.200753361,433674.566222427,골프연습장업,사립,,,,
김우석골프아카데미,20051226,,03,폐업,20100201,,,"경기도 성남시 분당구 황새울로258번길 10-3  (수내동,대창빌딩 4층)",경기도 성남시 분당구 수내동 8-2 대창빌딩 4층,463825,37.3803032893,127.116428819,,210240.346478398,430919.775706409,골프연습장업,사립,,,,
VIP,20051230,,03,폐업,20100818,,,"경기도 성남시 수정구 산성대로 229  (신흥동,(10층))",경기도 성남시 수정구 신흥동 4239 (10층),461813,37.4392462877,127.1429871268,,212589.222981337,437469.958784497,골프연습장업,사립,,5585.0,,
W스크린골프,20080820,,03,폐업,20111025,,,경기도 수원시 팔달구 중부대로 177  (우만동),경기도 수원시 팔달구 우만동 146-3,442816,37.2777883219,127.0358234108,,203123.592566802,419512.230835032,골프연습장업,사립,0,,,
서수원스크린골프,20080820,,03,폐업,20150603,,,경기도 수원시 권선구 서부로 1632-6 (고색동),경기도 수원시 권선구 고색동 886-15,441812,37.2547198756,126.9749811761,,197728.698871499,416980.460758818,골프연습장업,사립,,,,
스카이 스크린 골프장,20080919,,03,폐업,20210513,,18581,"경기도 화성시 만세구 장안면 3.1만세로 362, 2층",경기도 화성시 만세구 장안면 수촌리 883-17 2층,18581,37.1023266156,126.8426646555,,185938.502785451,400093.439987903,골프연습장업,사립,,,,
GS스크린골프,20080925,,03,폐업,20210901,,18519,경기도 화성시 효행구 정남면 서봉로 1020,경기도 화성시 효행구 정남면 신리 259-9,445967,37.1616263625,126.9736660137,,197603.842982955,406653.782286245,골프연습장업,사립,,597.0,,
서현 스크린골프연습장,20081001,,03,폐업,20111010,,,,"경기도 화성시 만세구 향남읍 행정리 향남택지개발지구 24-2 태성프라자 701,702,703호",445926,,,,,,골프연습장업,사립,0,,,
붐비오스크린골프,20081231,,03,폐업,20210907,,,"경기도 화성시 병점구 경기대로 1078-22 (진안동, J동 201호)",경기도 화성시 병점구 진안동  484-5,445390,37.2112473997,127.0335941276,,202901.625582976,412145.65194919,골프연습장업,사립,,,,
SK스크린골프,20090327,,03,폐업,20231110,,,"경기도 화성시 병점구 화산중앙로64번길 3 (송산동,지하1층)",경기도 화성시 병점구 송산동  165-1 지하1층,445370,37.209708308,127.0117963491,,200981.198670529,411980.037597602,골프연습장업,사립,,,,
Pro X GOLF,20090401,,03,폐업,20160315,,,"경기도 화성시 병점구 효행로 508-4  (안녕동,지하1층)",경기도 화성시 병점구 안녕동  186-170 지하1층,445380,37.206294069,126.9887837318,,198939.106667827,411607.276115474,골프연습장업,사립,,,,
O.K 스크린골프,20090406,,03,폐업,20130423,,,경기도 화성시 마도공단로 26  (남양동),경기도 화성시 만세구 남양읍 남양리 380-20,445010,37.2014523992,126.7983882614,,182030.195208862,411083.290871622,골프연습장업,사립,,,,
홀인원스크린골프,20090511,,03,폐업,20190405,031-8059-0709,,경기도 화성시 만세구 팔탄면 삼천병마로 576 (2동 지하1층),경기도 화성시 만세구 팔탄면 가재리 267-3 2동 지하1층,445911,37.1603812889,126.9305278708,,193731.541709298,406489.398946948,골프연습장업,사립,,,,
제이골프,20090615,,03,폐업,20210513,,18302,"경기도 화성시 효행구 봉담읍 동화길 85, 이원타워 1001호",경기도 화성시 효행구 봉담읍 동화리 599-2,18302,37.2169487198,126.9583817128,,196231.171787667,412784.008032726,골프연습장업,사립,,,,
한양 스크린 골프,20150615,,03,폐업,20171206,031-375-0755,18142,"경기도 오산시 원동로 13 (원동, 3층, 4층)","경기도 오산시 원동 781-11 3층, 4층",447060,37.1426978706,127.0700246992,,206151.276186696,404541.121225478,골프연습장업,사립,,762.0,,
CC 스크린 골프존,20170308,,03,폐업,20220706,031-375-0722,18111,"경기도 오산시 외삼미로5번길 6, 1층 (외삼미동, 제이엘통상)",경기도 오산시 외삼미동 427-1,18111,37.1906070397,127.0527624507,,204602.559483442,409865.512057433,골프연습장업,사립,Y,450.0,,
오산 스크린 대박 골프존,20170413,,03,폐업,20230522,031-378-3545,18143,"경기도 오산시 오산로 164 (원동, 양우프라자)",경기도 오산시 원동 845,18143,37.1414684967,127.0690745758,,206067.040577222,404408.638877875,골프연습장업,사립,,8996.0,,
블랙 스크린 골프 연습장,20171025,,03,폐업,20221208,031-376-8270,18115,"경기도 오산시 경기대로 395, 304,305호 (은계동)","경기도 오산시 은계동 67-17 304호,305호",18115,37.15925612,127.069829575,,206128.633939266,406385.688146914,골프연습장업,사립,,,,
세마골프존타워,20171117,,03,폐업,20221116,,18111,경기도 오산시 외삼미로 27-20 (외삼미동),경기도 오산시 외삼미동 458-5,18111,37.1921962844,127.0534967196,,204677.349930266,410036.512945676,골프연습장업,사립,,791.0,,
세마 독산성 골프존,20190619,,03,폐업,20211013,031-376-2911,18102,"경기도 오산시 독산성로 242, 2층 (지곶동)",경기도 오산시 지곶동 257,18102,37.1778110238,127.0259592127,,202228.038997001,408446.565815551,골프연습장업,사립,,,,
CC스크린골프(별관),20191210,,03,폐업,20220706,031-375-0722,18111,"경기도 오산시 외삼미로5번길 10, 제2동 (외삼미동)",경기도 오산시 외삼미동 428-1,18111,37.1902975459,127.0519643173,,204565.622537019,409862.268158609,골프연습장업,사립,,,,
스마트골프 오산점,20211207,,03,폐업,20230227,,18115,"경기도 오산시 오산로 392, 2층 202호 (궐동)",경기도 오산시 궐동 6-17,18115,37.1617113149,127.0658061104,,205790.863979784,406644.192195471,골프연습장업,사립,,,,
윈스포츠센타,19991202,,03,폐업,20100512,,,,경기도 시흥시 대야동 545 트윈빌딩 4층,429874,,,,,,골프연습장업,사립,,330.0,,
마스터골프클럽,20010522,,03,폐업,20151012,,14908,경기도 시흥시 복지로 96 (대야동),"경기도 시흥시 대야동 568-2 803호, 804호",429874,37.447263341,126.7918143639,,181510.001721431,438365.479097905,골프연습장업,사립,,813.0,,
나이스 골프,20010811,,03,폐업,20110207,,,"경기도 시흥시 진말로 7  (장곡동,중앙프라자 5층)",경기도 시흥시 장곡동 819-2 중앙프라자 5층,429842,37.3780534691,126.7852708047,,180899.565005542,430686.214950238,골프연습장업,사립,,257.0,,
싱싱골프스쿨,20020403,,03,폐업,20210831,,15036,"경기도 시흥시 중심상가로 150, 세은프라자 4층 401호 (정왕동)",경기도 시흥시 정왕동 1731-4 세은프라자,15036,37.346489661,126.7323821519,,176215.725023367,427195.259339524,골프연습장업,사립,,1661.0,,
주영골프클리닉,20021009,,03,폐업,20040116,,,"경기도 시흥시 하중로 235  (하중동,법조타운 5층)",경기도 시흥시 하중동 873-3 법조타운 5층,429252,37.390826509,126.8065796459,,182798.796432034,432106.758582994,골프연습장업,사립,0,264.0,,
월드스포츠센타(골프),20021112,,03,폐업,20140401,40488012,,경기도 시흥시 연성로 95 (하상동),경기도 시흥시 하상동 377-2,429270,37.3909698602,126.8141585219,,183464.121501032,432114.12514358,골프연습장업,사립,,264.0,,
에이스 스크린골프,20130627,,03,폐업,20210319,,10364,"경기도 고양시 일산동구 고봉로 32-20, 401.402호 (장항동, M3 빌딩)",경기도 고양시 일산동구 장항동 736-3 M3 빌딩 401~402호,410837,37.6640588002,126.7661083806,,179294.396584776,462432.699789312,골프연습장업,사립,Y,794.0,,
V1골프 스튜디오,20130819,,03,폐업,20200724,,,"경기도 고양시 일산동구 일산로 235, 지층 (마두동, 백마제일프라자)",경기도 고양시 일산동구 마두동 751-1 백마제일프라자 지층,410810,37.6569834917,126.7881832137,,181239.558915667,461642.986608753,골프연습장업,사립,Y,,,
(주)화인골프클럽,20121004,,03,폐업,20130114,,,경기도 시흥시 산기대학로 105 (정왕동),경기도 시흥시 정왕동 2166-1,429921,37.3479730957,126.7221379802,,175261.167079369,427301.238354067,골프연습장업,사립,,,,
그린골프연습장,20130321,,03,폐업,20170612,,14912,경기도 시흥시 비둘기공원6길 8 (대야동),"경기도 시흥시 대야동 534-3 이산프라자 402,403호",429874,37.4432858715,126.7913996659,,181468.458446694,437924.408845517,골프연습장업,사립,,,,
드림스크린골프,20130828,,03,폐업,20241018,,14912,경기도 시흥시 비둘기공원6길 19 (대야동),경기도 시흥시 대야동 541-19 601호,429874,37.4419679306,126.7910729593,,181441.089864589,437780.105280215,골프연습장업,사립,,,,
라이브스크린골프,20140808,,03,폐업,20200724,031-499-5979,15040,"경기도 시흥시 옥구상가2길 4, 5층 504,505호 (정왕동)","경기도 시흥시 정왕동 1861-4 504,5호",429865,37.3539162976,126.7239961677,,175472.915781436,428022.928984483,골프연습장업,사립,,,,
타임스크린골프,20150427,,03,폐업,20211008,031-432-1417,15066,"경기도 시흥시 중심상가4길 32, 지하1층 (정왕동, 제일빌딩)",경기도 시흥시 정왕동 1744-7 제일빌딩,429861,37.3428034401,126.7366194052,,176589.455060778,426784.652164851,골프연습장업,사립,,2763.0,,
24시 골프,20160126,,03,폐업,20211008,,14902,"경기도 시흥시 서해안로 1613, 2층 (대야동)",경기도 시흥시 대야동 333-19,14902,37.4484977806,126.7872466111,,181105.331013932,438503.156591043,골프연습장업,사립,,866.0,,
킹골프존,20161026,,03,폐업,20211008,,15010,"경기도 시흥시 배곧3로 86, 센터프라자2 7층 701,702,703-1,703-2호 (배곧동)",경기도 시흥시 배곧동 194-2 센터프라자2,15011,37.3702222869,126.7295541408,,175971.233747393,429834.311801204,골프연습장업,사립,,1741.0,,
GV골프 아카데미,20170517,,03,폐업,20210831,031-439-2323,14984,"경기도 시흥시 수인로 2323, 3층 (목감동)",경기도 시흥시 목감동 235-2,14984,37.3866531893,126.8626473949,,187769.784491336,431626.799467535,골프연습장업,사립,,15176.0,,
드림골프,20171107,,03,폐업,20210329,031-475-5599,14988,"경기도 시흥시 목감남서로 9-7, 6층 601,602,603,604호 (조남동)",경기도 시흥시 조남동 659 더 드림,14988,37.3775973944,126.851587277,,186784.457651183,430625.692333627,골프연습장업,사립,,5840.0,,
목감골프앤헬스,20180412,,03,폐업,20210831,031-405-1741,14984,"경기도 시흥시 목감초등길 14-22, 가야상가 지층 (조남동)",경기도 시흥시 조남동 171-18 가야상가,14984,37.3852378798,126.8592818605,,187468.461378283,431470.670342224,골프연습장업,사립,Y,1997.0,,
골프존파크 정왕 중앙 배곧점,20180718,,03,폐업,20210831,031-319-0708,15011,"경기도 시흥시 서울대학로264번길 26-32, 배곧중앙프라자 7층 725~730호 (정왕동)",경기도 시흥시 정왕동 1771-24 배곧중앙프라자,15011,37.3666139281,126.7277276688,,175810.848650867,429428.537944057,골프연습장업,사립,Y,,,
훨라휘트니스,20060131,,03,폐업,20090428,,,,경기도 성남시 수정구 수진동 4541 (3층),461807,37.4390407326,127.1260656506,,211098.701375704,437454.314542607,골프연습장업,사립,,,,
Fitness W,20060310,,03,폐업,20140324,031-602-3232,,"경기도 성남시 분당구 황새울로200번길 9-7  (수내동,현대판테온 204호)",경기도 성남시 분당구 수내동 21-2 현대판테온 204호,463855,37.3777732976,127.1117881496,,209841.308314901,430668.318141244,골프연습장업,사립,,,,
미금스크린골프,20060628,,03,폐업,20100201,,,"경기도 성남시 분당구 돌마로 87  (금곡동,골드프라자 지하 1층)",경기도 성남시 분당구 금곡동 151 골드프라자 지하 1층,463805,37.350389147,127.1117372541,,209828.63512398,427600.340795185,골프연습장업,사립,,,,
어바웃스크린골프수내점,20060912,,03,폐업,20101217,,,"경기도 성남시 분당구 황새울로258번길 10-9,  401호 (수내동)",경기도 성남시 분당구 수내동 8-4 401호,463825,37.3800497344,127.1160686583,,210208.76,430891.3,골프연습장업,사립,,,,
윈스크린골프,20060915,,03,폐업,20100201,,,"경기도 성남시 분당구 대왕판교로 301  (궁내동,2층 일부)",경기도 성남시 분당구 궁내동 281-9 2층 일부,463470,37.3707258908,127.1013662469,,208904.238773727,429858.57756696,골프연습장업,사립,,,,
에이원 골프클럽,20061110,,03,폐업,20090202,031-719-8432,,"경기도 성남시 분당구 내정로 167  (수내동,2,3층)","경기도 성남시 분당구 수내동 28-2 2,3층",463837,37.3738852419,127.1191495816,,210483.545272141,430209.531163469,골프연습장업,사립,0,495.0,,
리치 골프 아카데미,20070208,,03,폐업,20171220,,,"경기도 성남시 수정구 복정로 35  (복정동,리치타운(5층))",경기도 성남시 수정구 복정동 694 리치타운(5층),461831,37.4561611166,127.1271337226,,211179.930693442,439340.291895228,골프연습장업,사립,,,,
에이스 스크린골프 분당구미점,20070529,,03,폐업,20101103,,,"경기도 성남시 분당구 돌마로90번길 4  (구미동,엘레강스플라자 1동 402호, 403호)","경기도 성남시 분당구 구미동 25-2 엘레강스플라자 1동 402호, 403호",463808,37.3497131204,127.1117407355,,209828.895493717,427524.675625291,골프연습장업,사립,,,,
필드로스크린골프,20070531,,03,폐업,20100201,,,"경기도 성남시 분당구 야탑로69번길 8  (야탑동,한주코아 309, 310호)","경기도 성남시 분당구 야탑동 355-4 한주코아 309, 310호",463828,37.4105236992,127.1268289423,,211158.377507215,434275.275563125,골프연습장업,사립,,5640.0,,
리&조 골프센터,20070710,,03,폐업,20100201,031-719-5430,,"경기도 성남시 분당구 내정로173번길 49,  125호 (수내동,궁전프라자Ⅲ 지하)",경기도 성남시 분당구 수내동 33-2 궁전프라자Ⅲ 지하 125호,463838,37.3773719103,127.1158451142,,210186.73117402,430595.894222259,골프연습장업,사립,,,,
아르떼 골프스쿨,20070719,,03,폐업,20080527,,,"경기도 성남시 수정구 시민로 172  (신흥동,(4층))",경기도 성남시 수정구 신흥동 3436-17 (4층),461812,37.4435278752,127.143012004,,212583.914094557,437940.656561172,골프연습장업,사립,0,,,
구띠에골프카페,20070821,,03,폐업,20110322,031-719-7776,,"경기도 성남시 분당구 구미로9번길 17,  101~109호 (구미동,광림빌딩 지하)",경기도 성남시 분당구 구미동 179 광림빌딩 지하 101~109호,463870,37.3399091427,127.1099397555,,209660.537458814,426437.495726339,골프연습장업,사립,,,,
강지만골프아카데미,20140117,,03,폐업,20200707,031-8015-8055,18454,"경기도 화성시 동탄구 동탄반석로 156, 지하1층 01~04호 (반송동, 동탄하이페리온)",경기도 화성시 동탄구 반송동  93-9,445160,37.2023227474,127.0715798696,,206282.047890313,411164.141856201,골프연습장업,사립,,,,
동우골프연습장,19940906,,03,폐업,20080507,,,,경기도 광주시 신현동 산 131-21,464895,37.3559846306,127.1494827294,,,,골프연습장업,사립,0,,,
강남골프연습장(실내),19950901,,03,폐업,20020701,,,,경기도 광주시 초월읍 대쌍령리 104-34,464862,,,,,,골프연습장업,사립,0,,,
파인힐골프연습장,19951011,,03,폐업,20151104,,,경기도 광주시 문형산길47번길 64,경기도 광주시 신현동 395-1,464895,37.3675940025,127.1638924196,,,,골프연습장업,사립,,798.0,,
뉴서울골프연습장,20000301,,03,폐업,20120727,,,경기도 광주시 삼지곡길 95 (삼동),경기도 광주시 삼동 1,464040,37.425222901,127.2095331387,,218600.714657162,435382.867867693,골프연습장업,사립,,83.0,,
임진한골프트레이닝센터,20000817,,03,폐업,20090107,,,,경기도 광주시 송정동 8-12,464901,,,,,,골프연습장업,사립,0,,,
오포골프연습장,20030116,,03,폐업,20150630,,,경기도 광주시 능평로 197,경기도 광주시 능평동 166-16,464892,37.3453032789,127.1770206761,,,,골프연습장업,사립,,,,
오거스타골프연습장,20030402,,03,폐업,20140114,,,경기도 광주시 문형산길 17-27,경기도 광주시 신현동 364-14,464895,37.3608339603,127.160851007,,,,골프연습장업,사립,,,,
율동스크린골프,20061113,,03,폐업,20191017,,,"경기도 광주시 양벌로 325,  201호 (진흥빌딩)",경기도 광주시 양벌동 647-1 진흥빌딩 201호,464926,37.3703777763,127.2464613891,,,,골프연습장업,사립,,,,
광남실내골프연습장,20070109,,03,폐업,20180316,,,,경기도 광주시 태전동 193,464712,37.3869716782,127.2299240008,,220340.421232574,431654.128644214,골프연습장업,사립,,,,
그랜드스크린골프,20070216,,03,폐업,20220614,,,경기도 광주시 신현로 112,경기도 광주시 신현동 372,464895,37.3592592714,127.1586673918,,,,골프연습장업,사립,,,,
L&C스크린골프,20070604,,03,폐업,20090218,,,경기도 광주시 초월읍 경충대로 1003,경기도 광주시 초월읍 쌍동리 16-5 2층,464861,37.3690451247,127.3041318662,,,,골프연습장업,사립,,,,
박&윤 스크린골프,20080415,,03,폐업,20110329,,,경기도 광주시 초월읍 경충대로 1278,경기도 광주시 초월읍 대쌍령리 181-21 2층,464862,37.3885934221,127.2869213251,,225338.101148945,431870.251834833,골프연습장업,사립,,796.0,,
오포실내스크린,20080417,,03,폐업,20200324,,,경기도 광주시 대명대길 18-25,경기도 광주시 능평동 359-10,464921,37.3561047632,127.168291001,,,,골프연습장업,사립,,199.0,,
포시즌스크린골프,20080613,,03,폐업,20160929,,,경기도 광주시 양벌로 193  (2층),경기도 광주시 양벌동 290-6 2층,464896,37.3793560717,127.2552641012,,,,골프연습장업,사립,,793.0,,
밀목스크린골프,20090312,,03,폐업,20230316,,,"경기도 광주시 중앙로 363  (송정동,2층)",경기도 광주시 송정동 427-4 2층,464903,37.4311774608,127.260204489,,222960.250950283,436592.127167604,골프연습장업,사립,,624.0,,
타미나골프크럽,20020419,,03,폐업,20210831,,15002,"경기도 시흥시 장곡로 23, 4층 402,403,406,407,405일부호 (장곡동)",경기도 시흥시 장곡동 823-3,15002,37.3790954387,126.7861645217,,180990.945,430801.077,골프연습장업,사립,,,,
그린골프연습장,20020403,,03,폐업,20040219,,,"경기도 시흥시 은행로 151  (은행동,드림빌딩 2층)",경기도 시흥시 은행동 530-2 드림빌딩 2층,429837,37.4445221709,126.7991996946,,182160.736922267,438060.818115298,골프연습장업,사립,0,218.0,,
경희 스크린 골프,20070528,,03,폐업,20080820,,,"경기도 용인시 기흥구 덕영대로 1811-3, B1호 (하갈동,경희빌딩)",경기도 용인시 기흥구 하갈동 456-4 경희빌딩 B1호,446930,37.250104274,127.0888773946,,207819.680651352,416456.821191214,골프연습장업,사립,,,,
중앙실내 골프연습장,20070601,,03,폐업,20080826,,,"경기도 용인시 기흥구 연원로 35, 601호 (마북동,중앙프라자)",경기도 용인시 기흥구 마북동 548-1 중앙프라자 601호,446511,37.3019077355,127.1102827912,,209708.231630875,422220.290200626,골프연습장업,사립,,,,
Par72 골프연습장,20070903,,03,폐업,20081203,,,"경기도 용인시 기흥구 동백3로11번길 3, 801호 (중동)",경기도 용인시 기흥구 중동 851-4 801호,446529,37.2693569509,127.1532875962,,213524.501561866,418613.321668463,골프연습장업,사립,,,,
굿모닝골프아카데미,20070911,,03,폐업,20151113,070-8111-3275,16824,"경기도 용인시 수지구 고기로45번길 62-1 (동천동,4층)",경기도 용인시 수지구 동천동 402-3 4층,448501,37.3385891922,127.0920223707,,208084.079110134,426286.420330291,골프연습장업,사립,,180.0,,
아이티 휘트니스 실내골프연습장,20070919,,03,폐업,20160629,,17061,경기도 용인시 처인구 중부대로 1354  (김량장동),경기도 용인시 처인구 김량장동 408,449927,37.2345877756,127.1950917701,,217240.844187126,414752.886603239,골프연습장업,사립,,,,
나우스크린골프,20071023,,03,폐업,20240812,031-265-9222,16860,"경기도 용인시 수지구 성복2로 17, 골드프라자1 114,115호 (성복동)",경기도 용인시 수지구 성복동 33-1 골드프라자1,16860,37.3107414111,127.0812686258,,207127.809553669,423202.488409925,골프연습장업,사립,,,,
신봉골프존,20071122,,03,폐업,20210504,031-276-0062,16815,"경기도 용인시 수지구 신봉2로 2 (신봉동,센트럴상가 424, 425, 426호)","경기도 용인시 수지구 신봉동 33 센트럴상가 424, 425, 426호",448833,37.3231779493,127.0779941675,,206837.788928919,424586.150508122,골프연습장업,사립,,19779.0,,
홀인원스크린골프장,20071211,,03,폐업,20221116,031-283-9997,16918,"경기도 용인시 기흥구 구성로 135, 202호 (언남동,천지프라자)",경기도 용인시 기흥구 언남동 255-1 천지프라자 202호,446523,37.2924868974,127.1238137068,,210907.594793674,421175.920824984,골프연습장업,사립,Y,,,
탑골프,20071224,,03,폐업,20130123,031-274-0127,,"경기도 용인시 기흥구 동백5로 21-8  (중동,지스타빌딩 4층)",경기도 용인시 기흥구 중동 830-1 지스타빌딩 4층,446528,37.2770806944,127.152868655,,213491.123758229,419468.579059117,골프연습장업,사립,,,,
스카이 골프존,20080201,,03,폐업,20140523,031-898-0142,,경기도 용인시 기흥구 죽전로 10 (보정동),경기도 용인시 기흥구 보정동 1261-4 장은프라자 701호,446858,37.3202405052,127.1098269848,,209664.333656572,424252.557051969,골프연습장업,사립,,,,
포인트 골프 아카데미,20180828,,03,폐업,20210831,,14995,"경기도 시흥시 승지로60번길 17, 현대프라자 4층 402~404호 (능곡동)",경기도 시흥시 능곡동 758 현대프라자,14995,37.3687417605,126.8125426628,,183330.199662767,429662.426283644,골프연습장업,사립,,,,
GDR아카데미 시흥점,20181220,,03,폐업,20210208,,14910,"경기도 시흥시 복지로 15, 상가동 지하층 B116~117호 (신천동, 시흥5차푸르지오)",경기도 시흥시 신천동 709-32 시흥5차푸르지오,14910,37.4416793445,126.7865538933,,181072.038040894,437733.801613505,골프연습장업,사립,,,,
싱싱골프연습장,20190513,,03,폐업,20210928,031-497-2427,15036,"경기도 시흥시 중심상가로 150, 세은프라자 5층 (정왕동)",경기도 시흥시 정왕동 1731-4 세은프라자,15036,37.346489661,126.7323821519,,176215.725023367,427195.259339524,골프연습장업,사립,,1661.0,,
은계골프아카데미,20191105,,03,폐업,20211008,031-404-7774,14923,"경기도 시흥시 은계번영길 23, 은계타운 7층 701~707호 (은행동)",경기도 시흥시 은행동 646-10 은계타운,14922,37.4371409352,126.8039256944,,182573.835154492,437236.355663787,골프연습장업,사립,,,,
골프타임,20191227,,03,폐업,20220207,031-498-0011,15062,"경기도 시흥시 평안상가4길 21, 시흥관광호텔 지하2층 (정왕동)",경기도 시흥시 정왕동 1622-6 시흥관광호텔,15062,37.3377771272,126.7498217877,,177773.535192366,426231.72750915,골프연습장업,사립,,,,
길산 스크린골프,20200608,,03,폐업,20210310,031-498-9994,15079,"경기도 시흥시 경기과기대로 219, 9층 910호 (정왕동)",경기도 시흥시 정왕동 1277-14,15079,37.3344491118,126.7326514434,,176235.489714091,425857.068686951,골프연습장업,사립,,,,
골프 빌리지,20080320,,03,폐업,20110802,,,"경기도 용인시 기흥구 구갈로60번길 11-1  (구갈동,홍원빌딩 2층)",경기도 용인시 기흥구 구갈동 354-1 홍원빌딩 2층,446569,37.2800115869,127.1126292359,,209918.736756303,419791.554344379,골프연습장업,사립,0,,,
J-Tour 스크린골프,20080408,,03,폐업,20100310,,,"경기도 용인시 기흥구 동백중앙로 205,  702호 (중동,미도타운)",경기도 용인시 기흥구 중동 848-1 미도타운 702호,446529,37.2717133473,127.15149468,,213370.074871258,418872.674503532,골프연습장업,사립,0,,,
에이스 골프존,20080411,,03,폐업,20240422,031-8005-7271,17006,"경기도 용인시 기흥구 동백중앙로 199, 701호 (중동,에이스프라자)",경기도 용인시 기흥구 중동 848-3 에이스프라자 701호,446529,37.2713093829,127.1520604982,,213415.940300868,418827.208593607,골프연습장업,사립,Y,,,
디온 스크린골프,20080417,,03,폐업,20131023,,,,경기도 용인시 기흥구 동백동 2201 골드프라자 A동 1003호,446911,,,,,,골프연습장업,사립,,,,
골프랩 Vol. 1,20080428,,03,폐업,20101108,,,"경기도 용인시 기흥구 죽전로 10,  702호 (보정동,장은프라자)",경기도 용인시 기흥구 보정동 1261-4 장은프라자 702호,446858,37.3202405052,127.1098269848,,209664.333656572,424252.557051969,골프연습장업,사립,0,,,
D300 골프아카데미,20080508,,03,폐업,20250123,031-283-3355,16959,"경기도 용인시 기흥구 새천년로26번길 10 (신갈동,반석빌딩 5층)",경기도 용인시 기흥구 신갈동 718 반석빌딩 5층,446907,37.2883292086,127.1119435461,,209856.296747332,420711.631310581,골프연습장업,사립,Y,,,
벨라인 휘트니스,20071024,,03,폐업,20150806,,,"경기도 성남시 분당구 성남대로 165, 지하1층 C-1,C-8,C-9,C-10,D-10,D-12중 일부호 (금곡동, 천사의도시1차 )","경기도 성남시 분당구 금곡동 161 천사의도시1차 C-1,C-8,C-9,C-10,D-10,D-12중 일부",463805,37.3507565186,127.108336776,,209524.675442983,427639.852581088,골프연습장업,사립,,,,
이일천골프,20071203,,03,폐업,20200723,,,"경기도 성남시 중원구 사기막골로105번길 25 (상대원동,중앙인더스피아 207.208호)",경기도 성남시 중원구 상대원동 144-5 중앙인더스피아 207.208호,462713,37.4404884338,127.1735598142,,215290.24309391,437602.880935543,골프연습장업,사립,,,,
e 골프하우스 성남점,20080129,,03,폐업,20190529,,,"경기도 성남시 수정구 수정로 144  (수진동,지하1층)",경기도 성남시 수정구 수진동 1-1 지하1층,461804,37.4418483486,127.136124136,,211968.801097672,437745.215497028,골프연습장업,사립,,,,
분당그린피아골프,20080331,,03,폐업,20150311,031-701-6478,,경기도 성남시 분당구 새마을로 255 (율동),경기도 성남시 분당구 율동 200-3,463040,37.3896990917,127.1556148471,,213701.849959854,432038.754801312,골프연습장업,사립,,,,
스크린 골프,20080408,,03,폐업,20140902,,,"경기도 성남시 중원구 사기막골로 124,  B206호호 (상대원동,SKN 테크노파크 메가동)",경기도 성남시 중원구 상대원동 190-1 SKN 테크노파크 메가동 B206호호,462807,37.440571342,127.1774934154,,215657.504440664,437557.61664539,골프연습장업,사립,,,,
분당썬스크린골프,20080506,,03,폐업,20131210,031-715-1233,,"경기도 성남시 분당구 미금로33번길 12,  2층호 (구미동,썬미디어빌딩)",경기도 성남시 분당구 구미동 204-6 썬미디어빌딩 2층호,463871,37.3365668605,127.1160191575,,210207.88019695,426065.780038713,골프연습장업,사립,,,,
마음골프,20080508,,03,폐업,20170529,031-707-4090,13591,"경기도 성남시 분당구 서현로210번길 20, 501호 (서현동, 코코프라자)",경기도 성남시 분당구 서현동 248-5 코코프라자 501호,13591,37.3858531759,127.1240368127,,210921.448431351,431547.599479153,골프연습장업,사립,,,,
홀컵3스크린골프,20080526,,03,폐업,20100701,,,"경기도 성남시 중원구 둔촌대로 106  (하대원동,4층)",경기도 성남시 중원구 하대원동 101-28 4층,462838,37.4291937415,127.1305227118,,211495.942989039,436339.361148848,골프연습장업,사립,0,1285.0,,
골프존미금점,20080610,,03,폐업,20201029,,13615,"경기도 성남시 분당구 돌마로 47, 807, 808호 (금곡동, 이코노샤르망)","경기도 성남시 분당구 금곡동 166 이코노샤르망 807호,808호",13615,37.3503741253,127.1071870881,,209443.851792952,427598.796719655,골프연습장업,사립,,,,
현대스크린골프,20080625,,03,폐업,20130226,,,"경기도 성남시 분당구 새마을로 23  (서현동,서현자동차서비스(주) 2층)",경기도 성남시 분당구 서현동 231-16 서현자동차서비스(주) 2층,463050,37.3839794687,127.1330151683,,211710.926417193,431338.837090161,골프연습장업,사립,,,,
