sigun_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,sanittn_bizcond_nm,ratg_div_nm,rk_cnt_faclt_div_nm,factry_prdc_dut_emply_cnt,multi_utlz_bizest_yn,traditn_bizest_apnt_id,traditn_bizest_food_desc
,"경기도 시흥시 은계남로 12, 판매시설동 1층 124호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스,14922,,37.4351025771,126.8037071995,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 정왕동 0 시화지구 58가구 8-4필지,15119,031-497-5683,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 장곡로 23,경기도 시흥시 장곡동 823-2,15002,031-404-0280,37.3790954387,126.7861645217,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 하상로4번길 19, 1층 일부호 (하상동)",경기도 시흥시 하상동 374-10,14977,,37.3912163599,126.8146985276,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서해안로 699, 시흥 프리미엄 아울렛 1층 4000호 (배곧동)",경기도 시흥시 배곧동 36 시흥 프리미엄 아울렛,15010,,37.3796992102,126.7370588161,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 오이도직판장 B동 135호,15015,031-319-8383,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 삼미시장2길 39,경기도 시흥시 신천동 737-14,14948,031-313-1301,37.4402590238,126.784204789,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 호현로 31,경기도 시흥시 신천동 704-33,14904,031-313-0975,37.4431113221,126.7848672031,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서해안로 699, 시흥 프리미엄 아울렛 1층 일부호 (배곧동)",경기도 시흥시 배곧동 36 시흥 프리미엄 아울렛,15010,,37.3794646667,126.7384278982,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 거북섬둘레길 42, 웨이브파크 (정왕동)",경기도 시흥시 정왕동 2721 웨이브파크,15119,,37.3241773184,126.680791543,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 동서로 1111-1, 목감제자교회 지하1층 (논곡동)",경기도 시흥시 논곡동 148-2 목감제자교회,14984,,37.388277401,126.8613006591,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도로 173, B동 73호 (정왕동, 오이도수산물직판장)",경기도 시흥시 정왕동 2003-12 오이도수산물직판장 B동 73호,15015,,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 옥구천동로 402 (정왕동, GS슈퍼 내 일부)",경기도 시흥시 정왕동 1873-3,15027,,37.3567512193,126.7302225709,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 한우물로21번길 20, 1층 103,104호 (거모동)",경기도 시흥시 거모동 1740-1 더하는교회,15071,,37.3441703967,126.7821938431,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 정왕대로 64 (정왕동),경기도 시흥시 정왕동 1861-3,15040,,37.3542557561,126.7235297297,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도중앙로36번길 12 (정왕동),경기도 시흥시 정왕동 2002-11 성신수산시장 12-9호,15015,031-431-5401,37.3458642221,126.688639633,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269 (정왕동, 홈플러스시화점 2층)",경기도 시흥시 정왕동 2166-4 홈플러스시화점 2층,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 시흥대로1073번길 11, 1층 (신천동)",경기도 시흥시 신천동 886-18 1층,14951,,37.4318835235,126.7913715331,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 옥구상가2길 3, 뉴스타프라자 1층 108호 (정왕동)",경기도 시흥시 정왕동 1861-6 뉴스타프라자,15040,,37.3536757588,126.7244277101,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은계번영길 5, 은계푸리마타워 3층 304호 일부호 (은행동)",경기도 시흥시 은행동 646-1 은계푸리마타워,14922,,37.4368568068,126.8015997524,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 시화호수전원2길 51-7, 로얄프라자 1층 105호 (정왕동)",경기도 시흥시 정왕동 2772-1 로얄프라자,15118,,37.3186452597,126.7009067194,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 8,경기도 시흥시 정왕동 2005-3 오이도종합어시장 B-158,15015,031-432-4890,37.3446490932,126.6888897946,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,0,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542 GS마트시흥점,14912,031-731-3415,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장현장곡로 15, 102호 일부(102-1호)호 (장곡동, 시흥장현 예다음 아르테)",경기도 시흥시 장곡동 924 시흥장현 예다음 아르테,14996,,37.3795320742,126.7913222598,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧4로 32-13, 이마트에브리데이 (정왕동)",경기도 시흥시 정왕동 2477-3,15010,,37.376956103,126.7268874805,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, 2층 (정왕동, 이마트 시화점)",경기도 시흥시 정왕동 1734-1 이마트 시화점,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 진말로9번길 24, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 809-10,15002,,37.3784357578,126.7829065286,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 매화2로 17-1,경기도 시흥시 매화동 221-66,14940,031-315-5245,37.4165695704,126.8127724727,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 복지로43번길 22-1,경기도 시흥시 대야동 486-8,14909,031-311-6945,37.4443132027,126.7868680297,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 마유로238번길 26 (정왕동, 롯데마트내)",경기도 시흥시 정왕동 1366-4 롯데마트내,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 신천3길 13,경기도 시흥시 신천동 734,14948,031-315-5111,37.4393242667,126.7846432492,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 죽율로 213,경기도 시흥시 거모동 589-9 105호,15044,,37.357172972,126.77265269,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 호현로 35,경기도 시흥시 신천동 704-27 1층,14904,031-316-2533,37.4435356193,126.7849762122,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 8,"경기도 시흥시 정왕동 2005-3 2,3호",15015,031-319-7015,37.3446490932,126.6888897946,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 옥구상가3길 7-6,경기도 시흥시 정왕동 1859-14,15040,031-488-8846,37.3530401045,126.7237116184,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 대야로 7, 1층 2호 (대야동)",경기도 시흥시 대야동 488-8 1층 2호,14909,,37.4443068245,126.7888012224,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542-0,14912,031-698-6412,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 함송로13번길 27, 대진식자제마트 내 1층 (정왕동)",경기도 시흥시 정왕동 1878-2,15020,,37.3651101625,126.7321134465,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 롯데마트(시흥배곧점) 1층 (정왕동)",경기도 시흥시 정왕동 2537-1 롯데마트(시흥배곧점) 1층호,15011,070-4300-9589,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 금오로 607-1, 1층 일부호 (과림동)",경기도 시흥시 과림동 68-6,14927,031-472-7597,37.4550812609,126.8326249699,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 LG마트내,15079,063-214-0238,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 시흥대로1074번길 5, 스페이스타워 일부호 (은행동)",경기도 시흥시 은행동 288-1 스페이스타워,14921,02-4358-4358,37.4320543214,126.7936643149,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 시흥대로1074번길 5, 스페이스타워 1층 105호일부호 (은행동)",경기도 시흥시 은행동 288-1 스페이스타워,14921,,37.4320543214,126.7936643149,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 오이도종합어시장 A동 133,134호",15015,031-499-5977,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 2층 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,02-3397-6903,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장현순환로 81, 근린생활시설1동 지1층 9호 (장현동, 시흥능곡역 모아미래도 에듀포레)",경기도 시흥시 장현동 산 34 시흥능곡역 모아미래도 에듀포레,14996,,37.3744096409,126.7969159919,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 신천동 104-4,,031-692-2214,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 목감중앙로 47, 1층 (조남동, 일부)",경기도 시흥시 조남동 677,14988,02-2290-5600,37.3735227218,126.854796044,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 남왕길 48-27, 1층 일부호 (목감동)",경기도 시흥시 목감동 410-1,14985,,37.3829831998,126.8623847707,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 죽율로 216 (거모동, 1층)",경기도 시흥시 거모동 523-8 1층,15044,031-432-6093,37.3569846676,126.7728125916,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,0,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 B동 148호,15015,031-433-2526,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 도일로123번길 34 (거모동, 나동101호)",경기도 시흥시 거모동 1745-1 나동101호,15070,031-404-8228,37.343999146,126.7821954732,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269 (정왕동, 홈플러스 시화점 내 행사장)",경기도 시흥시 정왕동 2166-4,15081,032-519-8261,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 군자로 507, 111호 (거모동, 군자프라자)",경기도 시흥시 거모동 1757-1,15068,,37.3447661065,126.7853041907,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 지하층 일부호 (배곧동)",경기도 시흥시 배곧동 202 시흥배곧 롯데마트,15011,,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 식품행사장 1층 일부호 (배곧동)",경기도 시흥시 배곧동 202 시흥배곧 롯데마트,15011,,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,경기도 시흥시 정왕동 2004-3 (A동 79호),15015,,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 능곡로 182, 홈플러스익스프레스 능곡점 내 1층 (능곡동)",경기도 시흥시 능곡동 753 신성프라자,14995,031-791-5618,37.3682632809,126.8108643032,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도9길 6, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 2036-4 101호,15015,,37.3413760062,126.6874122271,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 능곡로 182, 신성프라자 홈플러스익스프레스 능곡점 1층 102호 일부호 (능곡동)",경기도 시흥시 능곡동 753 신성프라자,14995,,37.3682632809,126.8108643032,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 봉우순환로3번길 16 (정왕동),경기도 시흥시 정왕동 2254-10,15047,,37.3586515064,126.7553165116,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원5길 23, 더베스트프라자 4층 401호 (대야동)",경기도 시흥시 대야동 540-1 더베스트프라자,14912,,37.4421973177,126.7902455628,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210 (정왕동, 시화이마트내 2층)",경기도 시흥시 정왕동 1734-1 시화이마트내 2층,15066,031-496-4123,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 매화2로 19,경기도 시흥시 매화동 221-59,14940,031-695-6071,37.4167214799,126.81254507,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 은행동 141-0 대우3차A상가1-1103,,031-698-5160,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 동서로 1106,경기도 시흥시 목감동 202-23,14984,,37.3873759513,126.8612857137,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 마유로238번길 26 (정왕동, 롯데마트시화점)",경기도 시흥시 정왕동 1366-4 롯데마트시화점,15079,070-4300-9589,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 정왕동 산 1734-1 2층,,031-496-4123,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 봉우순환로3번길 58, 1층 (정왕동)",경기도 시흥시 정왕동 2234-9,15047,,37.3583330634,126.7505657543,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,,N,,
,"경기도 시흥시 배곧4로 81-46, 솔로몬프라자 1층 108호 일부호 (정왕동)",경기도 시흥시 정왕동 2468 솔로몬프라자,15010,,37.3746335805,126.7342752428,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 도일로 116, 2층 일부호 (거모동)",경기도 시흥시 거모동 1657-5,15069,,37.3408190087,126.7839642993,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 인선길 39, 근린생활시설A동 2층 202호 일부호 (장곡동, 엘에이치17단지)",경기도 시흥시 장곡동 355-1 엘에이치17단지,15002,,37.3769372001,126.7840163865,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 배곧1로 27-15, 1층 GS슈퍼 매장 일부호 (배곧동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243 한라비발디캠퍼스,15011,,37.3636798562,126.7119931155,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-15, 상가1동 1층 101호 (배곧동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243 한라비발디캠퍼스,15011,,37.3636798562,126.7119931155,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,경기도 시흥시 정왕동 2004-3 오이도종합어시장 A동 167호,15015,031-434-4455,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 도일로 100-3, 1층 일부호 (거모동)",경기도 시흥시 거모동 1669-18,15069,,37.33953135,126.784179729,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 비둘기공원로 28, 2층 (대야동, 롯데마트시흥점)",경기도 시흥시 대야동 542 롯데마트시흥점 2층,14912,,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 LG마트(내),15079,031-673-5420,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 LG마트내,15079,031-496-7710,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,,경기도 시흥시 대야동 542 코오롱마트(내) 1층 즉석코너,,031-842-3466,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장현능곡로 188, 1층 110호 (능곡동)",경기도 시흥시 능곡동 734,14995,031-435-3310,37.3693096033,126.8109902558,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 A-206,207호",15015,031-432-9669,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 승지로59번길 9 (능곡동, 진로할인마트내)",경기도 시흥시 능곡동 731 진로할인마트내,14995,031-232-4935,37.3689587373,126.8095591821,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 호현로73번길 8, 1층 일부호 (대야동)",경기도 시흥시 대야동 463-10,14905,,37.4468421163,126.7862222364,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 신천천서로 22,경기도 시흥시 신천동 734-4,14948,,37.4388895187,126.7842969621,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 복지로 15, 1층 126호 일부호 (신천동, 시흥5차푸르지오)",경기도 시흥시 신천동 709-32 시흥5차푸르지오,14910,,37.4416793445,126.7865538933,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4 홈플러스2층,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 A동 1,2,12,13호",15015,031-433-6691,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로233번길 34, 삼호빌딩 2층 일부호 (정왕동)",경기도 시흥시 정왕동 1600 삼호빌딩,15056,,37.3475783836,126.7418662192,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 삼미시장3길 20,경기도 시흥시 신천동 739-10,14948,031-698-2309,37.4401365112,126.7833242255,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4,15079,031-433-1534,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 B-148호,15015,031-463-9196,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 중심상가4길 18,"경기도 시흥시 정왕동 1739-7 104,105호",15066,031-433-7205,37.3437920567,126.7375690254,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 월곶해안로 133,"경기도 시흥시 월곶동 1013-12 120호,121호",14963,,37.3876563066,126.7353628154,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 협력로 281, 메가폴리스 B동 1층 124호 (정왕동)",경기도 시흥시 정왕동 2164-2 메가폴리스,15080,,37.3518659383,126.7151538858,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 관곡지로 139, 연꽃테마파크 행사장 일원 (하중동)",경기도 시흥시 하중동 271 시흥시농업기술센터,14973,,37.4006890149,126.808386896,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 삼미시장2길 36 (신천동),경기도 시흥시 신천동 739-13,14948,031-311-2512,37.4401574151,126.7837988042,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 수인로 2966, 시흥로컬푸드하나로마트 일부호 (매화동)",경기도 시흥시 매화동 39-1,14931,,37.4209383352,126.8169479595,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 호현로 23, 오성빌딩 2층 일부호 (신천동)",경기도 시흥시 신천동 705-15 오성빌딩,14904,,37.4425239688,126.7846240921,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 정왕대로 210,경기도 시흥시 정왕동 1734-1 이마트 지상2층,15066,031-496-4123,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269 (정왕동, 시화홈플러스 2층)",경기도 시흥시 정왕동 2166-4 시화홈플러스 2층,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 새재로 3, 2동 지하1층 B103호 (장현동, 장현2엔플러스빌)",경기도 시흥시 장현동 542 장현2엔플러스빌,14998,,37.3801754056,126.800973633,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장곡로53번길 12, 숲속마을아파트 (주상가동) 1층 108호 (장곡동)",경기도 시흥시 장곡동 807 숲속마을아파트 (주상가동),15002,031-317-0377,37.3783249969,126.7824783751,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 신천로7번길 22-1 (신천동),경기도 시흥시 신천동 886-31,14951,031-315-4593,37.431669919,126.7918256655,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 수인로 2323 (목감동),경기도 시흥시 목감동 235-2,14984,,37.3866531893,126.8626473949,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계중앙로 115, 1층 105호 (은행동, 시흥은계우미린더퍼스트)",경기도 시흥시 은행동 621 시흥은계우미린더퍼스트,14923,,37.441483793,126.8021106675,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542 GS마트,14912,031-735-0880,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 오이도수산물직판장 A동 91호,15015,031-497-7017,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 목감우회로 39, 목감 시티프라자 108호 (목감동)",경기도 시흥시 목감동 403-1 목감 시티프라자,14985,,37.3819082861,126.8602929025,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 삼미시장2길 39,경기도 시흥시 신천동 737-14,14948,,37.4402590238,126.784204789,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 중심상가로 285, 상가동 지하층 106,107호 (정왕동, 건영아파트)",경기도 시흥시 정왕동 1785-1 건영아파트,15063,031-432-5616,37.3395458477,126.7444757328,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 하상로4번길 3-1,경기도 시흥시 하상동 375-12,14977,031-435-2716,37.3913237646,126.8130143087,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 월곶해안로 133,"경기도 시흥시 월곶동 1013-12 화신수산시장 169,170호",14963,031-318-4528,37.3876563066,126.7353628154,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269, 2층 (정왕동, 홈플러스시화점)",경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 검바위2로 23, 1층 (은행동)",경기도 시흥시 은행동 293-12,14921,031-313-1489,37.4313150707,126.7957963321,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 마유로 415, 역전프라자 1층 103호 일부호 (정왕동)",경기도 시흥시 정왕동 2302 역전프라자,15024,031-365-5057,37.3519417729,126.7405803334,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 시흥대로1073번길 11, 쥴리아드피아노 1층 일부호 (신천동)",경기도 시흥시 신천동 886-18 쥴리아드피아노,14951,,37.4318835235,126.7913715331,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서해안로 699, 1층 (정왕동, 시흥프리미엄아웃렛, 야외행사장)",경기도 시흥시 정왕동 1772-7,15010,,37.3794646667,126.7384278982,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 A동 84,85,86,87,88,89,90,91,92호",15015,031-433-2992,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,,경기도 시흥시 정왕동 1203 정왕시장조합 (내),15119,,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 군자로481번길 20, 태성빌딩 1층 일부호 (거모동)",경기도 시흥시 거모동 1717-1 태성빌딩,15068,,37.3482017036,126.7855313053,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 동서로 770, 일부호 (물왕동)",경기도 시흥시 물왕동 234-1 안산농협 창고시설,14990,,37.3843410162,126.8308012535,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,"경기도 시흥시 정왕동 2004-3 오이도어시장 A동 63,64호",15015,,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 역전로301번길 32, 미래빌딩 1층 일부호 (정왕동)",경기도 시흥시 정왕동 2305-3 미래빌딩,15025,031-488-9799,37.3528763135,126.7373303715,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 178, 광개토빌딩2 105호 (정왕동)",경기도 시흥시 정왕동 1726-2 광개토빌딩2,15036,032-317-9704,37.3478159641,126.7339718777,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,,N,,
,"경기도 시흥시 평안상가1길 1, 시흥식자재마트 지하1층 (정왕동)",경기도 시흥시 정왕동 1622,15062,02-2219-4801,37.3388673438,126.7483320831,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 배곧4로 32-13 (배곧동),경기도 시흥시 배곧동 126,15010,,37.376956103,126.7268874805,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도중앙로36번길 12,경기도 시흥시 정왕동 2002-11 성신수산시장 10-5호,15015,,37.3458642221,126.688639633,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 함송로 24,경기도 시흥시 정왕동 1882-4 세종프라자 109호,15020,031-319-1119,37.3632151301,126.7303936899,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 신천로44번길 9, 1층 일부호 (신천동)",경기도 시흥시 신천동 859-5,14950,,37.4355767017,126.7894716267,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 삼미시장1길 17 (신천동),경기도 시흥시 신천동 737,14948,031-313-4957,37.4404130671,126.7843389729,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
