sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,하나로약국,20090219,경기도 시흥시 평안상가1길 17 (정왕동),경기도 시흥시 정왕1동 1624번지 11호,15062,37.3378418,126.7472359,,폐업,20101115,,177531.408147441,426232.339780906,,
,하나로약국,20101116,"경기도 시흥시 평안상가1길 17, 105호 (정왕동, 석화프라자)","경기도 시흥시 정왕1동 1624번지 11호 104,105호",15062,37.3378418,126.7472359,,영업중,,031-433-9350,177531.408147441,426232.339780906,,
,하나로약국,20080305,경기도 시흥시 평안상가1길 17,경기도 시흥시 정왕동1624-11,15062,37.3378418,126.7472359,,폐업,20090218,,,,,
,하나약국,20000923,경기도 시흥시 장곡로37번길 16 (장곡동),경기도 시흥시 장곡동 817번지 3호,15002,37.3780842,126.7844008,,영업중,,031-318-4613,180834.715227497,430690.009892193,,
,하늘약국,20001023,"경기도 시흥시 복지로 3, 402호 (신천동, 유암타워)",경기도 시흥시 신천동 709번지 6호,14910,37.4403112,126.7868834,,영업중,,031-314-5155,181069.796756902,437596.016829834,,
,하상메디칼약국,19991019,"경기도 시흥시 연성로 83, 104호 (하상동, 현대프라자)",경기도 시흥시 하상동,14977,37.3910252,126.8128362,,영업중,,031-317-0650,183356.947290433,432121.121831122,,
,하중약국,20010928,"경기도 시흥시 하중로 199, 101호 (하중동, 제일빌딩)",경기도 시흥시 하중동 856번지 6호 제일빌딩 101호,14976,37.3939901,126.8050253,,영업중,,031-404-1237,182664.277980228,432450.354781872,,
,하트약국,20170928,"경기도 시흥시 정왕대로 230, 4층 403호 (정왕동, 제일프라자)",경기도 시흥시 정왕동 1734번지 7호 403호,15066,37.3449788,126.738494,,영업중,,031-319-7568,176756.587046982,427023.699054553,,
,한겨레약국,19980923,경기도 시흥시 옥구상가2길 4,경기도 시흥시 정왕동 1861-4 로얄타운109 110 111호,15040,37.3539162,126.7239961,,폐업,20101103,031-499-9599,,,,
,한국당한약국,20070119,경기도 시흥시 삼미시장3길 17 (신천동),경기도 시흥시 신천동 740번지 3호,14948,37.4398306,126.7834288,,폐업,20190331,031-314-1229,180764.308447944,437542.616560879,,
,한나약국,20091210,"경기도 시흥시 마유로 226, 107호 (정왕동, 파인힐오피스텔)",경기도 시흥시 정왕1동 1366번지 14호 파인힐오피스텔  107호,15079,37.3376764,126.7285659,,영업중,,031-319-4100,175875.780062189,426217.270224591,,
,한도온누리약국,19990911,경기도 시흥시 인선길 36 (장곡동),경기도 시흥시 장곡동 818번지 1호,15002,37.377482,126.7846888,,영업중,,031-317-2033,180859.388809125,430623.75109324,,
,한독약국,19991203,경기도 시흥시 동서로 1084 (목감동),경기도 시흥시 목감동 241번지,14984,37.3855041,126.8601832,,폐업,20141218,031-484-9459,187547.281536112,431500.441738811,,
,한라건강약국,20180222,"경기도 시흥시 배곧1로 27-15, 제상가2동 1층 113~114호 (정왕동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243번지 한라비발디캠퍼스 제상가2동 1층 113~114호,15011,37.3633662,126.7136225,,영업중,,031-319-3467,174465.929718868,429126.779076857,,
,한마음약국,20110411,"경기도 시흥시 신천로 88, 1층 (신천동)",경기도 시흥시 신천동 771번지 10호 1층,14950,37.4381165,126.7861581,,폐업,20120217,,181029.983262162,437281.88748681,,
,한빛약국,20050819,경기도 시흥시 호현로 49 (대야동),경기도 시흥시 대야동 484번지 7호,14904,37.4448698,126.7850087,,영업중,,031-312-3610,180898.921131869,438099.694014537,,
,한사랑약국,20090409,경기도 시흥시 하중로 193 (하중동),경기도 시흥시 하중동 856번지 1호 조은프라자 402호,14976,37.3944204,126.8046259,,폐업,20130415,,182624.727655278,432504.40172651,,
,한소망약국,20040819,경기도 시흥시 하상로 40 (하상동),경기도 시흥시 하상동 369번지,14977,37.3942239,126.8126263,,폐업,20121226,031-317-1727,183401.55466949,432441.678483038,,
,한소망약국,20121226,경기도 시흥시  하상로  40 (하상동),경기도 시흥시 하상동 369번지 금호타운아파트,14977,37.3942239,126.8126263,,폐업,20130822,031-317-1727,183401.55466949,432441.678483038,,
,한솔메디칼약국,20080730,,경기도 시흥시 대야동 529번지 4호,,,,,폐업,20090702,031-315-1967,,,,
,한일프라자약국,20040128,경기도 시흥시 중심상가로 146,경기도 시흥시 정왕2동1731-1,15036,37.3467038,126.7320525,,폐업,20110425,031-488-9660,,,,
,한중약국,20071217,경기도 시흥시 정왕시장길 62 (정왕동),경기도 시흥시 정왕동 1189-11,15052,37.3460667,126.7493441,,영업중,,031-499-9185,177717.184072174,427141.828304029,,
,함께하는약국,20230227,"경기도 시흥시 수인로 3330, 연세더바로병원 1층 102호 (대야동)",경기도 시흥시 대야동 418-57 연세더바로병원,14911,37.4394213,126.7887796,,영업중,,031-8042-6337,181234.740780995,437482.353710166,,
,해든미소약국,20140203,"경기도 시흥시 비둘기공원1길 7, 1층 (대야동)",경기도 시흥시 대야동 529번지 4호 1층,14912,37.442228,126.7893522,,폐업,20160314,031-311-6236,181287.491781867,437807.462642537,,
,해든미소약국,20160314,"경기도 시흥시 비둘기공원1길 7, 1층 (대야동)",경기도 시흥시 대야동 529-4번지 1층,14912,37.442228,126.7893522,,폐업,20171220,031-311-6236,181287.491781867,437807.462642537,,
,해든약국,20180622,"경기도 시흥시 비둘기공원1길 23, 유영빌딩 103호 (대야동)",경기도 시흥시 대야동 541-16번지 유영빌딩 103호,14912,37.4415533,126.7910881,,영업중,,031-314-7764,181441.130489032,437732.201014537,,
,해수약국,20010306,"경기도 시흥시 정왕대로 174, 305호 (정왕동, 광개토빌딩)",경기도 시흥시 정왕동1728-20 그라미아빌딩 105호,15036,37.3481553,126.7334942,,영업중,,031-432-5721,176313.285156484,427368.540805943,,
,행복약국,20100111,경기도 시흥시 수인로 3370 (신천동),경기도 시흥시 신천동 712번지 10호 4층,14910,37.4410007,126.7846385,,폐업,20131001,,180871.719597185,437674.121162492,,
,행복이 열리는 건강약국,20120314,"경기도 시흥시 마유로238번길 26, 1층 (정왕동, 롯데마트)",경기도 시흥시 정왕동 1366-4번지 롯데마트 1층,15079,37.3376271,126.7306774,,폐업,20191204,031-432-6177,176013.580530478,426137.322631345,,
,행복이열리는건강약국,20071102,"경기도 시흥시 마유로238번길 26, 1층 (정왕동, 롯데마트)",경기도 시흥시 정왕동 1366-4 (GS마트1층),15079,37.3376271,126.7306774,,폐업,20120314,031-432-6177,176013.580530478,426137.322631345,,
,행복한약국,20010621,경기도 시흥시 함송로 23,경기도 시흥시 정왕동 1881-8,15020,37.3635617,126.7310225,,폐업,20090112,031-319-8799,,,,
,허브약국,20240517,"경기도 시흥시 공단1대로 263, 상가동 107호 (정왕동)",경기도 시흥시 정왕동 1277-6 스마트허브 N-CITY,15079,37.3355169,126.7305296,,폐업,20260501,031-506-3960,176050.349785259,425977.252904172,,
,현약국,20161123,"경기도 시흥시 서울대학로278번길 67 (정왕동, 롯데마트(시흥배곧점))",경기도 시흥시 배곧동 202번지 롯데마트(시흥배곧점),15011,37.3688907,126.7313182,,영업중,,070-4189-3311,176109.153092015,429698.791930655,,
,효약국,20090511,"경기도 시흥시 은행로167번길 6 (대야동, 청송빌딩 101호)",경기도 시흥시 대야동 579번지 3호 청송빌딩 101호,14914,37.4456507,126.7979908,,영업중,,031-311-1707,182052.592023866,438184.677895181,,
,훈약국,20210504,"경기도 시흥시 은계호수로 25, 파크플레이 106호 (은행동)",경기도 시흥시 은행동 611-2번지 파크플레이 106호,14923,37.4441973,126.8037133,,폐업,20240412,031-504-2580,182559.794268074,438024.81685021,,
,힐링약국,20210607,"경기도 시흥시 은계중앙로 247, 103,104호 (은행동)",경기도 시흥시 은행동 607,14923,37.44588,126.8032342,,영업중,,031-404-9309,182517.55499915,438208.599960547,,
