사업장명,영업상태,인허가일자,도로명주소,지번주소,우편번호,전화번호,WGS84위도,WGS84경도,인허가취소일자,폐업일자,휴업시작일자,휴업종료일자,업태구분명,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,총층수,주변환경명,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,총게임기수,제공게임물명,최초등록시점,지역구분명
케이뮤직코인노래연습장,영업중,20240913,"경기도 시흥시 진말1로 18, 에스엠타워 203-204호 (장곡동)",경기도 시흥시 장곡동 934-4 에스엠타워,14996,,37.3778277752,126.7897005390,,,,,,181268.8752210920,430651.7765517470,노래연습장업,유통관련업,,,110.780,,,,,,15,,,,,Y,,,,,,
케이원노래연습장,폐업,20091202,"경기도 시흥시 중심상가3길 16,  302호 (정왕동)",경기도 시흥시 정왕동 1737-5 302호,15066,,37.3447754880,126.7363171939,,20111110,,,,176565.3851303500,427005.8232036340,노래연습장업,유통관련업,4,유흥업소밀집지역,197.000,4,,근린생활시설,1.00,40.000,5,,Y,Y,Y,,,Y,,,,중심상업지역
케이원노래연습장,허가취소,20051031,"경기도 시흥시 중심상가3길 16  (정왕동,3층)",경기도 시흥시 정왕동 1737-5 3층,15066,,37.3447754880,126.7363171939,20071120,,,,,176565.3851303500,427005.8232036340,노래연습장업,유통관련업,,유흥업소밀집지역,62.000,,,근린생활시설,,,,,N,N,N,N,N,N,,,,중심상업지역
코러스 노래연습장,폐업,19990526,"경기도 시흥시 시흥대로 1069-1  (신천동,지하1층)",경기도 시흥시 신천동 888-7 지하1층,14951,031-4312-0450,37.4315756478,126.7926403664,,20080226,,,,181574.7992193860,436624.8585179060,노래연습장업,유통관련업,,,66.000,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
코러스 노래연습장,폐업,19980119,경기도 시흥시 신천로79번길 21  (신천동),경기도 시흥시 신천동 843-6,14949,031-318-1420,37.4373073718,126.7835094591,,20070525,,,,180770.1220884230,437262.4743448300,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
코리아 노래연습장,영업중,19980922,"경기도 시흥시 월곶해안로 165 (월곶동,5층)",경기도 시흥시 월곶동 1014-7 5층,14963,,37.3884680444,126.7382351635,,,,,,176748.0792379020,431854.6631952530,노래연습장업,유통관련업,,,379.590,,,,,,10,,N,N,N,,N,N,,,,
코인홀릭동전노래연습장 은계점,영업중,20200212,"경기도 시흥시 은계번영길 25, 미림프라자 6층 607~608호 (은행동)",경기도 시흥시 은행동 646-11 미림프라자,14922,,37.4367806110,126.8039629429,,,,,,182581.5577890380,437200.2685954530,노래연습장업,유통관련업,,,105.400,,,,,,16,16,,,,Y,,,,,,
코코노래연습장,영업중,20030317,"경기도 시흥시 비둘기공원7길 52 (대야동,3층 302호(일부),303호)","경기도 시흥시 대야동 541-13 3층 302호(일부),303호",14912,,37.4418171487,126.7914813436,,,,,,181478.6549314040,437762.0150264940,노래연습장업,유통관련업,,,180.540,,,,1.00,40.000,7,1,Y,N,N,,N,N,,,,
코코코인노래연습장,영업중,20160708,"경기도 시흥시 중심상가3길 14, 3층 (정왕동, 이화프라자)",경기도 시흥시 정왕동 1737-4 3층,15066,,37.3449024731,126.7364400969,,,,,,176576.4167113440,427019.9910128130,노래연습장업,유통관련업,,,212.810,,,근린생활시설,,,26,26,Y,Y,,Y,,,,,,일반상업지역
콘서트노래연습장,폐업,20051201,"경기도 시흥시 신천로 90 (신천동,2층)",경기도 시흥시 신천동 770-3 2층,14950,,37.4386874187,126.7866501229,,20130909,,,,181015.3013902770,437383.3931137630,노래연습장업,유통관련업,,기타,150.000,,,근린생활시설,1.00,50.000,6,2,N,N,N,Y,N,N,,,,일반주거지역
콩 노래연습장,폐업,20001207,경기도 시흥시 옥구상가4길 24-1  (정왕동),경기도 시흥시 정왕동 1853-7,15040,031-431-0920,37.3524634067,126.7209964184,,20131004,,,,175207.9792037370,427860.1477453740,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,,N,N,,,,
쿨노래연습장,영업중,20081211,"경기도 시흥시 신천3길 46 (신천동,지층)",경기도 시흥시 신천동 758-16 지층,14948,,37.4388174705,126.7813359906,,,,,,180579.5706268320,437432.2909527170,노래연습장업,유통관련업,4,주택가주변,122.410,3,1,근린생활시설,1.00,50.000,6,2,Y,Y,Y,,Y,N,,,,일반주거지역
쿨노래연습장,영업중,20161202,"경기도 시흥시 승지로60번길 20, 201,202호 (능곡동)",경기도 시흥시 능곡동 748 명프라자,14995,,37.3686934767,126.8119897207,,,,,,183276.9983334050,429642.2549591710,노래연습장업,유통관련업,8,,194.880,6,2,근린생활시설,1.00,,7,1,,Y,,,,,,,,
쿵쿵따 노래연습장,폐업,20031028,"경기도 시흥시 군서로28번길 8  (정왕동,(지하1))",경기도 시흥시 정왕동 1201-14 (지하1),15052,,37.3454812084,126.7494064473,,20150130,,,,177723.9084003010,427078.3658180370,노래연습장업,유통관련업,,주택가주변,132.200,,,근린생활시설,1.00,40.000,6,2,Y,N,Y,Y,Y,Y,,,,
퀸 노래연습장,폐업,20030118,"경기도 시흥시 옥구상가2길 23  (정왕동,4층)",경기도 시흥시 정왕동 1855-17 4층,15040,,37.3521959588,126.7228170318,,20061018,,,,175376.0749768850,427827.7612879370,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
퀸노래연습장,영업중,20190322,"경기도 시흥시 목감남서로 9-29, 4층 401, 402호 (조남동)",경기도 시흥시 조남동 652-6,14988,,37.3781433888,126.8525313536,,,,,,186869.0939902010,430685.4752064620,노래연습장업,유통관련업,,,154.960,,,,,,10,10,,,,Y,,,,,,
큐 노래연습장,영업중,19970418,"경기도 시흥시 동서로 1084, 지하층 (목감동)",경기도 시흥시 목감동 241 지하층호,14984,,37.3855041575,126.8601832807,,,,,,187547.2815361120,431500.4417388110,노래연습장업,유통관련업,,아파트지역,79.520,,,,,,1,,N,N,N,,N,N,,,,
큐 노래연습장,폐업,19970416,경기도 시흥시 신천3길 21  (신천동),경기도 시흥시 신천동 761-3,14948,,37.4389139562,126.7838671754,,20120207,,,,180802.5080414690,437441.2481151410,노래연습장업,유통관련업,,,117.980,,,근린생활시설,,,,,N,N,N,Y,N,N,,,,
큐노래연습장,영업중,20121128,"경기도 시흥시 신천3길 21 (신천동,지층)",경기도 시흥시 신천동 761-3 지층,14948,,37.4389139562,126.7838671754,,,,,,180802.5080414690,437441.2481151410,노래연습장업,유통관련업,,주택가주변,117.980,,,근린생활시설,,,1,,,,,,,,,,,일반주거지역
클릭 노래연습장,폐업,20020806,"경기도 시흥시 중심상가로 34  (정왕동,(4층))",경기도 시흥시 정왕동 1855-2 (4층),15040,031-432-2824,37.3527956038,126.7221672580,,20061102,,,,175313.4686931890,427898.0236147590,노래연습장업,유통관련업,4,유흥업소밀집지역,,4,,근린생활시설,,,,,N,N,N,N,N,N,,,,
키스 노래연습장,폐업,19980826,"경기도 시흥시 월곶해안로 175,  301,302호 (월곶동)","경기도 시흥시 월곶동 1015-2 301,302호",14963,031-318-3345,37.3881226445,126.7391875551,,20141002,,,,176832.8491224540,431812.3074041820,노래연습장업,유통관련업,,,164.020,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
키스노래연습장,등록취소,20040810,"경기도 시흥시 봉우재로51번길 2  (정왕동,2층)",경기도 시흥시 정왕동 1837-4 2층,15053,,37.3472228588,126.7454713876,20100104,,,,,177374.5847862880,427275.1518532360,노래연습장업,유통관련업,5,기타,137.750,,,근린생활시설,,,,,N,N,N,,N,N,,,,일반주거지역
키스노래연습장,폐업,20110112,"경기도 시흥시 봉우재로51번길 2 (정왕동,2층)",경기도 시흥시 정왕동 1837-4 2층,15053,,37.3472228588,126.7454713876,,20240521,,,,177374.5847862880,427275.1518532360,노래연습장업,유통관련업,5,주택가주변,172.850,5,,근린생활시설,1.00,40.000,5,,,Y,,,,,,,,일반주거지역
키스키스 노래연습장,영업중,20030707,"경기도 시흥시 오이도로135번길 33 (정왕동,(4층))",경기도 시흥시 정왕동 2004-1 (4층),15015,,37.3453310614,126.6884421511,,,,,,172323.9273557640,427078.1654382340,노래연습장업,유통관련업,,주택가주변,165.260,,,근린생활시설,1.00,35.000,6,,N,Y,Y,,N,Y,,,,
킹 노래연습장,폐업,20030529,"경기도 시흥시 평안상가4길 16-2  (정왕동,(3층))",경기도 시흥시 정왕동 1625 (3층),15062,,37.3378976531,126.7489287682,,20061026,,,,177681.7464163210,426235.3306208340,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,1.00,30.000,6,,N,Y,Y,N,N,Y,,,,
킹 노래연습장,폐업,19980722,경기도 시흥시 신천로 95  (신천동),경기도 시흥시 신천동 766-3,14949,031-315-3553,37.4389808910,126.7859917014,,20080226,,,,180993.0042877260,437451.6015898080,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,Y,,,,
킹노래연습장,영업중,20221107,"경기도 시흥시 솔고개길 4-7, 3층 301,302,303호 (목감동)",경기도 시흥시 목감동 407-3,14985,,37.3826024486,126.8619813516,,,,,,187707.0488121130,431178.3152812110,노래연습장업,유통관련업,,,275.690,,,,,,12,12,,,,Y,,,,,,
킹카노래연습장,영업중,20020724,"경기도 시흥시 호현로21번길 9 (신천동,지층)",경기도 시흥시 신천동 706-4 지층,14904,,37.4423651329,126.7836986295,,,,,,180787.0299521870,437822.6548705290,노래연습장업,유통관련업,,,135.280,,,,,,5,,N,N,N,,N,N,,,,
킹카노래연습장,폐업,20101214,"경기도 시흥시 봉우재로 51-1 (정왕동,2층)",경기도 시흥시 정왕동 1837-2 2층,15053,,37.3474223713,126.7456613260,,20251231,,,,177392.4497388590,427298.0578292730,노래연습장업,유통관련업,5,주택가주변,165.330,5,,근린생활시설,1.00,40.000,5,,Y,Y,,,,,,,,일반주거지역
킹카노래연습장,폐업,20080430,"경기도 시흥시 봉우재로 51-1  (정왕동,2층)",경기도 시흥시 정왕동 1837-2 2층,15053,,37.3474223713,126.7456613260,,20101201,,,,177392.4497388590,427298.0578292730,노래연습장업,유통관련업,5,주택가주변,165.330,5,,근린생활시설,1.00,50.000,5,,Y,Y,Y,N,Y,Y,,,,일반주거지역
타임 노래연습장,폐업,20030117,경기도 시흥시 비둘기공원5길 23-1  (대야동),경기도 시흥시 대야동 540-3,14912,,37.4419441374,126.7901123002,,20080118,,,,181354.5345851690,437775.1941216220,노래연습장업,유통관련업,5,유흥업소밀집지역,,5,,근린생활시설,,,,,N,Y,N,N,N,Y,,,,
탈랜트 노래연습장,등록취소,20020812,,경기도 시흥시 정왕동 1394 (지하2층),15025,031-433-6100,37.3532555334,126.7346392386,20081201,,,,,176474.9009255750,427958.0093958180,노래연습장업,유통관련업,5,아파트지역,,3,2,근린생활시설,,,,,N,N,N,Y,N,N,,,,
탈랜트 노래연습장,영업중,20011217,"경기도 시흥시 월곶해안로 107  (월곶동,한일프라자 2층)",경기도 시흥시 월곶동 1013-3 한일프라자 2층,14963,,37.3892448887,126.7343073976,,,,,,176405.4367110340,431937.7127917620,노래연습장업,유통관련업,4,,120.980,4,,근린생활시설,,,,,N,N,N,N,N,N,,,,
탈랜트 노래연습장,폐업,19990420,"경기도 시흥시 정왕천로411번길 18  (정왕동,지하)",경기도 시흥시 정왕동 1192-6 지하,15052,031-496-9700,37.3452900772,126.7505373476,,20090609,,,,177824.2532429530,427058.4330363830,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,,N,N,,,,
탈렌트노래연습장,영업중,20130904,"경기도 시흥시 정왕신길로 141, 지층 205호 (정왕동, 아주아파트(상가동))",경기도 시흥시 정왕동 1394 아주아파트 상가동 B205호,15025,,37.3532555334,126.7346392386,,,,,,176474.9009255750,427958.0093958180,노래연습장업,유통관련업,,,197.300,,,,,,9,,,,,,,,,,,
탈렌트노래연습장,폐업,20110401,,경기도 시흥시 정왕동 1394 아주아파트 상가 지하2층 B205호,15119,,,,,20130903,,,,176474.9009255750,427958.0093958180,노래연습장업,유통관련업,5,아파트지역,279.150,3,2,근린생활시설,1.00,40.000,7,,Y,Y,,,,,,,,일반주거지역
탑,폐업,19990401,"경기도 시흥시 도일로 110-2  (거모동,203호)",경기도 시흥시 거모동 1658-19 203호,15069,031-495-4314,37.3403238290,126.7840593148,,20150507,,,,180783.7275637700,426492.3275605740,노래연습장업,유통관련업,,,159.800,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
탑노래연습장,영업중,20171221,"경기도 시흥시 목감우회로 45, 한울플러스 406,407호 (목감동)",경기도 시흥시 목감동 403-3 한울플러스,14985,,37.3820288176,126.8609131341,,,,,,187624.0282475910,431118.5049330590,노래연습장업,유통관련업,10,기타,108.000,7,3,근린생활시설,,,6,1,,Y,,Y,,,,,,상업지역
탑노래연습장,영업중,19930917,경기도 시흥시 신천2길 25 (신천동),경기도 시흥시 신천동 751-25,14947,031-314-3365,37.4390147246,126.7796837106,,,,,,180432.0567789670,437452.5288892160,노래연습장업,유통관련업,,,147.310,,,,,,7,,Y,Y,Y,,Y,Y,,,,
태현 노래연습장,폐업,19980507,,경기도 시흥시 미산동 703-4,14957,031-315-4370,,,,20071002,,,,,,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
터보 노래연습장,폐업,19990803,,경기도 시흥시 은행동 289-85,14921,031-313-7689,,,,20020605,,,,,,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
테마 노래연습장,영업중,20030918,"경기도 시흥시 장곡로37번길 7 (장곡동,(5층))",경기도 시흥시 장곡동 820-1 (5층),15002,,37.3785911853,126.7847574272,,,,,,180866.7493891440,430745.6240444120,노래연습장업,유통관련업,,아파트지역,281.900,,,근린생활시설,1.00,70.000,9,1,N,Y,N,Y,N,Y,,,,
테마 노래연습장,영업중,20041016,"경기도 시흥시 월곶중앙로 61 (월곶동,4층)",경기도 시흥시 월곶동 1014-2 4층,14963,,37.3886669861,126.7383348187,,,,,,176757.4907620970,431873.4468047470,노래연습장업,유통관련업,,기타,152.900,,,근린생활시설,,,7,,,,,,,,,,,준주거지역
테마노래연습장,폐업,20061207,"경기도 시흥시 협력로 281 (정왕동,C동 109,110,111호)","경기도 시흥시 정왕동 2164-2 C동 109,110,111호",15080,,37.3516251323,126.7155402835,,20210429,,,,174676.9329014930,427814.3396908030,노래연습장업,유통관련업,,기타,184.860,,,근린생활시설,1.00,30.000,7,,N,N,N,,N,N,,,,준공업지역
테크노 노래연습장,폐업,20020316,"경기도 시흥시 비둘기공원5길 6  (대야동,지엘프라자 4층)",경기도 시흥시 대야동 532-3 지엘프라자 4층,14912,031-315-2234,37.4436053234,126.7905601007,,20080403,,,,181395.3157973240,437959.1727866010,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,,,,,Y,Y,N,N,N,Y,,,,
토마토 노래연습장,영업중,19991110,"경기도 시흥시 옥구상가2길 4 (정왕동,202호)",경기도 시흥시 정왕동 1861-4 202호,15040,031-499-7780,37.3539162976,126.7239961677,,,,,,175472.9157814360,428022.9289844830,노래연습장업,유통관련업,,,164.970,,,,,,9,1,N,N,N,Y,N,N,,,,
토마토 노래연습장,영업중,20030829,"경기도 시흥시 한우물로 1, 2층호 (거모동)",경기도 시흥시 거모동 1754-3 외1필지 2층,15070,,37.3427530923,126.7848152362,,,,,,180856.4863577980,426781.3322601610,노래연습장업,유통관련업,,주택가주변,115.500,2,,근린생활시설,1.00,30.000,6,3,N,Y,N,,Y,Y,,,,
토마토노래연습장,영업중,20031223,"경기도 시흥시 은행로 86, 206호 (은행동)",경기도 시흥시 은행동 547-4 206호,14916,,37.4392911141,126.7971459146,,,,,,181977.3517956710,437476.2029596020,노래연습장업,유통관련업,,아파트지역,159.120,,,근린생활시설,1.00,50.000,8,,Y,N,Y,,Y,Y,,,,
토마토노래연습장,영업중,20020822,"경기도 시흥시 정왕시장길 52 (정왕동,2층 216,217호)","경기도 시흥시 정왕동 1202 2층 216,217호",15052,031-497-3846,37.3455685452,126.7489652672,,,,,,177684.9537522750,427088.4076865390,노래연습장업,유통관련업,,주택가주변,161.280,,,근린생활시설,,,7,,N,N,N,,N,N,,,,
톡톡노래연습장,영업중,20040217,"경기도 시흥시 평안상가4길 22 (정왕동,해동(빌)지하1층)",경기도 시흥시 정왕동 1626 해동(빌)지하1층,15062,,37.3375053012,126.7495987151,,,,,,177735.9407684890,426188.0948731490,노래연습장업,유통관련업,,유흥업소밀집지역,63.740,,,,,,3,1,,,,Y,,,,,,일반주거지역
투투 노래연습장,폐업,20030904,"경기도 시흥시 중심상가로 317  (정왕동,(2층))",경기도 시흥시 정왕동 1624-8 (2층),15062,,37.3375831016,126.7476562636,,20080402,,,,177567.9100337200,426203.6741758090,노래연습장업,유통관련업,,유흥업소밀집지역,256.800,,,근린생활시설,1.00,30.000,6,,N,Y,N,N,N,Y,,,,
투투노래연습장,영업중,20151116,"경기도 시흥시 호현로10번길 15-5, 4층 (신천동)",경기도 시흥시 신천동 707-20 4층,14910,031-311-2434,37.4414986014,126.7849842919,,,,,,180902.1940960290,437728.0108425430,노래연습장업,유통관련업,,,170.380,,,근린생활시설,,,8,8,,,,Y,,,,,,일반상업지역
트윈스 노래연습장,직권말소,19991230,경기도 시흥시 비둘기공원7길 45  (대야동),경기도 시흥시 대야동 545-2,14912,,37.4420193646,126.7921350993,,20090206,,,,181529.4788355330,437774.9811175570,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
특급 노래연습장,영업중,20010821,"경기도 시흥시 중심상가3길 26 (정왕동,4층 402,403호)","경기도 시흥시 정왕동 1742-7 4층 402,403호",15066,031-499-7227,37.3440678727,126.7356131039,,,,,,176503.8079430720,426926.7482466960,노래연습장업,유통관련업,6,유흥업소밀집지역,252.210,4,2,근린생활시설,1.00,40.000,5,2,Y,Y,N,Y,N,N,,,,중심상업지역
티파니 노래연습장,영업중,20021015,"경기도 시흥시 오이도로 167, 209호 (정왕동,2층)",경기도 시흥시 정왕동 2003-8 2층 209호,15015,,37.3458883179,126.6882103529,,,,,,172304.5062353470,427138.2093966130,노래연습장업,유통관련업,,,220.540,,,,,,6,,N,N,N,,N,N,,,,
팅커벨노래연습장,영업중,20041213,"경기도 시흥시 봉우재로 58 (정왕동,지층)",경기도 시흥시 정왕동 1209-15 지층,15052,,37.3475077350,126.7463266001,,,,,,177451.0458348940,427305.9280687000,노래연습장업,유통관련업,,기타,122.850,,,근린생활시설,,,4,1,N,N,N,,N,N,,,,일반주거지역
파도 노래연습장,폐업,20020530,경기도 시흥시 월곶중앙로14번길 24  (월곶동),경기도 시흥시 월곶동 993-2,14968,,37.3890853161,126.7445323851,,20040527,,,,177302.5296784140,431917.5546463330,노래연습장업,유통관련업,4,,,3,1,근린생활시설,,,,,N,N,N,N,N,N,,,,
파랑새 노래연습장,영업중,19970918,"경기도 시흥시 검바위2로 23 (은행동,지하)",경기도 시흥시 은행동 293-12 지하,14921,031-313-6918,37.4313150707,126.7957963321,,,,,,181855.7448090210,436595.1756343160,노래연습장업,유통관련업,2,,69.460,2,,근린생활시설,,,1,,N,N,N,,N,N,,,,
파브 노래연습장,영업중,20010502,경기도 시흥시 서촌상가2길 15  (정왕동),경기도 시흥시 정왕동 1728-16,15036,031-432-1060,37.3465865270,126.7334198604,,,,,,176311.2364519560,427203.2612090860,노래연습장업,유통관련업,,,127.830,,,,,,,,N,N,N,N,N,N,,,,
파브 노래연습장,폐업,20011109,"경기도 시흥시 진말로9번길 2  (장곡동,(5층))",경기도 시흥시 장곡동 820-3 (5층),15002,031-506-1717,37.3784680740,126.7852668701,,20060911,,,,180903.0895898950,430743.5609299670,노래연습장업,유통관련업,,아파트지역,,,,,,,,,N,N,N,N,N,N,,,,
파인힐노래연습장,영업중,20181030,"경기도 시흥시 마유로 226, 파인힐 오피스텔 지하1층 (정왕동)",경기도 시흥시 정왕동 1366-14 파인힐 오피스텔,15079,,37.3376764880,126.7285659225,,,,,,175875.7800621890,426217.2702245910,노래연습장업,유통관련업,,,210.580,,,,,,7,,,,,Y,,,,,,
파인힐노래연습장,직권말소,20040702,"경기도 시흥시 마유로 226  (정왕동,파인힐(오)B동B01호)",경기도 시흥시 정왕동 1366-14 파인힐(오)B동B01호,15079,,37.3376764880,126.7285659225,,20121226,,,,175875.7800621890,426217.2702245910,노래연습장업,유통관련업,,기타,193.060,,,근린생활시설,1.00,50.000,,,N,N,N,Y,N,N,,,,준공업지역
파인힐노래연습장,폐업,20121228,"경기도 시흥시 마유로 226 (정왕동,지하1층 B01호)",경기도 시흥시 정왕동 1366-14 지하1층 B01호,15079,,37.3376764880,126.7285659225,,20180807,,,,175875.7800621890,426217.2702245910,노래연습장업,유통관련업,,기타,210.580,,,근린생활시설,,,7,1,,,,Y,,,,,,준공업지역
파크 노래연습장,영업중,20011020,경기도 시흥시 오이도로157번길 16 (정왕동),경기도 시흥시 정왕동 1997-1,15015,,37.3464509562,126.6900784531,,,,,,172468.8527265430,427202.4519653840,노래연습장업,유통관련업,,,130.700,,,,,,5,,N,N,N,,N,N,,,,
파트너노래연습장,등록취소,20121128,"경기도 시흥시 수인로3395번길 18-1 (신천동,2층)",경기도 시흥시 신천동 755-23 2층,14948,,37.4401136308,126.7810409889,20140527,,,,,180555.8075710610,437569.4112771720,노래연습장업,유통관련업,,주택가주변,167.580,,,근린생활시설,,,5,,,,,Y,,,,,,일반주거지역
파트너노래연습장,영업중,20150604,"경기도 시흥시 수인로3395번길 18-1, 2층 201호 (신천동)",경기도 시흥시 신천동 755-23 2층 201호,14948,,37.4401136308,126.7810409889,,,,,,180555.8075710610,437569.4112771720,노래연습장업,유통관련업,,,145.260,,,,,,5,1,,,,,,,,,,일반주거지역
파티노래연습장,영업중,20081022,"경기도 시흥시 정왕천로411번길 52 (정왕동,지층)",경기도 시흥시 정왕동 1184-5 지층,15052,,37.3471727111,126.7475041357,,,,,,177556.7535440590,427267.9246407400,노래연습장업,유통관련업,5,주택가주변,140.120,4,1,근린생활시설,1.00,50.000,5,1,Y,Y,Y,,Y,N,,,,일반주거지역
파티파티 노래연습장,영업중,20011020,경기도 시흥시 호현로85번길 1 (대야동),경기도 시흥시 대야동 464-10,14905,031-404-1453,37.4469749165,126.7873175856,,,,,,181108.9754995990,438335.3806420170,노래연습장업,유통관련업,,,136.170,,,근린생활시설,,,5,,N,N,N,,N,N,,,,
파티파티노래연습장,영업중,20030106,"경기도 시흥시 중심상가로 161 (정왕동,(5층))",경기도 시흥시 정왕동 1728-20 (5층),15036,031-497-1760,37.3460759255,126.7339105251,,,,,,176353.8017464710,427148.7243124700,노래연습장업,유통관련업,7,유흥업소밀집지역,48.360,5,2,근린생활시설,,,1,,N,N,N,Y,N,N,,,,
파파노래연습장,폐업,20050908,"경기도 시흥시 중심상가3길 11  (정왕동,3층)",경기도 시흥시 정왕동 1737-13 3층,15066,,37.3450145635,126.7370486178,,20080709,,,,176632.5627183350,427026.9772851360,노래연습장업,유통관련업,,유흥업소밀집지역,224.480,,,근린생활시설,,,,,N,N,N,N,N,N,,,,중심상업지역
판타스틱코인노래연습장,영업중,20230504,"경기도 시흥시 황고개로 531, 204호 (장곡동)",경기도 시흥시 장곡동 895-5,15002,,37.3781636221,126.7885904684,,,,,,181169.7401022570,430726.1621955210,노래연습장업,유통관련업,,,86.640,,,,,,12,,,,,Y,,,,,,
팝싱어노래연습장,영업중,20230804,"경기도 시흥시 서울대학로278번길 26, 시흥배곧 아브뉴프랑 센트럴 오렌지 227, 228호 (배곧동)",경기도 시흥시 배곧동 215 시흥배곧 아브뉴프랑 센트럴 오렌지,15011,,37.3689041270,126.7278397154,,,,,,175820.4213305170,429682.1352987070,노래연습장업,유통관련업,,,,,,,,,15,,,,,Y,,,,,,
팝콘노래연습장,영업중,20001227,"경기도 시흥시 오이도로 247 (정왕동,(5층))",경기도 시흥시 정왕동 2042-17 (5층),15015,,37.3407658824,126.6891347679,,,,,,172383.0333003300,426573.1112610670,노래연습장업,유통관련업,,주택가주변,132.960,5,,,,130.000,5,1,N,Y,N,Y,N,N,,,,
팡팡 노래연습장,영업중,20010809,경기도 시흥시 오이도로 111-1 (정왕동),경기도 시흥시 정왕동 1978-6,15015,031-433-8592,37.3478240413,126.6918362827,,,,,,172624.2555003140,427351.9446951240,노래연습장업,유통관련업,,,131.010,,,,,,6,,N,N,N,,N,N,,,,
팡팡 노래연습장,폐업,19980115,경기도 시흥시 월곶중앙로46번길 11  (월곶동),경기도 시흥시 월곶동 1005-8,14966,031-318-3670,37.3892323273,126.7407465623,,20061231,,,,176970.7942110850,431935.5082005460,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,Y,N,N,,,,
팡팡 노래연습장,폐업,20010413,경기도 시흥시 뱀내장터로 2 (신천동),경기도 시흥시 신천동 707-71,14910,031-314-8673,37.4424636818,126.7850881542,,20240827,,,,180911.5839029700,437834.7172194690,노래연습장업,유통관련업,,,112.020,,,근린생활시설,,,4,,N,N,N,,N,N,,,,
팡팡 노래연습장,폐업,19981001,"경기도 시흥시 정왕신길로49번길 59  (정왕동,덕경(빌)3층)",경기도 시흥시 정왕동 1882-10 덕경(빌)3층,15020,,37.3625913917,126.7301177462,,20070119,,,,176019.6138837940,428984.1838179030,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
팡팡 노래연습장,폐업,19990402,경기도 시흥시 대은로 79  (대야동),경기도 시흥시 대야동 573-3,14914,031-318-8514,37.4445906680,126.7970737316,,20070316,,,,181973.7548709690,438066.6817030190,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
팡팡노래연습장,영업중,20210209,"경기도 시흥시 은계번영길 21, 은계 유테라스 3층 306호 (은행동)",경기도 시흥시 은행동 646-9 은계 유테라스,14922,,37.4372099101,126.8033937765,,,,,,182530.6484195370,437247.0100066350,노래연습장업,유통관련업,,,113.950,,,,,,6,6,,,,Y,,,,,,
팡팡노래연습장,영업중,20131008,"경기도 시흥시 마유로418번길 12, 2층호 (정왕동)",경기도 시흥시 정왕동 2327-4 2층호,15049,,37.3513937486,126.7422681959,,,,,,177093.5653600250,427737.4806054010,노래연습장업,유통관련업,,,295.560,,,,,,9,,,,,,,,,,,
팡팡노래연습장,영업중,20010714,"경기도 시흥시 군자로 500-1 (거모동,3층)",경기도 시흥시 거모동 1733-7 3층,15071,,37.3453831720,126.7844967510,,,,,,180835.0498438100,427060.7109441230,노래연습장업,유통관련업,,,199.500,,,근린생활시설,,,8,,N,N,N,,N,N,,,,
팡팡노래연습장,영업중,19981229,"경기도 시흥시 동서로 1109, 안산농협 목감지점 지층 (논곡동)",경기도 시흥시 논곡동 160-7 안산농협 목감지점,14984,,37.3879784372,126.8610207842,,,,,,187564.3635334600,431760.8027194520,노래연습장업,유통관련업,,,142.140,,,,,,6,,N,N,N,,N,N,,,,
팡팡노래연습장,영업중,20030514,"경기도 시흥시 군서마을로 38 (정왕동,(지하))",경기도 시흥시 정왕동 1212-10 (지하),15052,,37.3453622941,126.7477141330,,,,,,177575.6217762140,427066.4727735370,노래연습장업,유통관련업,,주택가주변,132.500,,,근린생활시설,1.00,40.000,5,,N,Y,N,,N,N,,,,
팡팡노래연습장,영업중,20141104,"경기도 시흥시 월곶중앙로14번길 45, 201호 (월곶동)",경기도 시흥시 월곶동 999-4 201호,14966,,37.3903354372,126.7426897702,,,,,,177140.9548593890,432063.9266993360,노래연습장업,유통관련업,,,200.660,,,근린생활시설,,,8,,,,,,,,,,,상업지역
