indutype_nm,cmpnm_nm,signgu_nm,emd_nm,roadnm_addr,lotno_addr,detail_addr,rprs_telno_info,opr_hr_info,sat_opr_hr,sun_opr_hr,restday_info,image_nm,dat_crtr_ymd,refine_wgs84_lat,refine_wgs84_logt
동물위탁관리업,웰니스 동물병원,용인시 수지구,성복동,"경기도 용인시 수지구 성복2로 38 수지점 B1층 웰니스동물병원 (성복동, 성복역 롯데캐슬 골드타운)",경기도 용인시 수지구 성복동 789번지 롯데몰성복점 수지점 B1층 웰니스동물병원,B1층,0507-1373-4030,10:30~21:00,10:30~21:00,10:30~21:00,화요일,323119359070_1.jpeg,20221019,37.3127533049,127.0817765905
동물미용업,동물사랑병원,부천시,상동,"경기도 부천시 도약로 39, 1층 (상동)",경기도 부천시 상동 524-4,1층,032-323-8275,10:00~19:00,10:00~15:00,휴무,일요일,313105091085_1.jpeg,20221115,37.5125399734,126.7538693723
동물위탁관리업,개츠비유치원&호텔,의정부시,녹양동,경기도 의정부시 녹양동 375-6,경기 의정부시 진등로 24 2층 개츠비유치원,2층,0507-1335-2775,08:30~20:00,휴무,휴무,토요일+일요일+공휴일,323103064022_1.jpeg,20221205,37.7601464904,127.0329052155
동물미용업,비비도리스,수원시 팔달구,화서동,"경기도 수원시 팔달구 수성로244번길 25, 201동 1층 102호 (화서동, 화서위브하늘채)",경기도 수원시 팔달구 화서동 743 화서위브하늘채,,031-258-4860,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313101371033_1.jpeg,20221205,37.2889768749,127.0009393355
동물위탁관리업,그루밍쇼,의정부시,가능동,경기도 의정부시 가능동 652-40,"경기도 의정부시 가능로 53, 1층 (가능동)",1층,031-878-9981,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,323103068030_1.jpeg,20221205,37.7468499953,127.0369616015
동물미용업,천사애견,광명시,소하동,경기도 광명시 오리로 405 천사애견,경기도 광명시 소하동 381-2번지,,0507-1355-6981,10:00~19:00,10:00~19:00,,일요일,313106067003_1.jpeg,20221026,37.4384690295,126.8788929658
동물미용업,더본동물병원,부천시,중동,"경기도 부천시 중동로262번길 32, 우영프라자 (중동)",경기도 부천시 중동 1150-6 우영프라자,1층,032-326-2992,10:00~20:00,10:00~18:00,휴무,매주 일요일,313105090014_1.jpeg,20221027,37.5026933242,126.7705531843
동물미용업,올댓독애견미용실,의정부시,신곡동,경기도 의정부시 시민로 251,경기도 의정부시 신곡동 456번지,1층,031-848-0393,10:00~19:00,10:00~19:00,10:00~19:00,수요일,313103057101_1.jpeg,20220901,37.7360602773,127.0626894041
동물미용업,24시 나음동물 의료센터,고양시 일산동구,장항동,경기 고양시 일산동구 백마로 223 현대에뜨레보 1층 24시나음동물의료센터,경기도 고양시 일산동구 장항동 852,1층,031-906-7975,10:30~19:00,10:30~19:00,10:30~19:00,연중무휴,313110359063_1.jpeg,20221111,37.6550432318,126.7744729433
동물위탁관리업,몰리스펫샵 스타필드 하남점,하남시,학암동,"경기도 하남시 위례대로 200 (학암동, 스타필드시티 위례점)",경기도 하남시 학암동 660번지 스타필드시티 위례점,,031-8069-4150,10:00~22:00,10:00~22:00,10:00~22:00,,323118065018_1.jpeg,20221123,37.4801127045,127.1484593147
동물미용업,강아지 왈츠,용인시 기흥구,언남동,경기도 용인시 기흥구 용인향교로 29 105호 (언남동),경기도 용인시 기흥구 언남동 315번지,,,10:00~18:00,10:00~18:00,10:00~18:00,화요일,313119256065_1.jpeg,20221021,37.2985219479,127.1196540107
동물미용업,퍼피앤유 김포점,김포시,장기동,경기도 김포시 김포한강2로23번길 10 수변층 B122호 퍼피앤유 김포점,경기도 김포시 장기동 2018-2번지,,0507-1373-8203,10:00~22:00,10:00~22:00,10:00~22:00,,313123056063_1.jpeg,20221027,37.6420211573,126.6785604873
동물미용업,Louis,파주시,목동동,경기 파주시 가재울로 94 1층,경기도 파주시 목동동 764-1,1층,0507-1374-1278,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313120057083_1.jpeg,20221111,37.730753674,126.7471118326
동물위탁관리업,네발로코리아 양평(펫클럽),양평군,양평읍,경기도 양평군 양평읍 남북로 66,경기도 양평군 양평읍 창대리 649-12,,031-594-3054,09:30~21:00,09:30~21:00,09:30~21:00,,323138011007_1.jpeg,20221025,37.4884865738,127.5023189397
동물미용업,리쌀롱,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로197번길 18-82 113호 (아주리센 테라스파크),경기도 수원시 권선구 금곡동 1115-1 아주리센 테라스파크,,***-****-****,11:00~20:00,11:00~20:00,11:00~20:00,연중무휴,313101265042_1.jpeg,20221205,37.2760231551,126.9557704825
동물미용업,도담동물병원,용인시 기흥구,동백동,경기도 용인시 기흥구 평촌1로 2번길 6,경기도 용인시 기흥구 동백동 605-11번지,,031-548-2526,10:00~19:30,10:00~19:30,10:00~17:00,연중무휴,313119267019_1.jpeg,20221205,37.2845642273,127.1535337122
동물위탁관리업,롯데아울렛 광명지점(카페 미밍코),광명시,일직동,경기도 광명시 일직로 17 롯데몰 광명점 6층,경기도 광명시 일직동 500 번지롯데몰 광명점 6층,,,11:00~21:00,,,연중무휴,323106067017_1.jpeg,20221026,37.4242749767,126.8827963758
동물미용업,리더스동물병원,화성시,청계동,"경기도 화성시 동탄대로시범길 148-22, 디스퀘어빌딩 2층 203호 (청계동)",경기도 화성시 청계동 535-6,2층,031-372-7550,10:00~20:00,10:00~20:00,휴무,일요일,313124064134_1.jpeg,20221103,37.2004884201,127.1149065641
동물위탁관리업,뉴케어 동물병원,용인시 기흥구,영덕동,경기도 용인시 기흥구 흥덕2로65번길 2-20,경기도 용인시 기흥구 영덕동 989-6번지,,031-213-6700,10:00~20:00,10:00~20:00,10:00~20:00,목요일,323119263044_1.jpeg,20221205,37.2742539447,127.0739360729
동물미용업,그루밍,시흥시,배곧동,"경기도 시흥시 서울대학로278번길 19-13, A동 226호 (배곧동, 시흥배곧 C1블럭 호반 써밋플레이스 아파트)",경기도 시흥시 배곧동 191번지,2층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313115073032_1.jpeg,20221122,37.3709989287,126.7270163836
동물위탁관리업,펫 하우스,시흥시,월곶동,"경기도 시흥시 월곶중앙로 38, 마린월드상가 129 - 1호 (월곶동)",경기도 시흥시 월곶동 995-1번지,,031-318-0304,10:00~19:00,10:00~19:00,10:00~19:00,월요일,323115069039_1.jpeg,20221123,37.3880373624,126.7413460252
동물미용업,카페더공생,고양시 일산서구,덕이동,경기도 고양시 일산서구 탄중로 111 2B동 101호 카페 더 공생,경기도 고양시 일산서구 덕이동 263-19,1층,031-923-5766,09:00~23:30,09:00~23:30,11:00~23:30,월요일,313110459017_1.jpeg,20221101,37.6926831479,126.757217422
동물미용업,어썸독,안양시 동안구,비산동,경기도 안양시 동안구 학의로 24 관악타운종합상가 지층3호 어썸독,경기도 안양시 동안구 비산동 1102,,031-381-1255,10:00~18:00,10:00~18:00,,일요일,313104254020_1.jpeg,20221205,37.3960542698,126.9429169113
동물미용업,하루산책,수원시 권선구,권선동,경기도 수원시 권선구 세지로82번길 3 효헌빌딩 1층 101호 (권선동),경기도 수원시 권선구 권선동 979-8 효헌빌딩,,031-221-7760,10:00~20:00,09:00~22:00,09:00~22:00,연중무휴,313101260032_1.jpeg,20221205,37.259212107,127.0181531707
동물미용업,비바체,화성시,반송동,"경기도 화성시 노작로2길 6-1, 1층 (반송동)",경기도 화성시 반송동 125-12,,,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313124060033_1.jpeg,20221102,37.1957116543,127.0805976972
동물위탁관리업,꼬마펫,남양주시,화도읍,경기 남양주시 화도읍 먹갓로 45 모던빌 105호,경기도 남양주시 화도읍 묵현리 455-5,1층,031-594-3666,10:00~20:00,10:00~20:00,,일요일,323113013001_1.jpeg,20221121,37.6582207759,127.2740560815
동물미용업,강아지와 산책,시흥시,정왕동,"경기도 시흥시 옥구천동로 422, 영남아파트 상가동 2층 207호 (정왕동)",경기도 시흥시 정왕동 1873-2번지,2층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,화요일,313115061089_1.jpeg,20221122,37.3581663617,126.7316083122
동물미용업,삼성동물병원,동두천시,지행동,경기 동두천시 행선로 55-1,경기도 동두천시 지행동 325-13,1층,0507-1431-7985,09:00~19:30,09:00~18:00,09:00~18:00,정보없음,313108056007_1.jpeg,20221205,37.8933494046,127.0605891441
동물미용업,뚜뚜살롱,용인시 수지구,죽전동,"경기도 용인시 수지구 현암로 160 104호 (죽전동, 예타운빌딩)",경기도 용인시 수지구 죽전동 1190-3번지 예타운빌딩 104호,,0507-1365-3768,,,,,313119354049_1.jpeg,20221205,37.331409842,127.1269497026
동물미용업,러브독펫살롱,안산시 단원구,선부동,경기도 안산시 단원구 선부광장북로 36 상가 2층 226호,경기도 안산시 단원구 선부동 1082번지,,0507-1441-1667,10:00~18:00,10:00~22:00,10:00~22:00,화요일,313109270011_1.jpeg,20221029,37.3369447081,126.8115682306
동물미용업,달고나 펫살롱,김포시,양촌읍,경기도 김포시 양촌읍 양곡2로30번길 51-16 양촌타워 103호 달고나펫살롱,경기도 김포시 양촌읍 양곡리 1313 양촌타워 103호 달고나펫살롱,,***-****-****,09:30~18:00,09:30~18:00,09:30~18:00,연중무휴,313123013003_1.jpeg,20221027,37.6546446827,126.6302295799
동물위탁관리업,동물보육원 파주광탄지부,파주시,광탄면,"경기도 파주시 광탄면 혜음로 1130, 2층",경기도 파주시 광탄면 신산리 370-5,,0507-1311-9572,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323120035063_1.jpeg,20221113,37.7821122759,126.8471837924
동물미용업,이리온,남양주시,진접읍,경기 남양주시 진접읍 해밀예당3로 167 왕숙천빌딩,경기도 남양주시 장현리 240-3,1층,031-575-9725,09:00~18:00,09:00~18:00,,일요일,313113012070_1.jpeg,20221121,37.722479311,127.1915597348
동물미용업,비비펫미용,군포시,부곡동,경기도 군포시 송부로273번안길 3-27,경기도 군포시 부곡동 1129-6번지,,031-431-8147,10:00~20:00,10:00~20:00,10:00~20:00,화요일,313116052021_1.jpeg,20221128,37.3227915815,126.9431760087
동물위탁관리업,똥강아지,부천시,고강동,경기 부천시 역곡로472번길 12,경기도 부천시 고강동 346-1 동림빌딩,1층,032-678-2698,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323105095064_1.jpeg,20221109,37.5265664253,126.8166763343
동물위탁관리업,펫스타일,용인시 처인구,삼가동,경기도 용인시 처인구 중부대로 1136,경기도 용인시 처인구 삼가동 197-30번지,,031-334-4589,09:30~22:00,09:30~22:00,09:30~22:00,,323119152094_1.jpeg,20221205,37.2400862632,127.1714721405
동물위탁관리업,해피오브트리밍,양주시,덕계동,경기 양주시 회천중앙로 225 회천프라자4층 401호 해피오브트리밍,경기도 양주시 덕계동 883-1 회천프라자4층 401호 해피오브트리밍,4층,0507-1405-9698,08:00~22:00,10:00~19:00,10:00~19:00,연중무휴,323126054024_1.jpeg,20221117,37.8182380042,127.0519226151
동물미용업,바우동물병원,안양시 만안구,박달동,경기도 안양시 만안구 박달로 512,경기도 안양시 만안구 박달동 68-8,,031-443-1280,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313104163003_1.jpeg,20221205,37.4024363573,126.9095612377
동물미용업,하나 펫 살롱,수원시 영통구,이의동,경기도 수원시 영통구 센트럴파크로127번길 127 해솔빌딩,경기도 수원시 영통구 이의동 1312-4,,0507-1420-1015,11:00~20:00,11:00~20:00,11:00~20:00,월요일,313101462051_1.jpeg,20221205,37.2940309202,127.054463822
동물미용업,분당에덴동물병원,광주시,오포읍,경기도 광주시 오포읍 능평로 203,경기도 광주시 오포읍 능평리 166-1번지,1층,031-726-3336,10:00~20:00,10:00~20:00,,일요일,313125011036_1.jpeg,20221121,37.3450521872,127.1774959379
동물미용업,로카드,김포시,장기동,경기도 김포시 태장로 820-32 1층 107호,경기도 김포시 장기동 2073-2번지 ,,0507-1468-8151,10:00~20:00,10:00~20:00,10:00~20:00,,313123056067_1.jpeg,20221026,37.6386344339,126.6775890365
동물미용업,망고언니네,고양시 덕양구,토당동,경기도 고양시 덕양구 지도로92번길 33 103호,경기도 고양시 덕양구 토당동 848-10,1층,0507-1327-2829,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313110164052_1.jpeg,20221118,37.6257310474,126.8259686179
동물위탁관리업,사랑을줄개,파주시,문산읍,"경기도 파주시 문산읍 방촌로 1719-74, 1층 108호",경기도 파주시 문산읍 당동리 890-2,1층,031-954-6789,10:00~19:00,10:00~19:00,10:00~19:00,"화,수요일",323120011048_1.jpeg,20221108,37.8666629905,126.7835560013
동물위탁관리업,소사프라임동물병원,부천시,소사본동,경기 부천시 소사로 184,경기도 부천시 소사본동 184-6,1층,032-345-8275,10:00~19:30,10:00~18:00,10:00~14:00,월요일,323105093060_1.jpeg,20221028,37.4746340409,126.7957632849
동물미용업,강아지똥,안양시 만안구,안양동,경기도 안양시 만안구 삼덕로 46-1,경기도 안양시 만안구 안양동 707-118,,031-441-5755,11:00~19:00,11:00~19:00,11:00~19:00,월요일,313104155015_1.jpeg,20221205,37.3937029383,126.9206672466
동물미용업,멍멍아 야옹,고양시 일산동구,마두동,경기 고양시 일산동구 산두로 87,경기도 고양시 일산동구 마두동 828,1층,031-903-2001,10:00~18:00,10:00~17:00,휴무일,일요일,313110356048_1.jpeg,20221116,37.6657371461,126.7869884615
동물위탁관리업,따뜻한분양소,이천시,부발읍,경기도 이천시 부발읍 황무로1852번길 6 1층,경기도 이천시 부발읍 송온리 378 1층,,031-1522-6145,11:00~21:00,11:00~21:00,11:00~21:00,,323121012022_1.jpeg,20221103,37.2588121788,127.5173332635
동물미용업,미미네 애견,이천시,관고동,경기도 이천시 영창로 129,경기도 이천시 관고동 85-10,1층,031-632-1156,10:00~20:00,10:00~20:00,,,313121053006_1.jpeg,20221027,37.2824314341,127.4369965513
동물미용업,24시 핸즈동물의료센터,화성시,오산동,"경기도 화성시 동탄대로 489, 동탄역우성타워 2층24 (오산동)",경기도 화성시 오산동 969-3 동탄역 우성타워 2층,2층,0507-1307-2115,09:30~21:00,09:30~21:00,09:30~21:00,연중무휴,313124070112_1.jpeg,20221103,37.197350355,127.0982682615
동물미용업,온사이드,남양주시,퇴계원읍,경기도 남양주시 퇴계원읍 별내2로 203-11 1층 온사이드,경기도 남양주시 퇴계원읍 퇴계원리 329-17,1층,0507-1354-6530,10:00~20:00,10:00~20:00,10:00~20:00,수요일,313113016020_1.jpeg,20221120,37.6474338104,127.1375493638
동물미용업,파주24시동물병원,파주시,목동동,경기도 파주시 경기 파주시 교하로 87,경기도 파주시 목동동 941-1,2층,0507-1418-5575,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313120057068_1.jpeg,20221109,37.7276493076,126.7339231039
동물미용업,베르펫살롱,수원시 영통구,하동,경기도 수원시 영통구 광교중앙로 236 104호 베르펫살롱 (하동),경기도 수원시 영통구 하동 987-2 104호 베르펫살롱,,0507-1390-8953,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313101463070_1.jpeg,20221019,37.2917574009,127.0660527064
동물미용업,펫밀리샵,시흥시,대야동,"경기도 시흥시 수인로3312번길 16, 티동 211호 (대야동, 시흥 센트럴 푸르지오)",경기도 시흥시 대야동 693번지,,031-520-9904,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313115051088_1.jpeg,20221110,37.4411091608,126.7891593156
동물미용업,서울애견,평택시,안중읍,"경기도 평택시 안중읍 안현로서3길 27, 1층",경기도 평택시 안중읍 안중리 267-5,1층,031-682-8784,10:00~18:00,10:00~18:00,휴무,휴무,313107012054_1.jpeg,20221022,36.9874879535,126.9284257321
동물미용업,한빛동물병원,안양시 동안구,호계동,경기도 안양시 동안구 흥안대로 113,경기도 안양시 동안구 호계동 960-4,,031-429-7575,10:00~19:00,10:00~18:00,,일요일,313104262046_1.jpeg,20221123,37.3703328185,126.9572922394
동물미용업,멍블랑,남양주시,화도읍,경기 남양주시 화도읍 비룡로 185-20 상가동2층 208호,경기도 남양주시 묵현리 147-3,2층,0507-1337-3236,10:00~20:00,10:00~20:00,10:00~20:00,화요일,313113013111_1.jpeg,20221123,37.6681390623,127.3010467146
동물미용업,펫존 덕이점,고양시 일산서구,덕이동,경기도 고양시 일산서구 경의로 873,경기도 고양시 일산서구 덕이동 277-4,1층,031-913-1845,11:00~21:30,11:00~21:30,11:00~21:00,,313110459016_1.jpeg,20221101,37.6955724387,126.7594571769
동물위탁관리업,별빛애견호텔미용목욕,용인시 기흥구,상하동,경기도 용인시 기흥구 중부대로 746번길 2 루벤스빌딩 1층 112호,경기도 용인시 기흥구 상하동 213-13번지,루벤스빌딩 1층 112호,031-281-5003,10:00~19:00,10:00~19:00,10:00~19:00,,323119260030_1.jpeg,20221205,37.2616460655,127.1398912288
동물미용업,야옹아 멍멍해봐 남양주 별내점,남양주시,별내동,경기 남양주시 별내중앙로 84 3902동 9-2호 상가1층,경기도 남양주시 별내동 1060,1층,0507-1390-0113,10:00~21:30,10:00~21:30,10:00~21:30,,313113057086_1.jpeg,20221129,37.6496899932,127.1212370943
동물미용업,카페몽몽,김포시,구래동,경기도 김포시 김포한강9로75번길 102 지오파크 4층 405호 카페몽몽,경기도 김포시 구래동 6881-10번지,,0507-1316-1584,12:00~22:00,12:00~22:00,12:00~22:00,,313123063086_1.jpeg,20221024,37.6439805295,126.6227141895
동물미용업,수원애견분양셀럽퍼피,수원시 팔달구,지동,경기도 수원시 팔달구 중부대로 69,경기도 수원시 팔달구 지동 118-10,,031-243-7989,10:00~21:00,10:00~21:00,10:00~21:00,연중무휴,313101353027_1.jpeg,20221019,37.2761476772,127.0244408884
동물위탁관리업,S동물의료센터,화성시,반송동,"경기도 화성시 동탄지성로 112, 1층 105호 (반송동)",경기도 화성시 반송동 41-6,1층,0507-1427-3234,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,323124061033_1.jpeg,20221107,37.2088181193,127.0631471626
동물위탁관리업,독스라이프,안산시 단원구,선부동,경기도 안산시 단원구 화정천서로3길 20,경기도 안산시 단원구 선부동 1091-17번지,,031-439-0423,10:00~21:00,10:00~21:00,10:00~21:00,일요일,323109270034_1.jpeg,20221029,37.3435131572,126.8157870864
동물미용업,사과나무 동물병원,고양시 일산서구,일산동,경기 고양시 일산서구 일산로 539 가람빌딩 101호,경기도 고양시 일산서구 일산동 1084-3,1층,031-912-7582,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,,,37.6773558009,126.7679619385
동물위탁관리업,동탄중앙동물병원,화성시,청계동,"경기도 화성시 동탄대로시범길 146, 포트센트럴시티 201호 (청계동)",경기도 화성시 청계동 535-1,2층,0507-1332-7524,10:00~20:00,10:00~20:00,휴무,일요일,323124064110_1.jpeg,20221103,37.2003204054,127.1131382572
동물미용업,나은동물병원,의정부시,장암동,경기도 의정부시 장암동 20-14 발곡프라자 1층,경기도 의정부시 회룡로 178,1층,031-876-7511,09:00~22:00,09:00~22:00,09:00~22:00,,313103056042_1.jpeg,20221205,37.7263814344,127.0534411674
동물미용업,갱스터도그,용인시 수지구,상현동,경기도 용인시 수지구 광교호수로378번길 4-6 (상현동),경기도 용인시 수지구 상현동 1157-1번지,,031-212-5077,,,,,313119358024_1.jpeg,20221205,37.2978746297,127.0801552407
동물위탁관리업,이쁘개 해줄개,남양주시,오남읍,경기 남양주시 오남읍 양지로278번길 35-3 109호(상록빌딩),경기도 남양주시 오남읍 양지리 474-1,1층,031-527-5027,10:00~20:00,10:00~20:00,10:00~20:00,,323113015009_1.jpeg,20221106,37.701850749,127.196148819
동물미용업,꿀강아지,성남시 분당구,이매동,경기도 성남시 분당구 이매로 13 뉴선경프라자 (이매동),경기도 성남시 분당구 이매동 146-1번지,,***-****-****,,,,,313102361054_1.jpeg,20221205,37.3950053082,127.1221947825
동물미용업,미강애강,안양시 만안구,석수동,경기도 안양시 만안구 와룡로 43,경기도 안양시 만안구 석수동 753-1,,031-472-0303,,,,,313104162010_1.jpeg,20221205,37.4081245378,126.897166251
동물미용업,알콩달콩 펫살롱,수원시 권선구,호매실동,"경기도 수원시 권선구 노림로 8, 1층 (호매실동)",경기도 수원시 권선구 호매실동 412-10,,031-227-5220,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313101266074_1.jpeg,20221020,37.2665082453,126.9546321853
동물위탁관리업,해피살롱,안산시 단원구,초지동,경기도 안산시 단원구 초지로 124 1층109호해피살롱,경기도 안산시 단원구 초지동 726-2번지 1층109호해피살롱,,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,화요일,323109266030_1.jpeg,20221026,37.3097632328,126.815370833
동물위탁관리업,예뿌개,파주시,문발동,"경기도 파주시 아침노을길 14, 1층 (문발동)",경기도 파주시 문발동 551-11,1층,0507-1359-8270,10:30~18:00,10:00~18:00,휴무,일요일,323120055066_1.jpeg,20221028,37.7272961148,126.7064198979
동물미용업,보드미동물병원,구리시,갈매동,경기 구리시 갈매중앙로55번길 107,경기도 구리시 갈매동 610-1,1층,0507-1415-7571,10:00~19:30,10:00~17:00,,일요일,,,37.6307733843,127.1164371701
동물미용업,퍼피츄,포천시,소흘읍,경기 포천시 소흘읍 솔모루로 52 1층,경기도 포천시 소흘읍 송우리 145-3 1층 퍼피츄,1층,0507-1403-2024,09:00~20:30,09:00~20:30,09:00~20:30,화요일,313127011006_1.jpeg,20221205,37.8268110561,127.1449120623
동물미용업,굿독,부천시,역곡동,경기도 부천시 부일로 681,경기도 부천시 역곡동 46-7,1층,,09:00~20:00,09:00~20:00,휴무,일요일,313105088039_1.jpeg,20221026,37.4841120238,126.8057070704
동물미용업,이뻐해줄개,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로68번길 6,경기도 수원시 팔달구 인계동 975-7,3층,0507-1402-8605,11:00~22:00,11:00~22:00,11:00~22:00,수요일,313101356022_1.jpeg,20221026,37.2687217443,127.0248259555
동물위탁관리업,꾸미는 강아지,광주시,오포읍,경기도 광주시 오포읍 신현로 44-10,경기도 광주시 오포읍 신현리 696-13번지,1층,031-711-7875,09:30~18:30,09:30~18:30,09:30~18:30,,323125011028_1.jpeg,20221110,37.3602602671,127.1526327045
동물미용업,애견카페왕,남양주시,일패동,경기 남양주시 경춘로773번길 12-16,경기도 남양주시 일패동 65-27,1층,***-****-****,08:00~20:00,08:00~20:00,08:00~20:00,,313113054060_1.jpeg,20221122,37.6276752702,127.1909999749
동물미용업,개소리애견카페,수원시 영통구,영통동,"경기도 수원시 영통구 반달로7번길 16, e-폴리스 5층 501호 (영통동)",경기도 수원시 영통구 영통동 998-4 e-폴리스,,0507-1459-1117,11:00~21:00,11:00~21:00,11:00~21:00,연중무휴,313101466036_1.jpeg,20221112,37.2526400801,127.074384829
동물미용업,사랑우리애동물병원,구리시,인창동,경기 구리시 동구릉로 99,경기도 구리시 인창동 495-10,1층,031-569-7582,10:00~19:00,10:00~17:30,,일요일,,,37.6087941563,127.1349158123
동물위탁관리업,의정부24시IU동물병원,의정부시,의정부동,경기도 의정부시 의정부동 94-6,경기도 의정부시 태평로 52 (의정부동),1층,031-871-7588,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323103069052_1.jpeg,20221205,37.7370372657,127.0516407148
동물미용업,펫존&견생컷,수원시 팔달구,인계동,경기도 수원시 팔달구 경수대로 581 1층,경기도 수원시 팔달구 인계동 952-3,1층,031-222-4947,10:00~22:00,10:00~22:00,10:00~22:00,명절당일,313101356021_1.jpeg,20221026,37.2778392563,127.0304537932
동물미용업,베스애견,안산시 상록구,이동,경기도 안산시 상록구 중보로 49 숭실프라자,경기도 안산시 상록구 이동 716-3번지,,031-419-6063,,,,,313109174024_1.jpeg,20221026,37.3076805687,126.8521091704
동물미용업,로얄동물병원,양주시,고암동,경기도 양주시 경기 양주시 고암길 58,경기도 양주시 고암동 129-1,1층,031-857-7570,09:30~19:00,09:30~19:00,,일요일,313126055006_1.jpeg,20221121,37.8316603173,127.0693190643
동물위탁관리업,도그라니,용인시 기흥구,구갈동,경기도 용인시 기흥구 갈곡로 8번길 7-1 2층,경기도 용인시 기흥구 구갈동 584-3번지,2층,031-282-5028,10:30~19:00,10:30~19:00,10:30~19:00,월요일,323119252006_1.jpeg,20221205,37.2715581121,127.1300424404
동물위탁관리업,신동물메디컬센터,화성시,향남읍,"경기도 화성시 향남읍 행정서로2길 28-37, 태평빌",경기도 화성시 향남읍 행정리 417-14 태평빌,1층,031-352-6633,09:30~20:00,09:30~18:00,휴무,일요일,323124014127_1.jpeg,20221111,37.1311906066,126.9150865418
동물미용업,몽글몽글 펫,화성시,능동,"경기도 화성시 동탄지성로 144, 아이비타워 108호 (능동)",경기도 화성시 능동 1113-2 아이비타워 108호,,031-613-9708,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313124062021_1.jpeg,20221107,37.2100048209,127.0598607637
동물미용업,그루밍나인,하남시,풍산동,경기도 하남시 미사강변대로54번길 59 107호,경기도 하남시 풍산동 519-5번지,1층,0507-1381-9505,10:00~18:00,,,"토요일,일요일",313118061021_1.jpeg,20221026,37.5555347982,127.1889091891
동물미용업,초코우유,수원시 권선구,권선동,"경기도 수원시 권선구 효원로256번길 23, 나동 2층 (권선동)",경기도 수원시 권선구 권선동 1013-3나동,,0507-1304-0604,12:30~20:30,12:30~20:30,12:30~20:30,화요일,313101260019_1.jpeg,20221205,37.2608532976,127.0295217278
동물미용업,드림독,오산시,세교동,"경기도 오산시 세마역로19번길 22-1, 1층 (세교동)",경기도 오산시 세교동 612-9,,***-****-****,10:00~18:00,10:00~18:00,10:00~18:00,연중무휴,313114055019_1.jpeg,20221101,37.1826578095,127.0436163597
동물미용업,스마트동물병원(병점점),화성시,진안동,"경기도 화성시 효행로 1035, 명민빌딩 1층 (진안동)",경기도 화성시 진안동 874-5 명민빌딩,,031-239-7582,10:00~21:00,10:00~19:00,10:00~19:00,연중무휴,313124052126_1.jpeg,20221107,37.213599746,127.0404321011
동물위탁관리업,도그메리트 강아지분양 의정부점,의정부시,의정부동,경기도 의정부시 평화로 564,경기도 의정부시 의정부동 201-11번지,도그메리트 강아지분양,0507-1413-7742,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,323103069069_1.jpeg,20220822,37.7423374605,127.0470346224
동물미용업,쁘띠숑,성남시 분당구,금곡동,경기도 성남시 분당구 정자일로 55 (금곡동),경기도 성남시 분당구 금곡동 192번지,,031-713-0610,,,,,313102371063_1.jpeg,20221205,37.3543957192,127.1049078272
동물미용업,개네가 고양이네,화성시,남양읍,경기도 화성시 남양읍 남양시장로45번길 4,경기도 화성시 남양읍 남양리 652-2,,031-356-8005,10:00~19:00,10:00~19:00,,일요일,313124015008_1.jpeg,20221120,37.2091179874,126.8144216834
동물미용업,댕댕이의 하루,안양시 동안구,호계동,경기도 안양시 동안구 귀인로79번길 23 201호(호계동) JJ마트2층,경기도 안양시 동안구 호계동 921-2,,070-4647-4328,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313104263039_1.jpeg,20221205,37.3833687736,126.9480035168
동물위탁관리업,펫파크 동백점,용인시 기흥구,중동,경기도 용인시 기흥구 동백중앙로 221 지젤레이크타운 101호,경기도 용인시 기흥구 중동 846-1번지,지젤레이크타운 101호,031-275-8833,10:00~21:00,10:00~21:00,10:00~21:00,,323119268050_1.jpeg,20221205,37.2731076007,127.1505069463
동물미용업,펫가든 의왕점 동물병원,의왕시,내손동,경기도 의왕시 계원대학로 7 롯데마트 2층,경기도 의왕시 내손동 743-1번지,,031-422-4475,10:00~22:00,10:00~22:00,10:00~22:00,둘째주 수요일 + 넷째주 수요일,313117054024_1.jpeg,20221205,37.3805799212,126.9728964085
